Regiao;Data;Usuario;Primeira Visita;Total;Usuarios;DT
Federal District;20230930;4;0;4;4;30/09/2023
Espirito Santo;20230930;4;1;5;5;30/09/2023
Alagoas;20230928;3;0;3;3;28/09/2023
Alagoas;20230930;3;0;3;3;30/09/2023
Minas Gerais;20230925;3;1;4;4;25/09/2023
Minas Gerais;20230928;3;4;7;7;28/09/2023
Minas Gerais;20231001;3;1;4;4;01/10/2023
Sao Paulo;20230925;3;7;10;10;25/09/2023
Sao Paulo;20230929;3;6;10;9;29/09/2023
Sao Paulo;20231001;3;7;10;10;01/10/2023
Federal District;20230925;2;2;4;4;25/09/2023
Federal District;20230929;2;1;5;3;29/09/2023
Espirito Santo;20230927;2;5;6;6;27/09/2023
Espirito Santo;20230929;2;4;6;6;29/09/2023
Goias;20230928;2;0;2;2;28/09/2023
Minas Gerais;20230927;2;9;12;12;27/09/2023
Minas Gerais;20230929;2;0;3;3;29/09/2023
Minas Gerais;20230930;2;2;4;4;30/09/2023
Georgia;20230926;1;0;1;1;26/09/2023
Ile-de-France;20230926;1;0;1;1;26/09/2023
Kyiv Oblast;20230926;1;0;1;1;26/09/2023
Lisbon;20230928;1;0;1;1;28/09/2023
Massachusetts;20230929;1;0;1;1;29/09/2023
Mexico City;20230926;1;0;1;1;26/09/2023
Nouvelle-Aquitaine;20230926;1;1;1;1;26/09/2023
Ontario;20230930;1;0;1;1;30/09/2023
Acre;20230927;1;1;1;1;27/09/2023
Acre;20230929;1;0;1;1;29/09/2023
Alagoas;20230925;1;0;1;1;25/09/2023
Alagoas;20230926;1;0;1;1;26/09/2023
Alagoas;20230927;1;1;2;2;27/09/2023
Alagoas;20230929;1;0;1;1;29/09/2023
Ceara;20230926;1;3;4;3;26/09/2023
Ceara;20230928;1;1;2;2;28/09/2023
Espirito Santo;20230925;1;3;3;3;25/09/2023
Espirito Santo;20230926;1;1;2;2;26/09/2023
Espirito Santo;20230928;1;0;1;1;28/09/2023
Espirito Santo;20231001;1;1;2;2;01/10/2023
Goias;20230927;1;1;3;3;27/09/2023
Goias;20230929;1;3;5;4;29/09/2023
Goias;20230930;1;2;4;3;30/09/2023
Goias;20231001;1;1;2;2;01/10/2023
Mato Grosso;20230926;1;1;1;1;26/09/2023
Mato Grosso do Sul;20230927;1;0;1;1;27/09/2023
Mato Grosso do Sul;20230928;1;0;1;1;28/09/2023
Minas Gerais;20230926;1;1;2;2;26/09/2023
Para;20230927;1;3;4;4;27/09/2023
Para;20230929;1;1;2;2;29/09/2023
Para;20231001;1;1;2;2;01/10/2023
Paraiba;20230927;1;0;2;1;27/09/2023
Parana;20231001;1;0;1;1;01/10/2023
Piaui;20231001;1;0;1;1;01/10/2023
Rio Grande do Norte;20230927;1;1;2;2;27/09/2023
Rio Grande do Norte;20230928;1;1;2;2;28/09/2023
Rio Grande do Sul;20230926;1;0;2;2;26/09/2023
Rio Grande do Sul;20230927;1;6;7;7;27/09/2023
Rio Grande do Sul;20231001;1;2;3;3;01/10/2023
Rio Grande do Sul;20231002;1;0;1;1;02/10/2023
Santa Catarina;20230925;1;2;2;2;25/09/2023
Santa Catarina;20230927;1;1;2;2;27/09/2023
Texas;20230926;1;1;1;1;26/09/2023
Ulyanovsk Oblast;20230930;1;0;1;1;30/09/2023
Ulyanovsk Oblast;20231001;1;0;1;1;01/10/2023
(not set);20230926;0;1;1;1;26/09/2023
(not set);20230930;0;5;5;5;30/09/2023
Buenos Aires;20230925;0;1;1;1;25/09/2023
Buenos Aires;20230926;0;1;1;1;26/09/2023
Buenos Aires Province;20230930;0;1;1;1;30/09/2023
Campania;20230928;0;1;1;1;28/09/2023
Cordoba;20230927;0;1;1;1;27/09/2023
Federal District;20231001;0;1;1;1;01/10/2023
Galicia;20230926;0;1;1;1;26/09/2023
Michigan;20230929;0;0;1;1;29/09/2023
New York;20230930;0;1;1;1;30/09/2023
North Denmark Region;20230929;0;1;1;1;29/09/2023
North Sumatra;20230927;0;1;1;1;27/09/2023
North Sumatra;20230930;0;0;1;1;30/09/2023
Ohio;20230925;0;1;1;1;25/09/2023
Porto District;20230925;0;1;1;1;25/09/2023
Quebec;20230930;0;1;1;1;30/09/2023
Sardinia;20230928;0;1;1;1;28/09/2023
Setubal;20230927;0;1;1;1;27/09/2023
Setubal;20230929;0;1;1;1;29/09/2023
Amapa;20230927;0;1;1;1;27/09/2023
Amazonas;20230925;0;1;1;1;25/09/2023
Amazonas;20230926;0;1;2;2;26/09/2023
Amazonas;20230927;0;2;2;2;27/09/2023
Amazonas;20230929;0;1;1;1;29/09/2023
Amazonas;20231001;0;2;2;2;01/10/2023
Bahia;20230926;0;1;1;1;26/09/2023
Bahia;20230927;0;4;4;4;27/09/2023
Bahia;20230930;0;3;3;3;30/09/2023
Bahia;20231001;0;1;1;1;01/10/2023
Ceara;20230927;0;1;1;1;27/09/2023
Ceara;20230929;0;1;1;1;29/09/2023
Ceara;20230930;0;1;1;1;30/09/2023
Ceara;20231001;0;3;3;3;01/10/2023
Goias;20230926;0;1;1;1;26/09/2023
Maranhao;20230926;0;1;1;1;26/09/2023
Maranhao;20230927;0;0;1;0;27/09/2023
Mato Grosso;20230927;0;1;1;1;27/09/2023
Mato Grosso;20230928;0;1;1;1;28/09/2023
Mato Grosso;20230930;0;2;2;2;30/09/2023
Mato Grosso;20231001;0;2;2;2;01/10/2023
Para;20230925;0;0;1;1;25/09/2023
Para;20230928;0;2;2;2;28/09/2023
Paraiba;20231001;0;1;1;1;01/10/2023
Parana;20230925;0;0;1;1;25/09/2023
Parana;20230926;0;0;1;1;26/09/2023
Parana;20230927;0;1;1;1;27/09/2023
Parana;20230928;0;2;3;2;28/09/2023
Parana;20230929;0;1;1;1;29/09/2023
Pernambuco;20230926;0;1;1;1;26/09/2023
Pernambuco;20230928;0;1;1;1;28/09/2023
Pernambuco;20230930;0;1;2;2;30/09/2023
Pernambuco;20231001;0;1;1;1;01/10/2023
Rio Grande do Sul;20230925;0;1;1;1;25/09/2023
Rio Grande do Sul;20230928;0;3;3;3;28/09/2023
Rio Grande do Sul;20230929;0;4;4;4;29/09/2023
Rio Grande do Sul;20230930;0;3;4;3;30/09/2023
Rondonia;20230927;0;1;1;1;27/09/2023
Santa Catarina;20230926;0;1;1;1;26/09/2023
Santa Catarina;20230928;0;3;3;3;28/09/2023
Santa Catarina;20230929;0;2;2;2;29/09/2023
Santa Catarina;20231001;0;1;1;1;01/10/2023
Sao Paulo;20231002;0;1;1;0;02/10/2023
Tocantins;20230927;0;0;1;1;27/09/2023
Texas;20231001;0;1;1;1;01/10/2023
Vila Real District;20230927;0;1;1;1;27/09/2023
Washington;20230927;0;1;1;1;27/09/2023
West Virginia;20230929;0;1;1;1;29/09/2023
Rio de Janeiro;20231005;52;38;86;85;05/10/2023
Rio de Janeiro;20231006;42;35;72;71;06/10/2023
Rio de Janeiro;20231008;29;27;55;54;08/10/2023
Rio de Janeiro;20231003;28;16;43;42;03/10/2023
Rio de Janeiro;20231007;27;23;51;47;07/10/2023
Rio de Janeiro;20231002;23;19;43;42;02/10/2023
Rio de Janeiro;20231004;18;27;47;43;04/10/2023
Minas Gerais;20231005;8;12;19;19;05/10/2023
Federal District;20231006;6;3;8;8;06/10/2023
Federal District;20231005;4;4;8;8;05/10/2023
Sao Paulo;20231002;4;10;15;14;02/10/2023
Sao Paulo;20231006;4;7;10;10;06/10/2023
Sao Paulo;20231008;4;6;10;9;08/10/2023
Federal District;20231003;3;0;3;3;03/10/2023
Federal District;20231004;3;3;6;5;04/10/2023
Espirito Santo;20231002;3;2;5;5;02/10/2023
Espirito Santo;20231004;3;4;7;7;04/10/2023
Minas Gerais;20231006;3;3;6;6;06/10/2023
Minas Gerais;20231008;3;3;5;5;08/10/2023
Rio Grande do Sul;20231005;3;4;7;7;05/10/2023
Rio Grande do Sul;20231006;3;2;4;4;06/10/2023
Sao Paulo;20231003;3;11;14;14;03/10/2023
Sao Paulo;20231005;3;14;20;19;05/10/2023
Sao Paulo;20231007;3;3;9;8;07/10/2023
Bahia;20231005;2;2;4;4;05/10/2023
Ceara;20231003;2;1;2;2;03/10/2023
Espirito Santo;20231005;2;3;4;4;05/10/2023
Espirito Santo;20231007;2;3;5;5;07/10/2023
Rio Grande do Sul;20231002;2;2;5;4;02/10/2023
Rio Grande do Sul;20231003;2;1;3;3;03/10/2023
Rio Grande do Sul;20231004;2;5;7;7;04/10/2023
Sao Paulo;20231004;2;17;19;19;04/10/2023
(not set);20231006;1;0;1;1;06/10/2023
(not set);20231008;1;1;2;1;08/10/2023
Bavaria;20231008;1;0;1;1;08/10/2023
Federal District;20231002;1;3;5;4;02/10/2023
Federal District;20231007;1;3;4;4;07/10/2023
Federal District;20231008;1;0;2;1;08/10/2023
Kyiv Oblast;20231003;1;1;1;1;03/10/2023
Massachusetts;20231005;1;0;1;1;05/10/2023
Massachusetts;20231006;1;0;1;1;06/10/2023
Ontario;20231003;1;0;1;1;03/10/2023
Porto District;20231004;1;0;1;1;04/10/2023
Region of Murcia;20231006;1;0;1;1;06/10/2023
Region of Murcia;20231008;1;0;1;1;08/10/2023
Alagoas;20231005;1;0;1;1;05/10/2023
Alagoas;20231007;1;0;1;1;07/10/2023
Alagoas;20231008;1;0;1;1;08/10/2023
Amazonas;20231005;1;0;1;1;05/10/2023
Bahia;20231002;1;0;1;1;02/10/2023
Bahia;20231003;1;1;2;2;03/10/2023
Bahia;20231006;1;1;1;1;06/10/2023
Bahia;20231008;1;1;2;2;08/10/2023
Ceara;20231002;1;0;1;1;02/10/2023
Ceara;20231004;1;5;6;6;04/10/2023
Ceara;20231005;1;2;3;3;05/10/2023
Ceara;20231006;1;2;4;4;06/10/2023
Espirito Santo;20231003;1;3;3;3;03/10/2023
Espirito Santo;20231008;1;4;5;5;08/10/2023
Goias;20231003;1;0;1;1;03/10/2023
Goias;20231004;1;2;3;3;04/10/2023
Goias;20231005;1;0;2;2;05/10/2023
Mato Grosso do Sul;20231007;1;0;1;1;07/10/2023
Mato Grosso do Sul;20231008;1;0;1;1;08/10/2023
Minas Gerais;20231002;1;2;3;3;02/10/2023
Minas Gerais;20231003;1;2;3;3;03/10/2023
Para;20231005;1;0;1;1;05/10/2023
Para;20231006;1;2;3;3;06/10/2023
Para;20231008;1;0;1;1;08/10/2023
Paraiba;20231003;1;0;1;1;03/10/2023
Parana;20231002;1;1;2;2;02/10/2023
Parana;20231003;1;1;2;2;03/10/2023
Parana;20231005;1;0;1;1;05/10/2023
Parana;20231008;1;3;4;4;08/10/2023
Pernambuco;20231007;1;0;1;1;07/10/2023
Piaui;20231004;1;0;1;1;04/10/2023
Rio Grande do Norte;20231003;1;1;2;2;03/10/2023
Rio Grande do Norte;20231004;1;1;2;2;04/10/2023
Rio Grande do Norte;20231005;1;2;3;3;05/10/2023
Rio Grande do Norte;20231008;1;2;3;3;08/10/2023
Rio Grande do Sul;20231008;1;4;5;5;08/10/2023
Santa Catarina;20231004;1;0;1;1;04/10/2023
(not set);20231003;0;1;1;1;03/10/2023
(not set);20231005;0;1;1;1;05/10/2023
(not set);20231007;0;1;1;1;07/10/2023
Buenos Aires;20231006;0;1;1;1;06/10/2023
California;20231008;0;1;1;1;08/10/2023
England;20231002;0;1;1;1;02/10/2023
England;20231005;0;1;1;1;05/10/2023
Faro District;20231007;0;1;1;1;07/10/2023
Federal Territory of Kuala Lumpur;20231006;0;1;1;1;06/10/2023
Lombardy;20231007;0;1;1;1;07/10/2023
Lower Silesian Voivodeship;20231007;0;1;1;1;07/10/2023
Massachusetts;20231007;0;0;1;0;07/10/2023
New Brunswick;20231004;0;1;1;1;04/10/2023
New York;20231007;0;1;1;1;07/10/2023
Porto District;20231005;0;1;1;1;05/10/2023
Region of Murcia;20231005;0;1;1;1;05/10/2023
Setubal;20231005;0;1;1;1;05/10/2023
Amazonas;20231002;0;3;4;4;02/10/2023
Amazonas;20231003;0;5;6;6;03/10/2023
Amazonas;20231004;0;0;1;1;04/10/2023
Amazonas;20231006;0;2;3;3;06/10/2023
Amazonas;20231007;0;3;3;3;07/10/2023
Amazonas;20231008;0;1;1;1;08/10/2023
Bahia;20231004;0;2;2;2;04/10/2023
Bahia;20231007;0;1;1;1;07/10/2023
Espirito Santo;20231006;0;0;1;1;06/10/2023
Goias;20231002;0;0;1;0;02/10/2023
Goias;20231008;0;2;2;2;08/10/2023
Maranhao;20231002;0;1;1;1;02/10/2023
Maranhao;20231005;0;1;1;1;05/10/2023
Maranhao;20231008;0;2;2;2;08/10/2023
Mato Grosso;20231007;0;1;1;1;07/10/2023
Mato Grosso;20231008;0;1;1;1;08/10/2023
Minas Gerais;20231004;0;6;6;6;04/10/2023
Minas Gerais;20231007;0;8;9;9;07/10/2023
Para;20231003;0;1;1;1;03/10/2023
Para;20231007;0;1;1;1;07/10/2023
Paraiba;20231002;0;0;1;0;02/10/2023
Paraiba;20231004;0;1;2;1;04/10/2023
Paraiba;20231005;0;1;1;1;05/10/2023
Paraiba;20231006;0;0;1;0;06/10/2023
Paraiba;20231007;0;3;3;3;07/10/2023
Parana;20231006;0;4;5;5;06/10/2023
Parana;20231007;0;2;2;2;07/10/2023
Pernambuco;20231003;0;1;2;1;03/10/2023
Pernambuco;20231004;0;1;1;1;04/10/2023
Pernambuco;20231006;0;1;2;1;06/10/2023
Pernambuco;20231008;0;2;2;2;08/10/2023
Piaui;20231005;0;1;1;1;05/10/2023
Piaui;20231006;0;1;1;1;06/10/2023
Rio Grande do Norte;20231002;0;1;1;1;02/10/2023
Rio Grande do Norte;20231007;0;1;1;1;07/10/2023
Rio Grande do Sul;20231007;0;2;2;2;07/10/2023
Rondonia;20231002;0;1;1;1;02/10/2023
Santa Catarina;20231003;0;1;1;1;03/10/2023
Santa Catarina;20231005;0;2;2;2;05/10/2023
Santa Catarina;20231006;0;3;3;3;06/10/2023
Santa Catarina;20231007;0;0;1;1;07/10/2023
Santa Catarina;20231008;0;1;1;1;08/10/2023
Sergipe;20231003;0;1;1;1;03/10/2023
Sergipe;20231007;0;1;1;1;07/10/2023
Tocantins;20231003;0;1;1;1;03/10/2023
Tamil Nadu;20231004;0;1;1;1;04/10/2023
Rio de Janeiro;20231009;28;25;50;49;09/10/2023
Rio de Janeiro;20231011;24;19;43;41;11/10/2023
Rio de Janeiro;20231012;19;12;30;29;12/10/2023
Rio de Janeiro;20231010;18;14;35;32;10/10/2023
Rio de Janeiro;20231014;17;25;41;38;14/10/2023
Rio de Janeiro;20231013;15;18;32;31;13/10/2023
Rio de Janeiro;20231015;15;20;36;34;15/10/2023
Federal District;20231009;5;2;7;7;09/10/2023
Sao Paulo;20231009;5;8;11;11;09/10/2023
Federal District;20231014;3;2;4;4;14/10/2023
Espirito Santo;20231011;3;2;4;4;11/10/2023
Minas Gerais;20231012;3;0;4;4;12/10/2023
Federal District;20231011;2;1;3;3;11/10/2023
Federal District;20231013;2;0;2;2;13/10/2023
Federal District;20231015;2;0;2;2;15/10/2023
Alagoas;20231009;2;0;2;2;09/10/2023
Alagoas;20231012;2;0;2;2;12/10/2023
Alagoas;20231014;2;0;2;2;14/10/2023
Ceara;20231011;2;4;5;5;11/10/2023
Ceara;20231013;2;1;2;2;13/10/2023
Espirito Santo;20231009;2;0;3;3;09/10/2023
Espirito Santo;20231012;2;0;2;2;12/10/2023
Espirito Santo;20231014;2;1;3;3;14/10/2023
Minas Gerais;20231009;2;1;5;4;09/10/2023
Minas Gerais;20231011;2;3;7;5;11/10/2023
Minas Gerais;20231015;2;2;4;4;15/10/2023
Rio Grande do Sul;20231012;2;3;6;5;12/10/2023
Sao Paulo;20231011;2;3;8;6;11/10/2023
Sao Paulo;20231012;2;3;5;5;12/10/2023
Sao Paulo;20231014;2;4;7;7;14/10/2023
Sao Paulo;20231015;2;0;2;2;15/10/2023
(not set);20231011;1;1;2;2;11/10/2023
Federal District;20231010;1;3;5;5;10/10/2023
Federal District;20231012;1;1;2;2;12/10/2023
Ile-de-France;20231011;1;0;1;1;11/10/2023
Ile-de-France;20231013;1;0;1;1;13/10/2023
Ile-de-France;20231014;1;0;1;1;14/10/2023
Kyiv Oblast;20231011;1;0;1;1;11/10/2023
Sardinia;20231013;1;0;1;1;13/10/2023
Alagoas;20231010;1;0;1;1;10/10/2023
Alagoas;20231011;1;1;2;2;11/10/2023
Alagoas;20231013;1;1;2;2;13/10/2023
Alagoas;20231015;1;0;1;1;15/10/2023
Amazonas;20231009;1;3;5;5;09/10/2023
Bahia;20231011;1;0;2;2;11/10/2023
Bahia;20231015;1;0;1;1;15/10/2023
Ceara;20231009;1;2;3;3;09/10/2023
Ceara;20231012;1;0;1;1;12/10/2023
Ceara;20231014;1;1;2;2;14/10/2023
Ceara;20231015;1;3;4;4;15/10/2023
Espirito Santo;20231010;1;1;2;2;10/10/2023
Espirito Santo;20231013;1;0;1;1;13/10/2023
Espirito Santo;20231015;1;2;3;3;15/10/2023
Goias;20231014;1;0;1;1;14/10/2023
Goias;20231015;1;1;2;2;15/10/2023
Minas Gerais;20231010;1;1;4;2;10/10/2023
Minas Gerais;20231014;1;1;2;2;14/10/2023
Para;20231015;1;1;2;2;15/10/2023
Paraiba;20231009;1;0;1;1;09/10/2023
Paraiba;20231010;1;0;1;1;10/10/2023
Parana;20231015;1;0;1;1;15/10/2023
Piaui;20231011;1;0;1;1;11/10/2023
Piaui;20231013;1;0;1;1;13/10/2023
Piaui;20231014;1;0;1;1;14/10/2023
Rio Grande do Norte;20231013;1;0;1;1;13/10/2023
Rio Grande do Norte;20231014;1;0;1;1;14/10/2023
Rio Grande do Sul;20231009;1;0;1;1;09/10/2023
Santa Catarina;20231015;1;0;1;1;15/10/2023
Sao Paulo;20231010;1;4;4;4;10/10/2023
Sao Paulo;20231013;1;4;5;5;13/10/2023
(not set);20231009;0;3;3;3;09/10/2023
(not set);20231010;0;2;2;2;10/10/2023
(not set);20231012;0;4;4;4;12/10/2023
(not set);20231013;0;1;1;1;13/10/2023
(not set);20231014;0;4;4;4;14/10/2023
Campania;20231014;0;1;1;1;14/10/2023
Lisbon;20231014;0;1;1;1;14/10/2023
Lisbon;20231015;0;1;1;1;15/10/2023
Maharashtra;20231009;0;1;1;1;09/10/2023
Nouvelle-Aquitaine;20231013;0;1;1;1;13/10/2023
Pennsylvania;20231015;0;1;1;1;15/10/2023
Porto District;20231010;0;1;1;1;10/10/2023
Saitama;20231012;0;2;2;2;12/10/2023
South Kalimantan;20231015;0;1;1;1;15/10/2023
Split-Dalmatia County;20231010;0;1;1;1;10/10/2023
Amazonas;20231010;0;2;3;3;10/10/2023
Amazonas;20231011;0;0;1;1;11/10/2023
Amazonas;20231012;0;1;1;1;12/10/2023
Amazonas;20231014;0;1;1;1;14/10/2023
Bahia;20231009;0;1;1;1;09/10/2023
Bahia;20231010;0;1;1;1;10/10/2023
Bahia;20231012;0;1;1;1;12/10/2023
Bahia;20231013;0;1;1;1;13/10/2023
Ceara;20231010;0;1;1;1;10/10/2023
Goias;20231010;0;1;1;1;10/10/2023
Goias;20231012;0;1;1;1;12/10/2023
Mato Grosso;20231009;0;1;1;1;09/10/2023
Mato Grosso;20231012;0;1;1;1;12/10/2023
Mato Grosso do Sul;20231012;0;1;1;1;12/10/2023
Mato Grosso do Sul;20231013;0;1;1;1;13/10/2023
Minas Gerais;20231013;0;2;2;2;13/10/2023
Para;20231010;0;2;3;3;10/10/2023
Para;20231011;0;0;1;1;11/10/2023
Para;20231012;0;1;1;1;12/10/2023
Para;20231013;0;1;1;1;13/10/2023
Para;20231014;0;1;1;1;14/10/2023
Paraiba;20231011;0;1;1;1;11/10/2023
Paraiba;20231013;0;1;1;1;13/10/2023
Parana;20231009;0;2;2;2;09/10/2023
Parana;20231010;0;1;1;1;10/10/2023
Parana;20231011;0;1;2;1;11/10/2023
Parana;20231012;0;1;1;1;12/10/2023
Parana;20231014;0;2;3;3;14/10/2023
Pernambuco;20231012;0;1;2;2;12/10/2023
Rio Grande do Sul;20231011;0;2;3;2;11/10/2023
Rio Grande do Sul;20231014;0;1;1;1;14/10/2023
Santa Catarina;20231009;0;0;1;1;09/10/2023
Santa Catarina;20231010;0;1;2;1;10/10/2023
Santa Catarina;20231012;0;2;2;2;12/10/2023
Santa Catarina;20231013;0;2;2;2;13/10/2023
Santa Catarina;20231014;0;1;1;1;14/10/2023
Sergipe;20231011;0;1;1;1;11/10/2023
Sergipe;20231014;0;1;1;1;14/10/2023
Tocantins;20231012;0;1;1;1;12/10/2023
Styria;20231009;0;1;1;1;09/10/2023
Tachira;20231012;0;1;1;1;12/10/2023
Ticino;20231015;0;1;1;1;15/10/2023
Valencian Community;20231013;0;1;1;1;13/10/2023
Rio de Janeiro;20231020;42;34;75;72;20/10/2023
Rio de Janeiro;20231018;31;21;58;52;18/10/2023
Rio de Janeiro;20231022;26;12;38;37;22/10/2023
Rio de Janeiro;20231019;25;29;54;51;19/10/2023
Rio de Janeiro;20231016;24;13;36;34;16/10/2023
Rio de Janeiro;20231017;22;14;35;33;17/10/2023
Rio de Janeiro;20231021;22;20;43;42;21/10/2023
Sao Paulo;20231022;7;5;12;12;22/10/2023
Espirito Santo;20231022;5;1;6;6;22/10/2023
Federal District;20231020;4;2;6;6;20/10/2023
Federal District;20231021;4;0;4;4;21/10/2023
Bahia;20231020;3;2;3;3;20/10/2023
Espirito Santo;20231017;3;0;4;3;17/10/2023
Espirito Santo;20231019;3;3;6;6;19/10/2023
Federal District;20231017;2;1;2;2;17/10/2023
Federal District;20231019;2;2;5;4;19/10/2023
Alagoas;20231022;2;0;2;2;22/10/2023
Espirito Santo;20231020;2;1;3;3;20/10/2023
Mato Grosso do Sul;20231021;2;1;2;2;21/10/2023
Minas Gerais;20231016;2;1;3;3;16/10/2023
Minas Gerais;20231021;2;4;5;5;21/10/2023
Para;20231019;2;2;5;4;19/10/2023
Parana;20231017;2;4;6;6;17/10/2023
Piaui;20231016;2;0;2;2;16/10/2023
Piaui;20231018;2;0;2;2;18/10/2023
Rio Grande do Norte;20231019;2;0;2;2;19/10/2023
(not set);20231017;1;2;2;2;17/10/2023
Carabobo;20231016;1;0;1;1;16/10/2023
Federal District;20231018;1;2;4;3;18/10/2023
Federal District;20231022;1;0;1;1;22/10/2023
Iowa;20231017;1;0;1;1;17/10/2023
Lisbon;20231017;1;1;2;2;17/10/2023
Lisbon;20231022;1;0;1;1;22/10/2023
New York;20231022;1;0;1;1;22/10/2023
Alagoas;20231017;1;0;1;1;17/10/2023
Alagoas;20231019;1;0;1;1;19/10/2023
Alagoas;20231020;1;0;1;1;20/10/2023
Alagoas;20231021;1;0;1;1;21/10/2023
Bahia;20231016;1;1;2;2;16/10/2023
Bahia;20231019;1;0;1;1;19/10/2023
Bahia;20231022;1;2;3;3;22/10/2023
Espirito Santo;20231016;1;1;2;2;16/10/2023
Espirito Santo;20231018;1;1;2;2;18/10/2023
Espirito Santo;20231021;1;0;2;2;21/10/2023
Goias;20231016;1;1;2;2;16/10/2023
Goias;20231017;1;0;1;1;17/10/2023
Goias;20231021;1;0;2;2;21/10/2023
Goias;20231022;1;1;2;2;22/10/2023
Mato Grosso do Sul;20231017;1;0;1;1;17/10/2023
Mato Grosso do Sul;20231019;1;0;1;1;19/10/2023
Mato Grosso do Sul;20231020;1;0;1;1;20/10/2023
Minas Gerais;20231017;1;0;1;1;17/10/2023
Minas Gerais;20231018;1;1;2;2;18/10/2023
Minas Gerais;20231020;1;4;5;5;20/10/2023
Minas Gerais;20231022;1;2;2;2;22/10/2023
Para;20231016;1;0;1;1;16/10/2023
Para;20231021;1;0;1;1;21/10/2023
Paraiba;20231022;1;0;1;1;22/10/2023
Parana;20231021;1;3;4;4;21/10/2023
Parana;20231022;1;2;3;3;22/10/2023
Pernambuco;20231020;1;1;2;2;20/10/2023
Piaui;20231017;1;0;1;1;17/10/2023
Piaui;20231019;1;0;1;1;19/10/2023
Rio Grande do Norte;20231016;1;0;1;1;16/10/2023
Rio Grande do Norte;20231017;1;1;2;2;17/10/2023
Rio Grande do Norte;20231020;1;0;1;1;20/10/2023
Rio Grande do Norte;20231022;1;0;1;1;22/10/2023
Santa Catarina;20231018;1;1;2;2;18/10/2023
Santa Catarina;20231022;1;0;1;1;22/10/2023
Sao Paulo;20231017;1;8;10;10;17/10/2023
Sao Paulo;20231019;1;2;3;3;19/10/2023
Sao Paulo;20231020;1;7;8;8;20/10/2023
Sao Paulo;20231021;1;8;10;9;21/10/2023
Ulyanovsk Oblast;20231017;1;0;1;1;17/10/2023
(not set);20231018;0;1;1;1;18/10/2023
(not set);20231020;0;3;3;3;20/10/2023
Alabama;20231017;0;1;1;1;17/10/2023
Anzoategui;20231016;0;1;1;1;16/10/2023
Buenos Aires;20231022;0;1;1;1;22/10/2023
Cordoba;20231022;0;1;1;1;22/10/2023
Federal District;20231016;0;2;3;3;16/10/2023
Florida;20231022;0;1;1;1;22/10/2023
La Libertad;20231021;0;1;1;1;21/10/2023
North Sumatra;20231021;0;1;1;1;21/10/2023
North Sumatra;20231022;0;1;1;1;22/10/2023
Ohio;20231016;0;1;1;1;16/10/2023
Ontario;20231019;0;1;1;1;19/10/2023
Oregon;20231016;0;1;1;1;16/10/2023
Santiago Metropolitan Region;20231017;0;1;1;1;17/10/2023
Saxony;20231018;0;1;1;1;18/10/2023
Setubal;20231019;0;1;1;1;19/10/2023
Alagoas;20231016;0;1;1;1;16/10/2023
Amapa;20231019;0;1;2;2;19/10/2023
Amazonas;20231020;0;2;2;2;20/10/2023
Amazonas;20231022;0;2;2;2;22/10/2023
Bahia;20231017;0;2;2;2;17/10/2023
Bahia;20231018;0;2;2;2;18/10/2023
Bahia;20231021;0;0;1;0;21/10/2023
Ceara;20231016;0;2;2;2;16/10/2023
Ceara;20231019;0;5;5;5;19/10/2023
Ceara;20231021;0;1;1;1;21/10/2023
Ceara;20231022;0;3;3;3;22/10/2023
Goias;20231019;0;0;1;0;19/10/2023
Goias;20231020;0;2;3;2;20/10/2023
Maranhao;20231018;0;1;1;1;18/10/2023
Mato Grosso;20231016;0;2;2;2;16/10/2023
Mato Grosso;20231019;0;1;1;1;19/10/2023
Mato Grosso;20231020;0;1;1;1;20/10/2023
Mato Grosso;20231021;0;1;1;1;21/10/2023
Mato Grosso;20231022;0;1;1;1;22/10/2023
Mato Grosso do Sul;20231022;0;0;1;0;22/10/2023
Minas Gerais;20231019;0;2;2;2;19/10/2023
Para;20231017;0;0;1;1;17/10/2023
Para;20231022;0;2;2;2;22/10/2023
Paraiba;20231017;0;1;1;1;17/10/2023
Paraiba;20231019;0;1;1;1;19/10/2023
Paraiba;20231020;0;2;2;2;20/10/2023
Parana;20231019;0;5;6;6;19/10/2023
Parana;20231020;0;1;1;1;20/10/2023
Pernambuco;20231017;0;1;1;1;17/10/2023
Pernambuco;20231021;0;2;2;2;21/10/2023
Rio Grande do Norte;20231018;0;1;1;1;18/10/2023
Rio Grande do Norte;20231021;0;2;2;2;21/10/2023
Rio Grande do Sul;20231016;0;1;1;1;16/10/2023
Rio Grande do Sul;20231017;0;1;1;1;17/10/2023
Rio Grande do Sul;20231018;0;4;4;4;18/10/2023
Rio Grande do Sul;20231019;0;3;4;4;19/10/2023
Rio Grande do Sul;20231020;0;3;3;3;20/10/2023
Rio Grande do Sul;20231021;0;3;3;3;21/10/2023
Rio Grande do Sul;20231022;0;1;1;1;22/10/2023
Santa Catarina;20231016;0;2;2;2;16/10/2023
Santa Catarina;20231017;0;3;3;3;17/10/2023
Sao Paulo;20231016;0;2;2;2;16/10/2023
Sao Paulo;20231018;0;5;7;6;18/10/2023
Sergipe;20231016;0;1;1;1;16/10/2023
Sergipe;20231017;0;1;1;1;17/10/2023
Sergipe;20231019;0;1;2;2;19/10/2023
Sergipe;20231022;0;1;1;1;22/10/2023
