Perguntas;Consulta;Grupo;Subgrupo;Codigo;Pagina;Pagina2;Visualizacao;Usuario
0;Inicial;Inicial;Inicial;NAO;Inicial;N/A;0;0
0;Especial;Especial;Especial;NAO;especial;N/A;0;0
2;Adversário;Adversario;Adversario;NAO;adversario;mostra_adversario;0;0
3;Árbitro;Arbitro;Arbitro;NAO;arbitro;mostra_arbitro;0;0
4;Estádio;Estadio;Estadio;NAO;estadio;mostra_estadio;0;0
5;Campeonato;Campeonato;Campeonato;NAO;campeonato;mostra_campeonato;0;0
6;Jogador;Jogador;Jogador;NAO;jogador;mostra_jogador;0;0
7;Técnico;Tecnico;Tecnico;NAO;tecnico;mostra_tecnico;0;0
8;Jogo;Jogo;Jogo;NAO;jogo;mostra_jogo;0;0
9;Geral;Geral;Geral;NAO;geral;N/A;0;0
10;Curiosidades;Curiosidades;Curiosidades;NAO;curiosidade;N/A;0;0
11;Contato;Contato;Contato;NAO;contato;fale_conosco;0;0
12;Créditos;Creditos;Creditos;NAO;credito;N/A;0;0
14;Camisa;Camisa;Camisa;NAO;camisa;N/A;0;0
15;Todas as Camisas;Camisa;Camisa;400000000;todas_camisas;mostra_camisa;0;0
16;Camisa ano a ano;Camisa;Camisa;400001000;consulta_camisa;mostra_camisa;0;0
17;Camisa em Clássico;Camisa;Adversario;400345000;consulta_camisa;mostra_camisa;0;0
18;Camisa em campeonato;Camisa;Campeonato;400103000;consulta_camisa;mostra_camisa;0;0
19;Camisa em estádio;Camisa;Estadio;400102000;consulta_camisa;mostra_camisa;0;0
20;Camisa contra adversário;Camisa;Adversario;400100000;consulta_camisa;mostra_camisa;0;0
21;Camisa por ano;Camisa;Camisa;400106000;consulta_camisa;mostra_camisa;0;0
22;Camisa e jogador;Camisa;Jogador;400104000;consulta_camisa;mostra_camisa;0;0
23;Sequência de camisa;Camisa;Sequência;400300000;consulta_camisa;mostra_sequencia2;0;0
24;Frequência de placar por camisa;Camisa;Frequência;400500000;consulta_camisa;resultado_camisa;0;0
25;Aproveitamento de pontos por camisa;Camisa;Camisa;400600000;mostra_camisa2;N/A;0;0
26;Camisa por tipo;Camisa;Camisa;400201000;consulta_camisa;mostra_camisa;0;0
27;Camisa por fornecedor;Camisa;Camisa;400125000;consulta_fornecedor;mostra_fornecedor;0;0
28;Patrocínio;Camisa;Camisa;400130000;consulta_patrocinio;mostra.patrocinio;0;0
29;Grafico;Gráfico;Gráfico;NAO;consulta_grafico;N/A;0;0
30;Artilheiros;;;NAO;N/A;N/A;0;0
31;Maiores Artilheiros;Gráfico;Artilheiros;500;grafico_artilheiro;N/A;0;0
32;Maiores Artilheiros contra adversário;Gráfico;Artilheiros;200;grafico_adversario;N/A;0;0
33;Maiores Artilheiros em estádio;Gráfico;Artilheiros;202;grafico_estadio;N/A;0;0
34;Maiores Artilheiros em campeonato;Gráfico;Artilheiros;203;grafico_campeonato;N/A;0;0
35;Maiores Artilheiros por ano;Gráfico;Artilheiros;515;grafico_artilheiro;N/A;0;0
36;Maiores Artilheiros anuais;Gráfico;Artilheiros;510;grafico_artilheiro;N/A;0;0
37;Principais Artilheiros ano a ano;Gráfico;Artilheiros;512;grafico_artilheiro;N/A;0;0
38;Mais vezes Artilheiros anuais;Gráfico;Artilheiros;511;grafico_artilheiro;N/A;0;0
39;Maior Artilheiro em 1 campeonato;Gráfico;Artilheiros;517;grafico_campeonato;N/A;0;0
40;Artilheiro - adversario - campeonato - estádio;Gráfico;Artilheiros;169;grafico_adversario;N/A;0;0
41;Artilheiro contra adversario em campeonato;Gráfico;Artilheiros;160;grafico_adversario;N/A;0;0
42;Artilheiro em estádio em campeonato;Gráfico;Artilheiros;162;grafico_estadio;N/A;0;0
43;Artilheiros Século XX;Gráfico;Artilheiros;561;grafico_artilheiro;N/A;0;0
44;Artilheiros Século XXI;Gráfico;Artilheiros;562;grafico_artilheiro;N/A;0;0
45;Artilheiros Jogos Oficiais;Gráfico;Artilheiros;563;grafico_artilheiro;N/A;0;0
46;Artilharia Média;Gráfico;Artilheiros;606;grafico_artilheiro;N/A;0;0
47;Wordcloud Artilheiros;Gráfico;Artilheiros;607;grafico_artilheiro;N/A;0;0
48;Multilinha Artilheiros por ano;Gráfico;Artilheiros;608;grafico_artilheiro;N/A;0;0
49;Multilinha Combinado de artilheiros por ano;Gráfico;Artilheiros;628;grafico_artilheiro;N/A;0;0
51;Assistências Relações;Gráfico;Assistencia;598;grafico_assistencia;N/A;0;0
52;Assistências Conexões;Gráfico;Assistencia;599;grafico_assistencia;N/A;0;0
53;Melhores Duplas;Gráfico;Assistencia;601;grafico_assistencia;N/A;0;0
54;Melhores Duplas - Bubbles;Gráfico;Assistencia;623;grafico_assistencia;N/A;0;0
55;Melhores Assistentes;Gráfico;Assistencia;624;grafico_assistencia;N/A;0;0
57;Quem mais jogou;Gráfico;Presença;501;grafico_artilheiro;N/A;0;0
58;Mais jogos contra adversário;Gráfico;Presença;300;grafico_adversario;N/A;0;0
59;Mais jogos em campeonato;Gráfico;Presença;303;grafico_campeonato;N/A;0;0
60;Mais jogos em estádio;Gráfico;Presença;302;grafico_estadio;N/A;0;0
61;Mais jogos contra adversário em campeonato;Gráfico;Presença;170;grafico_adversario;N/A;0;0
62;Mais jogou em estádio em campeonato;Gráfico;Presença;172;grafico_estadio;N/A;0;0
63;Estrangeiros que mais atuaram;Gráfico;Presença;420;grafico_artilheiro;N/A;0;0
64;Substituição por ano;Gráfico;Presença;630;grafico_artilheiro;N/A;0;0
65;Substituição por jogador;Gráfico;Presença;631;grafico_jogador;N/A;0;0
66;Minutagem por ano;Gráfico;Presença;632;grafico_artilheiro;N/A;0;0
67;Minutagem por passagem de técnico;Gráfico;Presença;633;grafico_tecpart;N/A;0;0
68;Minutagem por campeonato;Gráfico;Presença;634;grafico_campeonato;N/A;0;0
70;Distribuição de Gols;Gráfico;Gols;120;grafico_jogador;N/A;0;0
71;Gols de jogadores por ano;Gráfico;Gols;154;grafico_jogador;N/A;0;0
72;Gols de jogadores nos campeonatos;Gráfico;Gols;164;grafico_jogador;N/A;0;0
73;Gols de jogadores nos estádios;Gráfico;Gols;174;grafico_jogador;N/A;0;0
74;Gols de jogadores por adversário;Gráfico;Gols;184;grafico_jogador;N/A;0;0
75;Distribuição Tipo de gol por ano;Gráfico;Gols;609;grafico_artilheiro;N/A;0;0
76;Mais jogos sem sofrer gols;Gráfico;Gols;950;grafico_artilheiro;N/A;0;0
77;Melhores média de gols sofridos;Gráfico;Gols;951;grafico_artilheiro;N/A;0;0
78;Gols sofridos nos campeonatos;Gráfico;Gols;903;grafico_goleiro;N/A;0;0
79;Gols sofridos nos estádios;Gráfico;Gols;902;grafico_goleiro;N/A;0;0
80;Gols sofridos por adversário;Gráfico;Gols;900;grafico_goleiro;N/A;0;0
81;Gols sofridos por ano;Gráfico;Gols;954;grafico_goleiro;N/A;0;0
82;Multilinha Tipo de gol por ano;Gráfico;Gols;610;grafico_artilheiro;N/A;0;0
83;Tipo de Gol por ano - Gráfico de Linha;Gráfico;Gols;611;grafico_artilheiro;N/A;0;0
84;Tipo de Gol Combinado;Gráfico;Gols;626;grafico_assistencia;N/A;0;0
147;Consistência de gols no ano;Gráfico;Gols;635;grafico_artilheiro;N/A;0;0
86;Flu x Times do Sudeste;Gráfico;Adversario;800;grafico_artilheiro;N/A;0;0
87;Flu x Times Internacionais;Gráfico;Adversario;801;grafico_artilheiro;N/A;0;0
88;Flu x Times do Nordeste;Gráfico;Adversario;802;grafico_artilheiro;N/A;0;0
89;Flu x Times do Sul;Gráfico;Adversario;803;grafico_artilheiro;N/A;0;0
90;Flu x Times do Norte;Gráfico;Adversario;804;grafico_artilheiro;N/A;0;0
91;Flu x Times do Centro Oeste;Gráfico;Adversario;805;grafico_artilheiro;N/A;0;0
92;Evolução de vitórias por adversário;Gráfico;Adversario;587;grafico_evolucao;N/A;0;0
93;Adversário - Pizza;Gráfico;Adversario;605;grafico_adversario;N/A;0;0
94;Adversário;Gráfico;Adversario;100;grafico_adversario;N/A;0;0
95;Gráfico por ano - Clássicos;Gráfico;Adversario;107;grafico_ano;N/A;0;0
148;Evolução - saldo de vitórias por adversário;Gráfico;Adversario;587;grafico_evolucao;N/A;0;0
97;Quem mais treinou;Gráfico;Tecnico;502;grafico_artilheiro;N/A;0;0
98;Mais passagens como técnico;Gráfico;Tecnico;503;grafico_artilheiro;N/A;0;0
99;Mais treinou em campeonato;Gráfico;Tecnico;403;grafico_campeonato;N/A;0;0
100;Mais treinou em estádio;Gráfico;Tecnico;402;grafico_estadio;N/A;0;0
101;Mais treinou contra adversario;Gráfico;Tecnico;400;grafico_adversario;N/A;0;0
102;Quem mais atuou com técnico;Gráfico;Tecnico;305;grafico_tecnico;N/A;0;0
103;Técnicos com mais participações em campeonato;Gráfico;Tecnico;516;grafico_campeonato;N/A;0;0
104;Técnicos com melhor aproveitamento em campeonato;Gráfico;Tecnico;518;grafico_campeonato;N/A;0;0
105;Técnico;Gráfico;Tecnico;105;grafico_tecnico;N/A;0;0
107;Colocação em Campeonato;Gráfico;Campeonato;108;grafico_colocacao;N/A;0;0
108;Posições por ano (Brasileirão);Gráfico;Campeonato;532;grafico_artilheiro;N/A;0;0
109;Evolução de Pontos Brasileirão;Gráfico;Campeonato;595;grafico_artilheiro;N/A;0;0
110;Pontos Brasileirão;Gráfico;Campeonato;596;grafico_artilheiro;N/A;0;0
111;Posição Brasileirão;Gráfico;Campeonato;597;grafico_artilheiro;N/A;0;0
112;Evolução de Posições Brasileirão;Gráfico;Campeonato;604;grafico_assistencia;N/A;0;0
113;Campeonato;Gráfico;Campeonato;103;grafico_campeonato;N/A;0;0
114;Estádio;Gráfico;Estadio;102;grafico_estadio;N/A;0;0
115;Distâncias;Gráfico;Estadio;439;grafico_assistencia;N/A;0;0
116;Posições Brasileiro Ano Inicio-Fim;Gráfico;Campeonato;625;grafico_artilheiro;N/A;0;0
117;Posições Brasileiro Combinadas;Gráfico;Campeonato;627;grafico_artilheiro;N/A;0;0
118;Evolução de Pontos Brasileirão Combinada;Gráfico;Campeonato;629;grafico_artilheiro;N/A;0;0
120;Árbitro;Gráfico;Arbitro;101;grafico_arbitro;N/A;0;0
121;Cartões por Árbitro - Waffle;Gráfico;Arbitro;612;grafico_arbitro;N/A;0;0
122;Cartões por Árbitro - Barra;Gráfico;Arbitro;613;grafico_arbitro;N/A;0;0
123;Resumo de Árbitro;Gráfico;Arbitro;614;grafico_arbitro;N/A;0;0
124;Dashboard de Árbitro;Gráfico;Arbitro;619;grafico_arbitro;N/A;0;0
126;Maiores Públicos;Gráfico;Publico;600;grafico_artilheiro;N/A;0;0
127;Distribuição de público - Boxplot;Gráfico;Publico;602;grafico_assistencia;N/A;0;0
128;Distribuição de público - Violinplot;Gráfico;Publico;603;grafico_assistencia;N/A;0;0
129;Distribuição de público Mandante - Boxplot;Gráfico;Publico;615;grafico_assistencia;N/A;0;0
130;Distribuição de público Mandante - Violinplot;Gráfico;Publico;616;grafico_assistencia;N/A;0;0
131;Distribuição de público Visitante - Boxplot;Gráfico;Publico;617;grafico_assistencia;N/A;0;0
132;Distribuição de público Visitante - Violinplot;Gráfico;Publico;618;grafico_artilheiro;N/A;0;0
133;Distribuição de Público por ano;Gráfico;Publico;620;grafico_assistencia;N/A;0;0
134;Distribuição de Público por ano - Violinplot;Gráfico;Publico;622;grafico_assistencia;N/A;0;0
135;Distribuição de Público Histograma;Gráfico;Publico;621;grafico_assistencia;N/A;0;0
137;Jogador;Gráfico;Jogador;104;grafico_jogador;N/A;0;0
138;Geral;Gráfico;Geral;106;grafico_geral;N/A;0;0
139;Fluminense ano a ano;Gráfico;Geral;513;grafico_artilheiro;N/A;0;0
140;Fluminense ano a ano - Gols;Gráfico;Geral;514;grafico_artilheiro;N/A;0;0
141;Heatmap de resultados por dia;Gráfico;Geral;588;grafico_heatmap;N/A;0;0
142;Heatmap de resultados por mês;Gráfico;Geral;589;grafico_heatmap;N/A;0;0
143;Heatmap de resultados por dia/mês;Gráfico;Geral;591;grafico_heatmap;N/A;0;0
144;Heatmap de gols por dia;Gráfico;Geral;592;grafico_heatmap;N/A;0;0
145;Heatmap de gols por mês;Gráfico;Geral;593;grafico_heatmap;N/A;0;0
146;Heatmap de gols por dia/mês;Gráfico;Geral;594;grafico_heatmap;N/A;0;0
151;Especiais;Especiais;Especiais;N/A;consulta_especial;N/A;0;0
153;Adversario x Arbitro;Especiais;Adversario;100101000;consulta_especial;mostra_especial;0;0
154;Adversario x Estádio;Especiais;Adversario;100102000;consulta_especial;mostra_especial;0;0
155;Adversário em campeonato;Especiais;Adversario;100103000;consulta_especial;mostra_especial;0;0
156;Adversário x Jogador;Especiais;Adversario;100104000;consulta_especial;mostra_especial;0;0
157;Adversário x Técnico;Especiais;Adversario;100105000;consulta_especial;mostra_especial;0;0
158;Adversário do mesmo país;Especiais;Adversario;200000000;consulta_espadv;mostra_espadv2;0;0
159;Adversário do mesmo estado;Especiais;Adversario;201000000;consulta_espadv;mostra_espadv2;0;0
160;Adversário do mesmo estado em campeonato;Especiais;Adversario;201103000;consulta_espadv;mostra_espadv2;0;0
161;Adversários Internacionais;Especiais;Adversario;202000000;mostra_espadv;N/A;0;0
162;Adversário em campeonato x Estádio;Especiais;Adversario;100103102;consulta_especial;mostra_especial;0;0
163;Adversário por ano;Especiais;Adversario;106100000;consulta_espadv;mostra_espadv2;0;0
164;Adversários em vantagem;Especiais;Adversario;203000000;consulta_espadv;mostra_adversario;0;0
165;Principais Adversários;Especiais;Adversario;250000000;consulta_prinadv;mostra_prinadv;0;0
166;Principais Adversários em campeonato;Especiais;Adversario;250103000;consulta_prinadv;mostra_prinadv;0;0
167;Principais Adversários em estádio;Especiais;Adversario;250102000;consulta_prinadv;mostra_prinadv;0;0
168;Todos os jogos contra adversário;Especiais;Adversario;100999000;consulta_especial;mostra_todos;0;0
169;Lista de adversários por estado;Especiais;Adversario;201150000;consulta_espadv;mostra_espadv2;0;0
170;Lista de adversários por país;Especiais;Adversario;200150000;consulta_espadv;mostra_espadv2;0;0
171;Mais penalties contra o Fluminense;Especiais;Adversario;210000000;mostra_penalti;N/A;0;0
172;Mais penalties a favor do Fluminense;Especiais;Adversario;211000000;mostra_penalti;N/A;0;0
173;Mais penaties convertidos pelo Fluminense;Especiais;Adversario;212000000;mostra_penalti;N/A;0;0
174;Mais penalties perdidos pelo Fluminense;Especiais;Adversario;213000000;mostra_penalti;N/A;0;0
175;Disputa de penalty por adversário;Especiais;Adversario;100290000;consulta_disputa;mostra_disputa;0;0
176;Cartões contra adversário;Especiais;Adversario;100289000;consulta_cartao;N/A;0;0
177;Consulta adversário em tempo determinado;Especiais;Adversario;100450000;consulta_especial;mostra_advtempo;0;0
178;Últimos jogos - Adversário;Especiais;Adversario;100451000;consulta_especial;mostra_especial;0;0
179;Adversários do mesmo país em campeonato;Especiais;Adversario;NAO;consulta_paiscamp;mostra_paiscamp;0;0
180;Data dos jogos de adversário por ano;Especiais;Adversario;100452000;consulta_especial;mostra_especial;0;0
181;Adversários que mais jogamos;Especiais;Adversario;NAO;mostra_advmais;N/A;0;0
182;Todos os jogos contra adversário em campeonato;Especiais;Adversario;100103999;consulta_especial;mostra_especial;0;0
183;Mascotes;Especiais;Adversario;NAO;consulta_mascote;mostra_mascote;0;0
184;Adversários em campeonato como mandante;Especiais;Adversario;100153000;consulta_especial;mostra_especial;0;0
185;Adversários em campeonato como visitante;Especiais;Adversario;100163000;consulta_especial;mostra_especial;0;0
186;Adversários - Quantidade de cores;Especiais;Adversario;720001000;consulta_cores;mostra_cor;0;0
187;Adversários por cor;Especiais;Adversario;720002000;consulta_cores;mostra_cor;0;0
188;Adversários por cor - período;Especiais;Adversario;720003000;consulta_cores;mostra_cor;0;0
189;Evolução por adversário;Especiais;Adversario;100358000;consulta_especial;evolucao_adversario;0;0
392;Saldo de placar contra adversário;Especiais;Adversario;915100000;generico_adversario;saldo_placar;0;0
191;Árbitro x Adversário;Especiais;Arbitro;101100000;consulta_especial;mostra_especial;0;0
192;Árbitro x Estádio;Especiais;Arbitro;101102000;consulta_especial;mostra_especial;0;0
193;Árbitro em campeonato;Especiais;Arbitro;101103000;consulta_especial;mostra_especial;0;0
194;Árbitro x Jogador;Especiais;Arbitro;101104000;consulta_especial;mostra_especial;0;0
195;Árbitro x Técnico;Especiais;Arbitro;101105000;consulta_especial;mostra_especial;0;0
196;Últimos jogos Árbitro;Especiais;Arbitro;101451000;consulta_especial;arbitro_todos;0;0
197;Jogos de Árbitro por ano;Especiais;Arbitro;101452000;consulta_especial;mostra_especial;0;0
198;Árbitros do mesmo país;Especiais;Arbitro;210000000;consulta_espadv;mostra_espadv2;0;0
199;Árbitros que mais apitaram;Especiais;Arbitro;NAO;mostra_arbitromais;N/A;0;0
200;Todos os jogos de Árbitro;Especiais;Arbitro;101999000;consulta_especial;arbitro_todos;0;0
201;Árbitros por ano;Especiais;Arbitro;106101000;consulta_espadv;mostra_espadv2;0;0
202;Lista de árbitros do mesmo país;Especiais;Arbitro;210150000;consulta_espadv;mostra_espadv2;0;0
203;Média de cartão por árbitro;Especiais;Arbitro;NAO;mostra_arbcartao;N/A;0;0
204;Melhor/Pior aproveitamento por árbitro;Especiais;Arbitro;NAO;mostra_arbapr;N/A;0;0
205;Consulta árbitro em tempo determinado;Especiais;Arbitro;101528000;consulta_tempo;mostra_tempodet;0;0
207;Estádio x Adversário;Especiais;Estadio;102100000;consulta_especial;mostra_especial;0;0
208;Estádio x Árbitro;Especiais;Estadio;102101000;consulta_especial;mostra_especial;0;0
209;Estádio em campeonato;Especiais;Estadio;102103000;consulta_especial;mostra_especial;0;0
210;Estádio x Jogador;Especiais;Estadio;102104000;consulta_especial;mostra_especial;0;0
211;Estádio x Técnico;Especiais;Estadio;102105000;consulta_especial;mostra_especial;0;0
212;Últimos jogos em estádio;Especiais;Estadio;102451000;consulta_estadio;estadio_todos;0;0
213;Estádio em que mais jogamos;Especiais;Estadio;NAO;mostra_estadiomais;N/A;0;0
214;Todos os jogos em estádio;Especiais;Estadio;102999000;consulta_estadio;estadio_todos;0;0
215;Jogos em estádio por ano;Especiais;Estadio;102452000;consulta_estadio;estadio_todos;0;0
216;Consulta estádio em tempo determinado;Especiais;Estadio;102528000;consulta_tempo;mostra_tempodet;0;0
217;Geolocalização dos estádios;Especiais;Estadio;102010000;geolocalizacao;N/A;0;0
218;Curiosidades dos estádios;Especiais;Estadio;NAO;estadio_curiosidade;N/A;0;0
562;Saldo de placar em estádio;Especiais;Estadio;102472000;consulta_campeonato;saldo_placar_est;0;0
220;Campeonato x Adversário;Especiais;Campeonato;103100000;consulta_especial;mostra_especial;0;0
221;Campeonato x Árbitro;Especiais;Campeonato;103101000;consulta_especial;mostra_especial;0;0
222;Campeonato x Estádio;Especiais;Campeonato;103102000;consulta_especial;mostra_especial;0;0
223;Campeonato x Jogador;Especiais;Campeonato;103104000;consulta_especial;mostra_especial;0;0
224;Campeonato x Técnico;Especiais;Campeonato;103105000;consulta_especial;mostra_especial;0;0
225;Últimos jogos em campeonato;Especiais;Campeonato;103451000;consulta_campeonato;estadio_todos;0;0
226;Consulta Apelido campeonato(subcampeonato);Especiais;Campeonato;NAO;consulta_subcampeonato;mostra_subcampeonato;0;0
227;Melhor/Pior Defesa/Ataque em campeonato;Especiais;Campeonato;103700000;consulta_campeonato;ataque_defesa;0;0
228;Estréia em campeonato;Especiais;Campeonato;103701000;consulta_campeonato;lista_camp;0;0
229;Títulos por campeonato;Especiais;Campeonato;103702000;consulta_campeonato;lista_camp;0;0
230;Títulos por ano;Especiais;Campeonato;106710000;consulta_campano;lista_camp;0;0
231;Campeonatos por ano;Especiais;Campeonato;106720000;consulta_campano;lista_camp;0;0
232;Todos os jogos em campeonato;Especiais;Campeonato;103999000;consulta_campeonato;estadio_todos;0;0
233;Cartões em campeonato;Especiais;Campeonato;103550000;consulta_campeonato;campeonato_cartao;0;0
234;Estados de árbitro em campeonato;Especiais;Campeonato;103590000;consulta_campeonato;campeonato_arbestado;0;0
235;Gols por minuto em campeonato;Especiais;Campeonato;103777000;consulta_campeonato;mostra_gols_minuto_camp;0;0
236;Gols em campeonato;Especiais;Campeonato;103877000;consulta_campeonato;golscamp;0;0
237;Consulta Campeonato em tempo determinado;Especiais;Campeonato;103528000;consulta_tempo;mostra_tempodet;0;0
238;Var em campeonatos;Especiais;Campeonato;902000000000;generico_campeonato;var_campeonato;0;0
561;Saldo de placar em campeonato;Especiais;Campeonato;103897000;consulta_campeonato;saldo_placar_camp;0;0
241;Artiheiros;Especiais;Artilheiros;900000000000;mostra_ranking;N/A;0;0
242;Artiheiros contra adversário;Especiais;Artilheiros;900100000000;consulta_ranking;mostra_rkg;0;0
243;Artilheiros em campeonato;Especiais;Artilheiros;900103000000;consulta_ranking;mostra_rkg;0;0
244;Artilheiros em estádio;Especiais;Artilheiros;900102000000;consulta_ranking;mostra_rkg;0;0
245;Maiores artilheiros em 1 campeonato;Especiais;Artilheiros;900107000000;consulta_ranking;mostra_rkg;0;0
246;Artilheiros anuais;Especiais;Artilheiros;902000000000;mostra_ranking;N/A;0;0
247;20 maiores artilheiros anuais;Especiais;Artilheiros;903000000000;mostra_ranking;N/A;0;0
248;Mais vezes artilheiros anuais;Especiais;Artilheiros;904000000000;mostra_ranking;N/A;0;0
249;Maior artilheiro em 1 partida;Especiais;Artilheiros;905000000000;mostra_ranking;N/A;0;0
250;Artilheiros ano a ano;Especiais;Artilheiros;900106000000;consulta_ranking;mostra_rkg;0;0
251;Artiheiros contra adversário em campeonato;Especiais;Artilheiros;900100103000;consulta_ranking;mostra_rkg;0;0
252;Artiheiros contra adversário em campeonato em estádio;Especiais;Artilheiros;900100103102;consulta_ranking;mostra_rkg;0;0
253;Gols de jogadores por ano;Especiais;Gols;268106000;consulta_jogador;mostra_jogador_gols;0;0
254;Gols de jogadores por adversário;Especiais;Gols;268100000;consulta_jogador;mostra_jogador_gols;0;0
255;Gols de jogadores por campeonato;Especiais;Gols;268103000;consulta_jogador;mostra_jogador_gols;0;0
256;Gols de jogadores por estádio;Especiais;Gols;268102000;consulta_jogador;mostra_jogador_gols;0;0
