res_flu;res_adv;cod_jogo;adversario;data;agrupado
1;2;2073;América;18/12/1960;Fluminense 1 X 2 América - 
1;1;2074;CRB;08/01/1961;Fluminense 1 X 1 CRB - 
1;3;2084;Santos;05/03/1961;Fluminense 1 X 3 Santos - 
3;4;2085;Botafogo;09/03/1961;Fluminense 3 X 4 Botafogo - 
2;0;2087;Flamengo;16/03/1961;Fluminense 2 X 0 Flamengo - 
4;3;2121;Flamengo;20/08/1961;Fluminense 4 X 3 Flamengo - 
0;0;2124;Vasco;09/09/1961;Fluminense 0 X 0 Vasco - 
2;2;2126;Botafogo;24/09/1961;Fluminense 2 X 2 Botafogo - 
0;0;2127;Flamengo;01/10/1961;Fluminense 0 X 0 Flamengo - 
2;1;2129;Vasco;08/10/1961;Fluminense 2 X 1 Vasco - 
2;2;2131;Botafogo;15/10/1961;Fluminense 2 X 2 Botafogo - 
1;4;2135;Flamengo;02/12/1961;Fluminense 1 X 4 Flamengo - 
0;1;2139;Botafogo;13/12/1961;Fluminense 0 X 1 Botafogo - 
1;2;2144;Vasco;11/02/1962;Fluminense 1 X 2 Vasco - 
0;1;2145;Flamengo;15/02/1962;Fluminense 0 X 1 Flamengo - 
0;1;2146;Botafogo;18/02/1962;Fluminense 0 X 1 Botafogo - 
3;4;2148;Vasco;10/03/1962;Fluminense 3 X 4 Vasco - 
2;1;2158;Atlético MG;20/05/1962;Fluminense 2 X 1 Atlético MG - 
0;1;2169;Flamengo;29/07/1962;Fluminense 0 X 1 Flamengo - 
0;1;2177;Vasco;09/09/1962;Fluminense 0 X 1 Vasco - 
0;2;2178;Botafogo;15/09/1962;Fluminense 0 X 2 Botafogo - 
0;1;2183;Flamengo;28/10/1962;Fluminense 0 X 1 Flamengo - 
2;0;2189;Vasco;02/12/1962;Fluminense 2 X 0 Vasco - 
0;1;2190;Botafogo;08/12/1962;Fluminense 0 X 1 Botafogo - 
1;1;2196;Vasco;13/02/1963;Fluminense 1 X 1 Vasco - 
0;2;2201;Flamengo;14/03/1963;Fluminense 0 X 2 Flamengo - 
0;0;2238;Flamengo;22/09/1963;Fluminense 0 X 0 Flamengo - 
2;0;2242;Vasco;20/10/1963;Fluminense 2 X 0 Vasco - 
0;0;2250;Flamengo;15/12/1963;Fluminense 0 X 0 Flamengo - 
0;0;2259;Vasco;14/03/1964;Fluminense 0 X 0 Vasco - 
0;2;2264;Botafogo;19/04/1964;Fluminense 0 X 2 Botafogo - 
1;1;2265;Flamengo;22/04/1964;Fluminense 1 X 1 Flamengo - 
1;0;2277;Campo Grande;05/07/1964;Fluminense 1 X 0 Campo Grande - 
2;1;2278;Olaria;11/07/1964;Fluminense 2 X 1 Olaria - 
2;1;2279;Madureira;19/07/1964;Fluminense 2 X 1 Madureira - 
5;1;2280;Canto do Rio;26/07/1964;Fluminense 5 X 1 Canto do Rio - 
1;0;2281;Flamengo;02/08/1964;Fluminense 1 X 0 Flamengo - 
0;0;2282;Bangu;09/08/1964;Fluminense 0 X 0 Bangu - 
1;0;2283;Bonsucesso;20/08/1964;Fluminense 1 X 0 Bonsucesso - 
0;1;2284;América;23/08/1964;Fluminense 0 X 1 América - 
2;0;2285;Portuguesa;29/08/1964;Fluminense 2 X 0 Portuguesa - 
2;0;2286;Botafogo;06/09/1964;Fluminense 2 X 0 Botafogo - 
0;1;2287;Vasco;13/09/1964;Fluminense 0 X 1 Vasco - 
1;0;2288;São Cristovão;17/09/1964;Fluminense 1 X 0 São Cristovão - 
5;1;2289;Campo Grande;25/09/1964;Fluminense 5 X 1 Campo Grande - 
4;0;2290;Olaria;30/09/1964;Fluminense 4 X 0 Olaria - 
1;1;2291;Madureira;04/10/1964;Fluminense 1 X 1 Madureira - 
4;1;2292;Canto do Rio;14/10/1964;Fluminense 4 X 1 Canto do Rio - 
3;3;2293;Flamengo;18/10/1964;Fluminense 3 X 3 Flamengo - 
1;2;2294;Bangu;25/10/1964;Fluminense 1 X 2 Bangu - 
2;0;2296;Bonsucesso;08/11/1964;Fluminense 2 X 0 Bonsucesso - 
3;0;2297;América;15/11/1964;Fluminense 3 X 0 América - 
1;1;2298;Portuguesa;22/11/1964;Fluminense 1 X 1 Portuguesa - 
0;1;2299;Botafogo;29/11/1964;Fluminense 0 X 1 Botafogo - 
1;1;2300;Vasco;06/12/1964;Fluminense 1 X 1 Vasco - 
2;0;2301;São Cristovão;10/12/1964;Fluminense 2 X 0 São Cristovão - 
1;0;2302;Bangu;16/12/1964;Fluminense 1 X 0 Bangu - 
3;1;2303;Bangu;20/12/1964;Fluminense 3 X 1 Bangu - 
0;1;2313;Flamengo;17/03/1965;Fluminense 0 X 1 Flamengo - 
1;1;2322;Vasco;24/04/1965;Fluminense 1 X 1 Vasco - 
0;0;2323;Flamengo;28/04/1965;Fluminense 0 X 0 Flamengo - 
7;2;2328;Botafogo;12/05/1965;Fluminense 7 X 2 Botafogo - 
0;5;2341;Vasco;14/07/1965;Fluminense 0 X 5 Vasco - 
1;1;2342;Botafogo;01/08/1965;Fluminense 1 X 1 Botafogo - 
0;0;2343;Flamengo;08/08/1965;Fluminense 0 X 0 Flamengo - 
2;2;2347;Flamengo;01/09/1965;Fluminense 2 X 2 Flamengo - 
1;1;2349;Vasco;19/09/1965;Fluminense 1 X 1 Vasco - 
0;0;2353;Flamengo;24/10/1965;Fluminense 0 X 0 Flamengo - 
1;2;2360;Flamengo;12/12/1965;Fluminense 1 X 2 Flamengo - 
3;2;2366;Botafogo;27/02/1966;Fluminense 3 X 2 Botafogo - 
1;0;2369;Santos;10/03/1966;Fluminense 1 X 0 Santos - 
0;2;2371;Atlético MG;13/03/1966;Fluminense 0 X 2 Atlético MG - 
1;4;2374;Flamengo;20/03/1966;Fluminense 1 X 4 Flamengo - 
2;3;2389;Flamengo;11/06/1966;Fluminense 2 X 3 Flamengo - 
2;2;2396;Flamengo;28/08/1966;Fluminense 2 X 2 Flamengo - 
3;0;2397;Vasco;03/09/1966;Fluminense 3 X 0 Vasco - 
3;1;2398;Flamengo;07/09/1966;Fluminense 3 X 1 Flamengo - 
0;1;2405;Bangu;09/10/1966;Fluminense 0 X 1 Bangu - 
0;2;2409;Flamengo;23/10/1966;Fluminense 0 X 2 Flamengo - 
1;1;2411;Vasco;03/11/1966;Fluminense 1 X 1 Vasco - 
1;1;2416;Flamengo;27/11/1966;Fluminense 1 X 1 Flamengo - 
1;3;2418;Bangu;11/12/1966;Fluminense 1 X 3 Bangu - 
2;2;2427;Vasco;01/04/1967;Fluminense 2 X 2 Vasco - 
4;3;2430;Botafogo;15/04/1967;Fluminense 4 X 3 Botafogo - 
1;1;2436;Flamengo;13/05/1967;Fluminense 1 X 1 Flamengo - 
1;1;2437;Vasco;28/05/1967;Fluminense 1 X 1 Vasco - 
1;2;2448;Flamengo;04/08/1967;Fluminense 1 X 2 Flamengo - 
0;2;2449;Botafogo;11/08/1967;Fluminense 0 X 2 Botafogo - 
0;1;2453;Botafogo;07/09/1967;Fluminense 0 X 1 Botafogo - 
1;3;2459;Flamengo;29/10/1967;Fluminense 1 X 3 Flamengo - 
2;0;2462;Vasco;19/11/1967;Fluminense 2 X 0 Vasco - 
1;1;2466;Botafogo;10/12/1967;Fluminense 1 X 1 Botafogo - 
1;4;2468;Flamengo;16/12/1967;Fluminense 1 X 4 Flamengo - 
1;0;2477;Atlético MG;03/03/1968;Fluminense 1 X 0 Atlético MG - 
1;1;2480;Botafogo;24/03/1968;Fluminense 1 X 1 Botafogo - 
2;4;2486;Flamengo;20/04/1968;Fluminense 2 X 4 Flamengo - 
0;1;2489;Flamengo;05/05/1968;Fluminense 0 X 1 Flamengo - 
1;3;2492;Botafogo;25/05/1968;Fluminense 1 X 3 Botafogo - 
1;2;2506;Flamengo;11/08/1968;Fluminense 1 X 2 Flamengo - 
0;1;2509;Botafogo;01/09/1968;Fluminense 0 X 1 Botafogo - 
0;0;2515;Atlético MG;29/09/1968;Fluminense 0 X 0 Atlético MG - 
1;0;2517;Flamengo;13/10/1968;Fluminense 1 X 0 Flamengo - 
1;2;2522;Vasco;17/11/1968;Fluminense 1 X 2 Vasco - 
0;0;2537;América;02/03/1969;Fluminense 0 X 0 América - 
1;0;2539;Portuguesa;08/03/1969;Fluminense 1 X 0 Portuguesa - 
6;1;2540;Madureira;15/03/1969;Fluminense 6 X 1 Madureira - 
1;1;2541;Botafogo;23/03/1969;Fluminense 1 X 1 Botafogo - 
1;1;2542;Bonsucesso;29/03/1969;Fluminense 1 X 1 Bonsucesso - 
2;1;2544;Olaria;05/04/1969;Fluminense 2 X 1 Olaria - 
3;0;2545;São Cristovão;12/04/1969;Fluminense 3 X 0 São Cristovão - 
2;1;2546;Vasco;21/04/1969;Fluminense 2 X 1 Vasco - 
0;2;2547;América;27/04/1969;Fluminense 0 X 2 América - 
0;0;2548;Flamengo;01/05/1969;Fluminense 0 X 0 Flamengo - 
3;1;2549;Campo Grande;04/05/1969;Fluminense 3 X 1 Campo Grande - 
3;1;2550;Bangu;10/05/1969;Fluminense 3 X 1 Bangu - 
2;0;2551;Portuguesa;17/05/1969;Fluminense 2 X 0 Portuguesa - 
0;0;2552;Vasco;25/05/1969;Fluminense 0 X 0 Vasco - 
2;1;2553;América;31/05/1969;Fluminense 2 X 1 América - 
3;0;2554;Bangu;05/06/1969;Fluminense 3 X 0 Bangu - 
2;0;2556;Bonsucesso;08/06/1969;Fluminense 2 X 0 Bonsucesso - 
3;2;2558;Flamengo;15/06/1969;Fluminense 3 X 2 Flamengo - 
1;3;2560;Botafogo;22/06/1969;Fluminense 1 X 3 Botafogo - 
1;2;2565;Flamengo;27/07/1969;Fluminense 1 X 2 Flamengo - 
0;0;2567;Flamengo;10/08/1969;Fluminense 0 X 0 Flamengo - 
0;1;2568;Botafogo;13/08/1969;Fluminense 0 X 1 Botafogo - 
2;0;2574;Desportiva;31/08/1969;Fluminense 2 X 0 Desportiva - 
0;3;2576;Cruzeiro;07/09/1969;Fluminense 0 X 3 Cruzeiro - 
3;1;2577;Bahia;10/09/1969;Fluminense 3 X 1 Bahia - 
2;1;2578;Santa Cruz;14/09/1969;Fluminense 2 X 1 Santa Cruz - 
1;2;2579;América;17/09/1969;Fluminense 1 X 2 América - 
2;2;2581;Vasco;21/09/1969;Fluminense 2 X 2 Vasco - 
4;1;2582;Flamengo;28/09/1969;Fluminense 4 X 1 Flamengo - 
0;2;2592;Atlético MG;16/11/1969;Fluminense 0 X 2 Atlético MG - 
0;1;2593;Botafogo;23/11/1969;Fluminense 0 X 1 Botafogo - 
2;1;2600;Bangu;06/03/1970;Fluminense 2 X 1 Bangu - 
1;1;2604;Madureira;04/04/1970;Fluminense 1 X 1 Madureira - 
0;1;2606;Flamengo;19/04/1970;Fluminense 0 X 1 Flamengo - 
1;1;2613;Flamengo;31/05/1970;Fluminense 1 X 1 Flamengo - 
1;1;2618;Vasco;19/07/1970;Fluminense 1 X 1 Vasco - 
2;0;2621;Flamengo;02/08/1970;Fluminense 2 X 0 Flamengo - 
2;0;2627;Flamengo;06/09/1970;Fluminense 2 X 0 Flamengo - 
2;0;2631;Vasco;20/09/1970;Fluminense 2 X 0 Vasco - 
1;0;2632;Corinthians;26/09/1970;Fluminense 1 X 0 Corinthians - 
2;1;2633;Cruzeiro;03/10/1970;Fluminense 2 X 1 Cruzeiro - 
2;1;2634;Grêmio;07/10/1970;Fluminense 2 X 1 Grêmio - 
3;0;2635;América;11/10/1970;Fluminense 3 X 0 América - 
0;1;2636;Bahia;14/10/1970;Fluminense 0 X 1 Bahia - 
1;0;2637;Santa Cruz;18/10/1970;Fluminense 1 X 0 Santa Cruz - 
1;1;2638;São Paulo;22/10/1970;Fluminense 1 X 1 São Paulo - 
0;2;2639;Internacional;25/10/1970;Fluminense 0 X 2 Internacional - 
3;1;2640;Vasco;01/11/1970;Fluminense 3 X 1 Vasco - 
6;1;2641;Ponte Preta;04/11/1970;Fluminense 6 X 1 Ponte Preta - 
3;0;2642;Palmeiras;07/11/1970;Fluminense 3 X 0 Palmeiras - 
1;1;2643;Botafogo;12/11/1970;Fluminense 1 X 1 Botafogo - 
0;1;2645;Santos;18/11/1970;Fluminense 0 X 1 Santos - 
1;1;2646;Flamengo;22/11/1970;Fluminense 1 X 1 Flamengo - 
1;3;2647;Atlético MG;29/11/1970;Fluminense 1 X 3 Atlético MG - 
1;1;2648;Athletico PR;06/12/1970;Fluminense 1 X 1 Athletico PR - 
1;0;2649;Palmeiras;13/12/1970;Fluminense 1 X 0 Palmeiras - 
1;0;2650;Cruzeiro;16/12/1970;Fluminense 1 X 0 Cruzeiro - 
1;1;2651;Atlético MG;20/12/1970;Fluminense 1 X 1 Atlético MG - 
2;0;2653;Palmeiras;29/01/1971;Fluminense 2 X 0 Palmeiras - 
3;1;2654;Deportivo Galicia;14/02/1971;Fluminense 3 X 1 Deportivo Galicia - 
6;0;2655;Deportivo Itália;17/02/1971;Fluminense 6 X 0 Deportivo Itália - 
4;1;2656;Deportivo Galicia;28/02/1971;Fluminense 4 X 1 Deportivo Galicia - 
0;1;2657;Deportivo Itália;03/03/1971;Fluminense 0 X 1 Deportivo Itália - 
1;1;2658;Portuguesa;06/03/1971;Fluminense 1 X 1 Portuguesa - 
1;3;2659;Palmeiras;10/03/1971;Fluminense 1 X 3 Palmeiras - 
0;0;2660;América;13/03/1971;Fluminense 0 X 0 América - 
3;1;2661;Vasco;21/03/1971;Fluminense 3 X 1 Vasco - 
1;0;2662;Bonsucesso;25/03/1971;Fluminense 1 X 0 Bonsucesso - 
2;1;2663;Campo Grande;31/03/1971;Fluminense 2 X 1 Campo Grande - 
0;0;2664;Flamengo;04/04/1971;Fluminense 0 X 0 Flamengo - 
0;0;2665;Olaria;10/04/1971;Fluminense 0 X 0 Olaria - 
0;1;2666;Botafogo;18/04/1971;Fluminense 0 X 1 Botafogo - 
3;2;2667;Bangu;22/04/1971;Fluminense 3 X 2 Bangu - 
1;1;2668;Vasco;25/04/1971;Fluminense 1 X 1 Vasco - 
1;0;2669;América;01/05/1971;Fluminense 1 X 0 América - 
3;1;2671;Bonsucesso;07/05/1971;Fluminense 3 X 1 Bonsucesso - 
1;1;2672;Flamengo;15/05/1971;Fluminense 1 X 1 Flamengo - 
4;0;2673;Bonsucesso;22/05/1971;Fluminense 4 X 0 Bonsucesso - 
3;3;2674;Olaria;30/05/1971;Fluminense 3 X 3 Olaria - 
0;0;2675;Bangu;06/06/1971;Fluminense 0 X 0 Bangu - 
3;1;2676;América;12/06/1971;Fluminense 3 X 1 América - 
2;0;2677;Vasco;16/06/1971;Fluminense 2 X 0 Vasco - 
2;0;2678;Flamengo;20/06/1971;Fluminense 2 X 0 Flamengo - 
1;0;2679;Botafogo;27/06/1971;Fluminense 1 X 0 Botafogo - 
0;1;2684;Botafogo;29/07/1971;Fluminense 0 X 1 Botafogo - 
3;1;2685;Flamengo;01/08/1971;Fluminense 3 X 1 Flamengo - 
0;0;2686;Internacional;08/08/1971;Fluminense 0 X 0 Internacional - 
0;1;2687;Vasco;15/08/1971;Fluminense 0 X 1 Vasco - 
2;1;2688;Coritiba;18/08/1971;Fluminense 2 X 1 Coritiba - 
0;1;2689;Ceará;22/08/1971;Fluminense 0 X 1 Ceará - 
2;2;2690;Santa Cruz;25/08/1971;Fluminense 2 X 2 Santa Cruz - 
0;1;2691;Corinthians;29/08/1971;Fluminense 0 X 1 Corinthians - 
0;1;2692;Portuguesa SP;01/09/1971;Fluminense 0 X 1 Portuguesa SP - 
0;1;2693;Palmeiras;04/09/1971;Fluminense 0 X 1 Palmeiras - 
0;1;2694;Cruzeiro;11/09/1971;Fluminense 0 X 1 Cruzeiro - 
0;0;2695;América;19/09/1971;Fluminense 0 X 0 América - 
0;0;2696;Botafogo;26/09/1971;Fluminense 0 X 0 Botafogo - 
1;0;2697;Sport;03/10/1971;Fluminense 1 X 0 Sport - 
1;0;2698;Flamengo;10/10/1971;Fluminense 1 X 0 Flamengo - 
2;0;2699;Atlético MG;16/10/1971;Fluminense 2 X 0 Atlético MG - 
0;1;2700;Grêmio;24/10/1971;Fluminense 0 X 1 Grêmio - 
0;0;2701;América MG;27/10/1971;Fluminense 0 X 0 América MG - 
0;0;2702;Bahia;31/10/1971;Fluminense 0 X 0 Bahia - 
1;2;2703;São Paulo;06/11/1971;Fluminense 1 X 2 São Paulo - 
3;1;2704;Santos;13/11/1971;Fluminense 3 X 1 Santos - 
0;0;2705;Flamengo;28/11/1971;Fluminense 0 X 0 Flamengo - 
4;1;2708;Flamengo;12/12/1971;Fluminense 4 X 1 Flamengo - 
0;0;2719;Vasco;19/03/1972;Fluminense 0 X 0 Vasco - 
2;5;2725;Flamengo;23/04/1972;Fluminense 2 X 5 Flamengo - 
0;1;2729;Vasco;21/05/1972;Fluminense 0 X 1 Vasco - 
1;0;2738;Flamengo;23/07/1972;Fluminense 1 X 0 Flamengo - 
0;0;2747;Flamengo;27/08/1972;Fluminense 0 X 0 Flamengo - 
2;0;2748;Vasco;03/09/1972;Fluminense 2 X 0 Vasco - 
1;2;2749;Flamengo;07/09/1972;Fluminense 1 X 2 Flamengo - 
1;1;2750;Corinthians;10/09/1972;Fluminense 1 X 1 Corinthians - 
2;0;2751;CRB;13/09/1972;Fluminense 2 X 0 CRB - 
1;0;2752;Náutico;16/09/1972;Fluminense 1 X 0 Náutico - 
0;0;2753;América MG;21/09/1972;Fluminense 0 X 0 América MG - 
2;1;2754;Santos;24/09/1972;Fluminense 2 X 1 Santos - 
1;2;2755;Cruzeiro;27/09/1972;Fluminense 1 X 2 Cruzeiro - 
0;0;2756;Vitória BA;01/10/1972;Fluminense 0 X 0 Vitória BA - 
1;1;2757;Sergipe;04/10/1972;Fluminense 1 X 1 Sergipe - 
2;1;2758;Santa Cruz;08/10/1972;Fluminense 2 X 1 Santa Cruz - 
0;1;2759;Palmeiras;12/10/1972;Fluminense 0 X 1 Palmeiras - 
0;2;2760;Atlético MG;15/10/1972;Fluminense 0 X 2 Atlético MG - 
2;2;2761;Portuguesa SP;18/10/1972;Fluminense 2 X 2 Portuguesa SP - 
3;0;2762;São Paulo;21/10/1972;Fluminense 3 X 0 São Paulo - 
0;1;2763;Bahia;26/10/1972;Fluminense 0 X 1 Bahia - 
1;0;2764;Flamengo;29/10/1972;Fluminense 1 X 0 Flamengo - 
0;2;2765;Coritiba;01/11/1972;Fluminense 0 X 2 Coritiba - 
1;0;2766;ABC;05/11/1972;Fluminense 1 X 0 ABC - 
0;3;2767;Ceará;08/11/1972;Fluminense 0 X 3 Ceará - 
0;0;2768;América;12/11/1972;Fluminense 0 X 0 América - 
2;0;2769;Grêmio;16/11/1972;Fluminense 2 X 0 Grêmio - 
1;2;2770;Botafogo;19/11/1972;Fluminense 1 X 2 Botafogo - 
0;0;2771;Internacional;23/11/1972;Fluminense 0 X 0 Internacional - 
0;0;2772;Vasco;26/11/1972;Fluminense 0 X 0 Vasco - 
0;0;2773;Remo;29/11/1972;Fluminense 0 X 0 Remo - 
1;0;2774;Nacional AM;03/12/1972;Fluminense 1 X 0 Nacional AM - 
0;0;2775;Ceará;09/12/1972;Fluminense 0 X 0 Ceará - 
2;3;2776;Atlético MG;13/12/1972;Fluminense 2 X 3 Atlético MG - 
0;0;2777;Corinthians;17/12/1972;Fluminense 0 X 0 Corinthians - 
1;0;2778;Atlanta;28/01/1973;Fluminense 1 X 0 Atlanta - 
1;1;2779;Argentinos Juniors;01/02/1973;Fluminense 1 X 1 Argentinos Juniors - 
1;0;2780;Vasco;04/02/1973;Fluminense 1 X 0 Vasco - 
0;0;2783;Madureira;10/03/1973;Fluminense 0 X 0 Madureira - 
1;0;2784;Bangu;17/03/1973;Fluminense 1 X 0 Bangu - 
4;1;2785;Campo Grande;21/03/1973;Fluminense 4 X 1 Campo Grande - 
1;2;2786;Botafogo;25/03/1973;Fluminense 1 X 2 Botafogo - 
0;0;2787;Vasco;08/04/1973;Fluminense 0 X 0 Vasco - 
4;0;2788;São Cristovão;11/04/1973;Fluminense 4 X 0 São Cristovão - 
0;0;2789;Bonsucesso;14/04/1973;Fluminense 0 X 0 Bonsucesso - 
0;2;2790;Olaria;21/04/1973;Fluminense 0 X 2 Olaria - 
2;0;2791;Portuguesa;25/04/1973;Fluminense 2 X 0 Portuguesa - 
1;2;2792;Flamengo;01/05/1973;Fluminense 1 X 2 Flamengo - 
0;1;2793;América;05/05/1973;Fluminense 0 X 1 América - 
3;1;2794;Bonsucesso;12/05/1973;Fluminense 3 X 1 Bonsucesso - 
5;0;2795;Bangu;19/05/1973;Fluminense 5 X 0 Bangu - 
0;0;2805;Vasco;08/07/1973;Fluminense 0 X 0 Vasco - 
2;2;2806;América;11/07/1973;Fluminense 2 X 2 América - 
0;0;2807;Flamengo;15/07/1973;Fluminense 0 X 0 Flamengo - 
2;1;2808;Olaria;19/07/1973;Fluminense 2 X 1 Olaria - 
2;0;2809;Botafogo;21/07/1973;Fluminense 2 X 0 Botafogo - 
1;0;2810;Vasco;25/07/1973;Fluminense 1 X 0 Vasco - 
1;0;2811;Flamengo;29/07/1973;Fluminense 1 X 0 Flamengo - 
0;0;2812;América;01/08/1973;Fluminense 0 X 0 América - 
2;1;2813;Bangu;04/08/1973;Fluminense 2 X 1 Bangu - 
0;1;2814;Vasco;12/08/1973;Fluminense 0 X 1 Vasco - 
1;0;2815;Botafogo;15/08/1973;Fluminense 1 X 0 Botafogo - 
4;2;2816;Flamengo;22/08/1973;Fluminense 4 X 2 Flamengo - 
0;0;2817;Tiradentes;26/08/1973;Fluminense 0 X 0 Tiradentes - 
4;1;2818;Moto Club;29/08/1973;Fluminense 4 X 1 Moto Club - 
0;4;2819;Botafogo;02/09/1973;Fluminense 0 X 4 Botafogo - 
1;0;2820;Bahia;05/09/1973;Fluminense 1 X 0 Bahia - 
2;1;2821;CRB;09/09/1973;Fluminense 2 X 1 CRB - 
3;0;2822;Guarani;12/09/1973;Fluminense 3 X 0 Guarani - 
2;0;2823;América;16/09/1973;Fluminense 2 X 0 América - 
2;2;2824;São Paulo;23/09/1973;Fluminense 2 X 2 São Paulo - 
0;1;2825;Figueirense;26/09/1973;Fluminense 0 X 1 Figueirense - 
0;0;2826;Cruzeiro;30/09/1973;Fluminense 0 X 0 Cruzeiro - 
0;0;2827;América MG;03/10/1973;Fluminense 0 X 0 América MG - 
1;0;2828;Sport;06/10/1973;Fluminense 1 X 0 Sport - 
0;1;2829;Coritiba;14/10/1973;Fluminense 0 X 1 Coritiba - 
1;0;2830;CEUB;17/10/1973;Fluminense 1 X 0 CEUB - 
1;3;2831;Corinthians;21/10/1973;Fluminense 1 X 3 Corinthians - 
0;1;2832;Fortaleza;25/10/1973;Fluminense 0 X 1 Fortaleza - 
1;1;2833;Paysandu;28/10/1973;Fluminense 1 X 1 Paysandu - 
0;0;2834;Nacional AM;31/10/1973;Fluminense 0 X 0 Nacional AM - 
0;1;2835;Internacional;03/11/1973;Fluminense 0 X 1 Internacional - 
2;1;2836;América;11/11/1973;Fluminense 2 X 1 América - 
0;0;2837;Figueirense;14/11/1973;Fluminense 0 X 0 Figueirense - 
1;1;2838;Botafogo;18/11/1973;Fluminense 1 X 1 Botafogo - 
0;1;2839;América MG;24/11/1973;Fluminense 0 X 1 América MG - 
1;2;2840;Olaria;29/11/1973;Fluminense 1 X 2 Olaria - 
2;1;2841;Flamengo;02/12/1973;Fluminense 2 X 1 Flamengo - 
0;1;2842;Vasco;08/12/1973;Fluminense 0 X 1 Vasco - 
0;1;2843;Atlético MG;13/12/1973;Fluminense 0 X 1 Atlético MG - 
1;1;2844;Cruzeiro;16/12/1973;Fluminense 1 X 1 Cruzeiro - 
0;0;2845;Flamengo;27/01/1974;Fluminense 0 X 0 Flamengo - 
1;1;2851;América;10/03/1974;Fluminense 1 X 1 América - 
2;1;2852;Itabaiana;13/03/1974;Fluminense 2 X 1 Itabaiana - 
0;0;2853;Tiradentes;17/03/1974;Fluminense 0 X 0 Tiradentes - 
1;3;2854;Sampaio Corrêa;20/03/1974;Fluminense 1 X 3 Sampaio Corrêa - 
2;3;2855;Olaria;24/03/1974;Fluminense 2 X 3 Olaria - 
0;3;2856;Athletico PR;30/03/1974;Fluminense 0 X 3 Athletico PR - 
2;2;2857;Avaí;06/04/1974;Fluminense 2 X 2 Avaí - 
0;1;2858;Grêmio;13/04/1974;Fluminense 0 X 1 Grêmio - 
2;1;2859;Vasco;21/04/1974;Fluminense 2 X 1 Vasco - 
1;1;2860;Remo;27/04/1974;Fluminense 1 X 1 Remo - 
2;0;2861;Paysandu;02/05/1974;Fluminense 2 X 0 Paysandu - 
0;1;2862;América RN;11/05/1974;Fluminense 0 X 1 América RN - 
0;0;2863;Vitória BA;15/05/1974;Fluminense 0 X 0 Vitória BA - 
0;0;2864;Flamengo;19/05/1974;Fluminense 0 X 0 Flamengo - 
0;1;2865;Bahia;25/05/1974;Fluminense 0 X 1 Bahia - 
0;1;2866;Botafogo;02/06/1974;Fluminense 0 X 1 Botafogo - 
1;1;2867;Desportiva;05/06/1974;Fluminense 1 X 1 Desportiva - 
1;1;2868;Coritiba;12/06/1974;Fluminense 1 X 1 Coritiba - 
1;1;2870;Internacional;19/06/1974;Fluminense 1 X 1 Internacional - 
0;1;2871;São Paulo;30/06/1974;Fluminense 0 X 1 São Paulo - 
0;2;2872;Internacional;03/07/1974;Fluminense 0 X 2 Internacional - 
0;1;2873;Athletico PR;06/07/1974;Fluminense 0 X 1 Athletico PR - 
1;1;2874;Goiás;14/07/1974;Fluminense 1 X 1 Goiás - 
3;1;2876;Portuguesa SP;18/07/1974;Fluminense 3 X 1 Portuguesa SP - 
2;1;2882;Flamengo;01/09/1974;Fluminense 2 X 1 Flamengo - 
5;1;2884;Vasco;08/09/1974;Fluminense 5 X 1 Vasco - 
1;1;2893;Vasco;29/10/1974;Fluminense 1 X 1 Vasco - 
0;0;2894;Flamengo;01/11/1974;Fluminense 0 X 0 Flamengo - 
1;2;2900;Flamengo;30/11/1974;Fluminense 1 X 2 Flamengo - 
4;1;2906;Corinthians;08/02/1975;Fluminense 4 X 1 Corinthians - 
0;0;2908;Flamengo;23/02/1975;Fluminense 0 X 0 Flamengo - 
3;0;2909;Madureira;01/03/1975;Fluminense 3 X 0 Madureira - 
2;1;2910;América;09/03/1975;Fluminense 2 X 1 América - 
5;1;2912;São Cristovão;15/03/1975;Fluminense 5 X 1 São Cristovão - 
1;1;2913;Portuguesa;19/03/1975;Fluminense 1 X 1 Portuguesa - 
5;0;2914;Olaria;21/03/1975;Fluminense 5 X 0 Olaria - 
1;0;2916;Bonsucesso;26/03/1975;Fluminense 1 X 0 Bonsucesso - 
1;2;2917;Vasco;30/03/1975;Fluminense 1 X 2 Vasco - 
1;0;2920;Bangu;09/04/1975;Fluminense 1 X 0 Bangu - 
1;1;2921;Flamengo;12/04/1975;Fluminense 1 X 1 Flamengo - 
2;1;2922;Botafogo;21/04/1975;Fluminense 2 X 1 Botafogo - 
1;0;2923;América;27/04/1975;Fluminense 1 X 0 América - 
1;1;2925;São Cristovão;03/05/1975;Fluminense 1 X 1 São Cristovão - 
1;1;2926;Bonsucesso;07/05/1975;Fluminense 1 X 1 Bonsucesso - 
2;2;2927;América;11/05/1975;Fluminense 2 X 2 América - 
1;2;2928;Flamengo;18/05/1975;Fluminense 1 X 2 Flamengo - 
3;0;2929;Bangu;21/05/1975;Fluminense 3 X 0 Bangu - 
1;0;2930;Campo Grande;24/05/1975;Fluminense 1 X 0 Campo Grande - 
5;0;2931;Portuguesa;28/05/1975;Fluminense 5 X 0 Portuguesa - 
1;0;2932;Vasco;01/06/1975;Fluminense 1 X 0 Vasco - 
3;0;2933;Madureira;07/06/1975;Fluminense 3 X 0 Madureira - 
