res_flu;res_adv;cod_jogo;adversario;data;agrupado
2;1;7837;Criciúma;18/09/2013;Fluminense 2 X 1 Criciúma - 
1;1;7838;Coritiba;21/09/2013;Fluminense 1 X 1 Coritiba - 
2;1;7839;Goiás;28/09/2013;Fluminense 2 X 1 Goiás - 
1;1;7840;Botafogo;02/10/2013;Fluminense 1 X 1 Botafogo - 
0;1;7841;Internacional;06/10/2013;Fluminense 0 X 1 Internacional - 
0;1;7842;Vasco;09/10/2013;Fluminense 0 X 1 Vasco - 
1;1;7843;Grêmio;12/10/2013;Fluminense 1 X 1 Grêmio - 
0;1;7844;Cruzeiro;16/10/2013;Fluminense 0 X 1 Cruzeiro - 
1;1;7845;Ponte Preta;19/10/2013;Fluminense 1 X 1 Ponte Preta - 
2;3;7846;Vitória BA;27/10/2013;Fluminense 2 X 3 Vitória BA - 
0;1;7847;Flamengo;03/11/2013;Fluminense 0 X 1 Flamengo - 
0;1;7848;Corinthians;10/11/2013;Fluminense 0 X 1 Corinthians - 
2;0;7849;Náutico;14/11/2013;Fluminense 2 X 0 Náutico - 
2;1;7850;São Paulo;17/11/2013;Fluminense 2 X 1 São Paulo - 
0;1;7851;Santos;24/11/2013;Fluminense 0 X 1 Santos - 
2;2;7853;Atlético MG;30/11/2013;Fluminense 2 X 2 Atlético MG - 
2;1;7854;Bahia;08/12/2013;Fluminense 2 X 1 Bahia - 
2;3;7855;Madureira;18/01/2014;Fluminense 2 X 3 Madureira - 
1;1;7858;Bonsucesso;23/01/2014;Fluminense 1 X 1 Bonsucesso - 
3;1;7859;Nova Iguaçu;26/01/2014;Fluminense 3 X 1 Nova Iguaçu - 
1;0;7860;Resende;29/01/2014;Fluminense 1 X 0 Resende - 
1;0;7861;Bangu;01/02/2014;Fluminense 1 X 0 Bangu - 
3;1;7862;Audax;04/02/2014;Fluminense 3 X 1 Audax - 
3;0;7863;Flamengo;08/02/2014;Fluminense 3 X 0 Flamengo - 
4;1;7864;Boavista;15/02/2014;Fluminense 4 X 1 Boavista - 
1;0;7866;Macaé;19/02/2014;Fluminense 1 X 0 Macaé - 
0;3;7867;Botafogo;23/02/2014;Fluminense 0 X 3 Botafogo - 
1;1;7868;Cabofriense;26/02/2014;Fluminense 1 X 1 Cabofriense - 
5;1;7870;Friburguense;05/03/2014;Fluminense 5 X 1 Friburguense - 
2;2;7872;Duque de Caxias;09/03/2014;Fluminense 2 X 2 Duque de Caxias - 
1;1;7873;Vasco;16/03/2014;Fluminense 1 X 1 Vasco - 
1;3;7874;Horizonte;20/03/2014;Fluminense 1 X 3 Horizonte - 
3;1;7875;Volta Redonda;23/03/2014;Fluminense 3 X 1 Volta Redonda - 
1;1;7876;Vasco;27/03/2014;Fluminense 1 X 1 Vasco - 
0;1;7878;Vasco;30/03/2014;Fluminense 0 X 1 Vasco - 
5;0;7879;Horizonte;10/04/2014;Fluminense 5 X 0 Horizonte - 
3;0;7880;Figueirense;19/04/2014;Fluminense 3 X 0 Figueirense - 
3;0;7881;Tupi;23/04/2014;Fluminense 3 X 0 Tupi - 
1;0;7882;Palmeiras;26/04/2014;Fluminense 1 X 0 Palmeiras - 
1;2;7883;Vitória BA;03/05/2014;Fluminense 1 X 2 Vitória BA - 
2;0;7884;Flamengo;11/05/2014;Fluminense 2 X 0 Flamengo - 
0;1;7885;Grêmio;18/05/2014;Fluminense 0 X 1 Grêmio - 
5;2;7886;São Paulo;21/05/2014;Fluminense 5 X 2 São Paulo - 
1;0;7887;Bahia;24/05/2014;Fluminense 1 X 0 Bahia - 
0;2;7888;Atlético MG;28/05/2014;Fluminense 0 X 2 Atlético MG - 
1;1;7889;Internacional;01/06/2014;Fluminense 1 X 1 Internacional - 
3;5;7891;Seleção Itália;08/06/2014;Fluminense 3 X 5 Seleção Itália - 
2;3;7893;Criciúma;16/07/2014;Fluminense 2 X 3 Criciúma - 
1;0;7895;Santos;20/07/2014;Fluminense 1 X 0 Santos - 
3;0;7897;Athletico PR;27/07/2014;Fluminense 3 X 0 Athletico PR - 
1;1;7898;São Raimundo PA;18/08/1987;Fluminense 1 X 1 São Raimundo PA - 
2;0;7899;Goiás;03/08/2014;Fluminense 2 X 0 Goiás - 
3;0;7900;América RN;06/08/2014;Fluminense 3 X 0 América RN - 
1;1;7901;Coritiba;09/08/2014;Fluminense 1 X 1 Coritiba - 
2;5;7902;América RN;13/08/2014;Fluminense 2 X 5 América RN - 
0;2;7903;Botafogo;17/08/2014;Fluminense 0 X 2 Botafogo - 
0;1;7904;Chapecoense;20/08/2014;Fluminense 0 X 1 Chapecoense - 
4;0;7905;Sport;24/08/2014;Fluminense 4 X 0 Sport - 
2;1;7906;Goiás;28/08/2014;Fluminense 2 X 1 Goiás - 
1;1;7907;Corinthians;31/08/2014;Fluminense 1 X 1 Corinthians - 
0;1;7908;Goiás;03/09/2014;Fluminense 0 X 1 Goiás - 
3;3;7909;Cruzeiro;07/09/2014;Fluminense 3 X 3 Cruzeiro - 
1;1;7910;Figueirense;10/09/2014;Fluminense 1 X 1 Figueirense - 
3;0;7911;Palmeiras;13/09/2014;Fluminense 3 X 0 Palmeiras - 
1;3;7913;Vitória BA;17/09/2014;Fluminense 1 X 3 Vitória BA - 
1;1;7914;Flamengo;21/09/2014;Fluminense 1 X 1 Flamengo - 
0;0;7915;Grêmio;24/09/2014;Fluminense 0 X 0 Grêmio - 
3;1;7916;São Paulo;27/09/2014;Fluminense 3 X 1 São Paulo - 
1;1;7917;Bahia;04/10/2014;Fluminense 1 X 1 Bahia - 
0;0;7918;Atlético MG;09/10/2014;Fluminense 0 X 0 Atlético MG - 
1;2;7919;Internacional;12/10/2014;Fluminense 1 X 2 Internacional - 
4;2;7920;Criciúma;18/10/2014;Fluminense 4 X 2 Criciúma - 
1;0;7921;Santos;22/10/2014;Fluminense 1 X 0 Santos - 
2;1;7922;Athletico PR;25/10/2014;Fluminense 2 X 1 Athletico PR - 
2;0;7923;Goiás;01/11/2014;Fluminense 2 X 0 Goiás - 
0;1;7924;Coritiba;08/11/2014;Fluminense 0 X 1 Coritiba - 
1;0;7925;Botafogo;15/11/2014;Fluminense 1 X 0 Botafogo - 
1;4;7926;Chapecoense;20/11/2014;Fluminense 1 X 4 Chapecoense - 
2;2;7927;Sport;23/11/2014;Fluminense 2 X 2 Sport - 
5;2;7928;Corinthians;30/11/2014;Fluminense 5 X 2 Corinthians - 
1;2;7929;Cruzeiro;07/12/2014;Fluminense 1 X 2 Cruzeiro - 
0;3;7932;Bayer Leverkusen;15/01/2015;Fluminense 0 X 3 Bayer Leverkusen - 
2;3;7935;Colonia;17/01/2015;Fluminense 2 X 3 Colonia - 
2;1;7936;Friburguense;01/02/2015;Fluminense 2 X 1 Friburguense - 
4;1;7937;Nova Iguaçu;04/02/2015;Fluminense 4 X 1 Nova Iguaçu - 
2;1;7939;Bangu;08/02/2015;Fluminense 2 X 1 Bangu - 
3;0;7940;Boavista;12/02/2015;Fluminense 3 X 0 Boavista - 
1;2;7941;Volta Redonda;18/02/2015;Fluminense 1 X 2 Volta Redonda - 
0;1;7942;Vasco;22/02/2015;Fluminense 0 X 1 Vasco - 
1;0;7943;Resende;01/03/2015;Fluminense 1 X 0 Resende - 
3;1;7944;Botafogo;08/03/2015;Fluminense 3 X 1 Botafogo - 
3;0;7945;Bonsucesso;12/03/2015;Fluminense 3 X 0 Bonsucesso - 
0;1;7946;Macaé;15/03/2015;Fluminense 0 X 1 Macaé - 
1;1;7947;Tigres;21/03/2015;Fluminense 1 X 1 Tigres - 
3;0;7948;Cabofriense;26/03/2015;Fluminense 3 X 0 Cabofriense - 
4;2;7949;Barra Mansa;29/03/2015;Fluminense 4 X 2 Barra Mansa - 
0;3;7950;Flamengo;05/04/2015;Fluminense 0 X 3 Flamengo - 
2;1;7951;Madureira;08/04/2015;Fluminense 2 X 1 Madureira - 
2;1;7952;Botafogo;11/04/2015;Fluminense 2 X 1 Botafogo - 
1;2;7953;Botafogo;18/04/2015;Fluminense 1 X 2 Botafogo - 
1;0;7954;Joinville;09/05/2015;Fluminense 1 X 0 Joinville - 
1;4;7955;Atlético MG;17/05/2015;Fluminense 1 X 4 Atlético MG - 
0;0;7956;Corinthians;24/05/2015;Fluminense 0 X 0 Corinthians - 
3;2;7957;Flamengo;31/05/2015;Fluminense 3 X 2 Flamengo - 
2;0;7958;Coritiba;04/06/2015;Fluminense 2 X 0 Coritiba - 
0;0;7959;Sport;07/06/2015;Fluminense 0 X 0 Sport - 
1;2;7960;Palmeiras;14/06/2015;Fluminense 1 X 2 Palmeiras - 
2;0;7961;Ponte Preta;24/06/2015;Fluminense 2 X 0 Ponte Preta - 
2;1;7962;Goiás;28/06/2015;Fluminense 2 X 1 Goiás - 
2;1;7963;Santos;02/07/2015;Fluminense 2 X 1 Santos - 
0;0;7964;São Paulo;05/07/2015;Fluminense 0 X 0 São Paulo - 
1;0;7965;Cruzeiro;09/07/2015;Fluminense 1 X 0 Cruzeiro - 
2;1;7966;Athletico PR;12/07/2015;Fluminense 2 X 1 Athletico PR - 
1;2;7967;Vasco;19/07/2015;Fluminense 1 X 2 Vasco - 
1;2;7968;Chapecoense;26/07/2015;Fluminense 1 X 2 Chapecoense - 
1;0;7970;Grêmio;01/08/2015;Fluminense 1 X 0 Grêmio - 
0;1;7972;Avaí;08/08/2015;Fluminense 0 X 1 Avaí - 
0;1;7973;Internacional;12/08/2015;Fluminense 0 X 1 Internacional - 
2;1;7974;Figueirense;16/08/2015;Fluminense 2 X 1 Figueirense - 
2;1;7975;Paysandu;20/08/2015;Fluminense 2 X 1 Paysandu - 
1;2;7976;Joinville;23/08/2015;Fluminense 1 X 2 Joinville - 
2;1;7977;Paysandu;26/08/2015;Fluminense 2 X 1 Paysandu - 
1;2;7978;Atlético MG;30/08/2015;Fluminense 1 X 2 Atlético MG - 
0;2;7980;Corinthians;02/09/2015;Fluminense 0 X 2 Corinthians - 
1;3;7982;Flamengo;06/09/2015;Fluminense 1 X 3 Flamengo - 
1;1;7983;Coritiba;09/09/2015;Fluminense 1 X 1 Coritiba - 
0;1;7984;Sport;13/09/2015;Fluminense 0 X 1 Sport - 
1;4;7985;Palmeiras;16/09/2015;Fluminense 1 X 4 Palmeiras - 
1;3;7987;Ponte Preta;19/09/2015;Fluminense 1 X 3 Ponte Preta - 
0;0;7988;Grêmio;23/09/2015;Fluminense 0 X 0 Grêmio - 
2;0;7989;Goiás;26/09/2015;Fluminense 2 X 0 Goiás - 
1;1;7990;Grêmio;30/09/2015;Fluminense 1 X 1 Grêmio - 
1;3;7991;Santos;04/10/2015;Fluminense 1 X 3 Santos - 
2;0;7992;São Paulo;14/10/2015;Fluminense 2 X 0 São Paulo - 
0;2;7993;Cruzeiro;18/10/2015;Fluminense 0 X 2 Cruzeiro - 
2;1;7994;Palmeiras;21/10/2015;Fluminense 2 X 1 Palmeiras - 
0;1;7995;Athletico PR;24/10/2015;Fluminense 0 X 1 Athletico PR - 
1;2;7996;Palmeiras;28/10/2015;Fluminense 1 X 2 Palmeiras - 
1;0;7998;Vasco;01/11/2015;Fluminense 1 X 0 Vasco - 
2;3;8001;Chapecoense;07/11/2015;Fluminense 2 X 3 Chapecoense - 
0;1;8002;Grêmio;19/11/2015;Fluminense 0 X 1 Grêmio - 
3;1;8003;Avaí;22/11/2015;Fluminense 3 X 1 Avaí - 
1;1;8004;Internacional;28/11/2015;Fluminense 1 X 1 Internacional - 
0;1;8005;Figueirense;06/12/2015;Fluminense 0 X 1 Figueirense - 
1;1;8006;Shakhtar Donetsk;17/01/2016;Fluminense 1 X 1 Shakhtar Donetsk - 
0;1;8007;Internacional;20/01/2016;Fluminense 0 X 1 Internacional - 
0;1;8008;Athletico PR;27/01/2016;Fluminense 0 X 1 Athletico PR - 
1;3;8009;Volta Redonda;31/01/2016;Fluminense 1 X 3 Volta Redonda - 
4;0;8010;Bonsucesso;03/02/2016;Fluminense 4 X 0 Bonsucesso - 
3;3;8011;Madureira;11/02/2016;Fluminense 3 X 3 Madureira - 
4;0;8012;Tigres;14/02/2016;Fluminense 4 X 0 Tigres - 
4;3;8013;Cruzeiro;17/02/2016;Fluminense 4 X 3 Cruzeiro - 
1;2;8014;Flamengo;21/02/2016;Fluminense 1 X 2 Flamengo - 
0;2;8015;Botafogo;24/02/2016;Fluminense 0 X 2 Botafogo - 
2;1;8016;Friburguense;02/03/2016;Fluminense 2 X 1 Friburguense - 
1;0;8017;América;06/03/2016;Fluminense 1 X 0 América - 
2;0;8018;Criciúma;10/03/2016;Fluminense 2 X 0 Criciúma - 
1;1;8019;Botafogo;13/03/2016;Fluminense 1 X 1 Botafogo - 
0;0;8020;Flamengo;20/03/2016;Fluminense 0 X 0 Flamengo - 
2;2;8021;Internacional;23/03/2016;Fluminense 2 X 2 Internacional - 
3;0;8022;Boavista;27/03/2016;Fluminense 3 X 0 Boavista - 
1;0;8023;Bangu;30/03/2016;Fluminense 1 X 0 Bangu - 
3;1;8024;Madureira;02/04/2016;Fluminense 3 X 1 Madureira - 
3;0;8025;Tombense;06/04/2016;Fluminense 3 X 0 Tombense - 
2;0;8026;Volta Redonda;10/04/2016;Fluminense 2 X 0 Volta Redonda - 
0;1;8027;Vasco;17/04/2016;Fluminense 0 X 1 Vasco - 
1;0;8028;Athletico PR;20/04/2016;Fluminense 1 X 0 Athletico PR - 
0;1;8029;Botafogo;24/04/2016;Fluminense 0 X 1 Botafogo - 
3;3;8030;Ferroviária;04/05/2016;Fluminense 3 X 3 Ferroviária - 
3;0;8031;Ferroviária;12/05/2016;Fluminense 3 X 0 Ferroviária - 
1;0;8032;América MG;15/05/2016;Fluminense 1 X 0 América MG - 
2;2;8033;Santa Cruz;21/05/2016;Fluminense 2 X 2 Santa Cruz - 
0;2;8034;Palmeiras;25/05/2016;Fluminense 0 X 2 Palmeiras - 
1;0;8035;Botafogo;29/05/2016;Fluminense 1 X 0 Botafogo - 
1;1;8036;Atlético MG;01/06/2016;Fluminense 1 X 1 Atlético MG - 
0;0;8037;Chapecoense;04/06/2016;Fluminense 0 X 0 Chapecoense - 
1;1;8038;Grêmio;11/06/2016;Fluminense 1 X 1 Grêmio - 
1;0;8039;Corinthians;16/06/2016;Fluminense 1 X 0 Corinthians - 
1;2;8040;Sport;19/06/2016;Fluminense 1 X 2 Sport - 
2;4;8041;Santos;22/06/2016;Fluminense 2 X 4 Santos - 
2;1;8042;Flamengo;26/06/2016;Fluminense 2 X 1 Flamengo - 
1;2;8044;São Paulo;29/06/2016;Fluminense 1 X 2 São Paulo - 
0;0;8045;Coritiba;02/07/2016;Fluminense 0 X 0 Coritiba - 
1;1;8046;Ypiranga RS;06/07/2016;Fluminense 1 X 1 Ypiranga RS - 
0;0;8047;Vitória BA;10/07/2016;Fluminense 0 X 0 Vitória BA - 
2;0;8048;Cruzeiro;17/07/2016;Fluminense 2 X 0 Cruzeiro - 
0;1;8049;Athletico PR;24/07/2016;Fluminense 0 X 1 Athletico PR - 
2;0;8050;Ypiranga RS;27/07/2016;Fluminense 2 X 0 Ypiranga RS - 
3;0;8051;Ponte Preta;31/07/2016;Fluminense 3 X 0 Ponte Preta - 
2;2;8052;Internacional;07/08/2016;Fluminense 2 X 2 Internacional - 
1;0;8053;América MG;14/08/2016;Fluminense 1 X 0 América MG - 
1;0;8054;Santa Cruz;21/08/2016;Fluminense 1 X 0 Santa Cruz - 
0;2;8055;Palmeiras;28/08/2016;Fluminense 0 X 2 Palmeiras - 
1;1;8056;Corinthians;31/08/2016;Fluminense 1 X 1 Corinthians - 
3;2;8057;Figueirense;03/09/2016;Fluminense 3 X 2 Figueirense - 
0;1;8058;Botafogo;07/09/2016;Fluminense 0 X 1 Botafogo - 
4;2;8059;Atlético MG;12/09/2016;Fluminense 4 X 2 Atlético MG - 
1;2;8060;Chapecoense;15/09/2016;Fluminense 1 X 2 Chapecoense - 
1;0;8061;Grêmio;18/09/2016;Fluminense 1 X 0 Grêmio - 
0;1;8062;Corinthians;21/09/2016;Fluminense 0 X 1 Corinthians - 
1;0;8063;Corinthians;25/09/2016;Fluminense 1 X 0 Corinthians - 
3;1;8064;Sport;01/10/2016;Fluminense 3 X 1 Sport - 
1;2;8065;Santos;05/10/2016;Fluminense 1 X 2 Santos - 
1;2;8066;Flamengo;13/10/2016;Fluminense 1 X 2 Flamengo - 
1;2;8067;São Paulo;17/10/2016;Fluminense 1 X 2 São Paulo - 
1;1;8068;Coritiba;23/10/2016;Fluminense 1 X 1 Coritiba - 
2;2;8069;Vitória BA;28/10/2016;Fluminense 2 X 2 Vitória BA - 
2;4;8070;Cruzeiro;06/11/2016;Fluminense 2 X 4 Cruzeiro - 
1;1;8071;Athletico PR;15/11/2016;Fluminense 1 X 1 Athletico PR - 
0;1;8072;Ponte Preta;20/11/2016;Fluminense 0 X 1 Ponte Preta - 
0;1;8073;Figueirense;27/11/2016;Fluminense 0 X 1 Figueirense - 
1;1;8074;Internacional;11/12/2016;Fluminense 1 X 1 Internacional - 
3;2;8075;Criciúma;24/01/2017;Fluminense 3 X 2 Criciúma - 
3;0;8076;Vasco;29/01/2017;Fluminense 3 X 0 Vasco - 
1;0;8077;Resende;01/02/2017;Fluminense 1 X 0 Resende - 
3;0;8078;Portuguesa;05/02/2017;Fluminense 3 X 0 Portuguesa - 
0;1;8079;Internacional;08/02/2017;Fluminense 0 X 1 Internacional - 
4;0;8080;Bangu;12/02/2017;Fluminense 4 X 0 Bangu - 
5;2;8081;Globo;15/02/2017;Fluminense 5 X 2 Globo - 
3;0;8082;Volta Redonda;18/02/2017;Fluminense 3 X 0 Volta Redonda - 
0;0;8083;Madureira;25/02/2017;Fluminense 0 X 0 Madureira - 
3;1;8084;Sinop;01/03/2017;Fluminense 3 X 1 Sinop - 
3;3;8085;Flamengo;05/03/2017;Fluminense 3 X 3 Flamengo - 
1;1;8086;Criciúma;09/03/2017;Fluminense 1 X 1 Criciúma - 
2;0;8087;Boavista;12/03/2017;Fluminense 2 X 0 Boavista - 
3;2;8088;Criciúma;15/03/2017;Fluminense 3 X 2 Criciúma - 
1;3;8089;Nova Iguaçu;19/03/2017;Fluminense 1 X 3 Nova Iguaçu - 
0;2;8090;São Paulo;09/08/1944;Fluminense 0 X 2 São Paulo - 
3;2;8091;Botafogo;23/03/2017;Fluminense 3 X 2 Botafogo - 
3;0;8092;Macaé;26/03/2017;Fluminense 3 X 0 Macaé - 
2;2;8093;Madureira;29/03/2017;Fluminense 2 X 2 Madureira - 
1;1;8094;Flamengo;02/04/2017;Fluminense 1 X 1 Flamengo - 
2;0;8096;Liverpool URU;05/04/2017;Fluminense 2 X 0 Liverpool URU - 
1;3;8097;Botafogo;09/04/2017;Fluminense 1 X 3 Botafogo - 
1;2;8099;Goiás;13/04/2017;Fluminense 1 X 2 Goiás - 
3;0;8101;Goiás;19/04/2017;Fluminense 3 X 0 Goiás - 
3;0;8103;Vasco;22/04/2017;Fluminense 3 X 0 Vasco - 
1;1;8104;Brasil RS;26/04/2017;Fluminense 1 X 1 Brasil RS - 
0;1;8105;Flamengo;30/04/2017;Fluminense 0 X 1 Flamengo - 
1;2;8106;Flamengo;07/05/2017;Fluminense 1 X 2 Flamengo - 
0;1;8107;Liverpool URU;10/05/2017;Fluminense 0 X 1 Liverpool URU - 
3;2;8108;Santos;14/05/2017;Fluminense 3 X 2 Santos - 
1;3;8109;Grêmio;17/05/2017;Fluminense 1 X 3 Grêmio - 
2;1;8110;Atlético MG;21/05/2017;Fluminense 2 X 1 Atlético MG - 
2;3;8111;Vasco;27/05/2017;Fluminense 2 X 3 Vasco - 
0;2;8112;Grêmio;31/05/2017;Fluminense 0 X 2 Grêmio - 
2;1;8113;Vitória BA;03/06/2017;Fluminense 2 X 1 Vitória BA - 
1;1;8115;Athletico PR;06/06/2017;Fluminense 1 X 1 Athletico PR - 
1;3;8116;Palmeiras;10/06/2017;Fluminense 1 X 3 Palmeiras - 
0;2;8117;Grêmio;15/06/2017;Fluminense 0 X 2 Grêmio - 
2;2;8118;Flamengo;18/06/2017;Fluminense 2 X 2 Flamengo - 
3;0;8119;Avaí;21/06/2017;Fluminense 3 X 0 Avaí - 
1;1;8120;São Paulo;25/06/2017;Fluminense 1 X 1 São Paulo - 
4;0;8122;Universidad de Quito;29/06/2017;Fluminense 4 X 0 Universidad de Quito - 
3;3;8123;Chapecoense;03/07/2017;Fluminense 3 X 3 Chapecoense - 
1;1;8124;Bahia;09/07/2017;Fluminense 1 X 1 Bahia - 
0;1;8125;Botafogo;12/07/2017;Fluminense 0 X 1 Botafogo - 
2;1;8126;Coritiba;16/07/2017;Fluminense 2 X 1 Coritiba - 
1;1;8127;Cruzeiro;20/07/2017;Fluminense 1 X 1 Cruzeiro - 
0;1;8128;Corinthians;23/07/2017;Fluminense 0 X 1 Corinthians - 
2;1;8129;Universidad de Quito;26/07/2017;Fluminense 2 X 1 Universidad de Quito - 
2;2;8131;Sport;02/08/2017;Fluminense 2 X 2 Sport - 
3;1;8132;Atlético GO;05/08/2017;Fluminense 3 X 1 Atlético GO - 
0;0;8133;Ponte Preta;09/08/2017;Fluminense 0 X 0 Ponte Preta - 
0;0;8134;Santos;14/08/2017;Fluminense 0 X 0 Santos - 
2;1;8135;Atlético MG;21/08/2017;Fluminense 2 X 1 Atlético MG - 
0;1;8136;Vasco;26/08/2017;Fluminense 0 X 1 Vasco - 
0;2;8137;Londrina;30/08/2017;Fluminense 0 X 2 Londrina - 
2;2;8138;Vitória BA;10/09/2017;Fluminense 2 X 2 Vitória BA - 
1;0;8139;LDU;14/09/2017;Fluminense 1 X 0 LDU - 
1;3;8140;Athletico PR;17/09/2017;Fluminense 1 X 3 Athletico PR - 
1;2;8141;LDU;21/09/2017;Fluminense 1 X 2 LDU - 
0;1;8142;Palmeiras;24/09/2017;Fluminense 0 X 1 Palmeiras - 
0;1;8143;Grêmio;01/10/2017;Fluminense 0 X 1 Grêmio - 
1;1;8144;Flamengo;12/10/2017;Fluminense 1 X 1 Flamengo - 
1;0;8145;Avaí;15/10/2017;Fluminense 1 X 0 Avaí - 
3;1;8146;São Paulo;18/10/2017;Fluminense 3 X 1 São Paulo - 
0;2;8147;Chapecoense;22/10/2017;Fluminense 0 X 2 Chapecoense - 
0;1;8148;Flamengo;25/10/2017;Fluminense 0 X 1 Flamengo - 
1;1;8149;Bahia;29/10/2017;Fluminense 1 X 1 Bahia - 
3;3;8150;Flamengo;01/11/2017;Fluminense 3 X 3 Flamengo - 
2;1;8151;Botafogo;04/11/2017;Fluminense 2 X 1 Botafogo - 
2;2;8152;Coritiba;09/11/2017;Fluminense 2 X 2 Coritiba - 
1;3;8153;Cruzeiro;12/11/2017;Fluminense 1 X 3 Cruzeiro - 
1;3;8154;Corinthians;15/11/2017;Fluminense 1 X 3 Corinthians - 
2;0;8155;Ponte Preta;20/11/2017;Fluminense 2 X 0 Ponte Preta - 
1;2;8156;Sport;25/11/2017;Fluminense 1 X 2 Sport - 
1;1;8157;Atlético GO;03/12/2017;Fluminense 1 X 1 Atlético GO - 
1;1;8159;PSV Eindhoven;12/01/2018;Fluminense 1 X 1 PSV Eindhoven - 
1;3;8160;Barcelona Guaiaquil;15/01/2018;Fluminense 1 X 3 Barcelona Guaiaquil - 
1;3;8161;Boavista;17/01/2018;Fluminense 1 X 3 Boavista - 
0;0;8162;Botafogo;20/01/2018;Fluminense 0 X 0 Botafogo - 
0;0;8163;Portuguesa;24/01/2018;Fluminense 0 X 0 Portuguesa - 
2;1;8164;Madureira;28/01/2018;Fluminense 2 X 1 Madureira - 
1;0;8167;Caldense;31/01/2018;Fluminense 1 X 0 Caldense - 
1;0;8168;Macaé;03/02/2018;Fluminense 1 X 0 Macaé - 
5;0;8169;Salgueiro;15/02/2018;Fluminense 5 X 0 Salgueiro - 
4;0;8170;Bangu;21/02/2018;Fluminense 4 X 0 Bangu - 
4;0;8171;Flamengo;24/02/2018;Fluminense 4 X 0 Flamengo - 
1;2;8172;Avaí;01/03/2018;Fluminense 1 X 2 Avaí - 
2;1;8173;Volta Redonda;04/03/2018;Fluminense 2 X 1 Volta Redonda - 
0;0;8174;Vasco;07/03/2018;Fluminense 0 X 0 Vasco - 
2;1;8175;Nova Iguaçu;11/03/2018;Fluminense 2 X 1 Nova Iguaçu - 
3;2;8176;Bahia;02/02/1958;Fluminense 3 X 2 Bahia - 
0;1;8177;Avaí;15/03/2018;Fluminense 0 X 1 Avaí - 
1;1;8178;Cabofriense;18/03/2018;Fluminense 1 X 1 Cabofriense - 
1;1;8179;Flamengo;22/03/2018;Fluminense 1 X 1 Flamengo - 
3;0;8180;Botafogo;25/03/2018;Fluminense 3 X 0 Botafogo - 
2;3;8181;Vasco;29/03/2018;Fluminense 2 X 3 Vasco - 
3;0;8182;Nacional Potosí;11/04/2018;Fluminense 3 X 0 Nacional Potosí - 
1;2;8183;Corinthians;15/04/2018;Fluminense 1 X 2 Corinthians - 
1;0;8184;Cruzeiro;22/04/2018;Fluminense 1 X 0 Cruzeiro - 
1;1;8185;São Paulo;29/04/2018;Fluminense 1 X 1 São Paulo - 
2;1;8186;Vitória BA;06/05/2018;Fluminense 2 X 1 Vitória BA - 
0;2;8187;Nacional Potosí;10/05/2018;Fluminense 0 X 2 Nacional Potosí - 
1;2;8188;Botafogo;14/05/2018;Fluminense 1 X 2 Botafogo - 
2;0;8189;Athletico PR;20/05/2018;Fluminense 2 X 0 Athletico PR - 
3;1;8190;Chapecoense;26/05/2018;Fluminense 3 X 1 Chapecoense - 
0;0;8191;Grêmio;30/05/2018;Fluminense 0 X 0 Grêmio - 
1;2;8192;Paraná;04/06/2018;Fluminense 1 X 2 Paraná - 
0;2;8193;Flamengo;07/06/2018;Fluminense 0 X 2 Flamengo - 
2;5;8194;Atlético MG;10/06/2018;Fluminense 2 X 5 Atlético MG - 
0;1;8195;Santos;13/06/2018;Fluminense 0 X 1 Santos - 
1;1;8196;Vasco;19/07/2018;Fluminense 1 X 1 Vasco - 
2;1;8197;Sport;22/07/2018;Fluminense 2 X 1 Sport - 
1;0;8198;Palmeiras;25/07/2018;Fluminense 1 X 0 Palmeiras - 
0;1;8199;Ceará;28/07/2018;Fluminense 0 X 1 Ceará - 
2;0;8200;Defensor;02/08/2018;Fluminense 2 X 0 Defensor - 
1;1;8201;Bahia;05/08/2018;Fluminense 1 X 1 Bahia - 
0;3;8202;Internacional;13/08/2018;Fluminense 0 X 3 Internacional - 
1;0;8203;Defensor;16/08/2018;Fluminense 1 X 0 Defensor - 
0;0;8204;América MG;19/08/2018;Fluminense 0 X 0 América MG - 
1;0;8205;Corinthians;22/08/2018;Fluminense 1 X 0 Corinthians - 
1;2;8206;Cruzeiro;25/08/2018;Fluminense 1 X 2 Cruzeiro - 
1;1;8207;São Paulo;02/09/2018;Fluminense 1 X 1 São Paulo - 
0;0;8208;Vitória BA;06/09/2018;Fluminense 0 X 0 Vitória BA - 
1;0;8209;Botafogo;09/09/2018;Fluminense 1 X 0 Botafogo - 
1;3;8210;Athletico PR;16/09/2018;Fluminense 1 X 3 Athletico PR - 
2;0;8211;Deportivo Cuenca;20/09/2018;Fluminense 2 X 0 Deportivo Cuenca - 
2;1;8212;Chapecoense;24/09/2018;Fluminense 2 X 1 Chapecoense - 
0;1;8213;Grêmio;29/09/2018;Fluminense 0 X 1 Grêmio - 
2;0;8214;Deportivo Cuenca;04/10/2018;Fluminense 2 X 0 Deportivo Cuenca - 
4;0;8215;Paraná;08/10/2018;Fluminense 4 X 0 Paraná - 
0;3;8216;Flamengo;13/10/2018;Fluminense 0 X 3 Flamengo - 
1;0;8217;Atlético MG;21/10/2018;Fluminense 1 X 0 Atlético MG - 
1;1;8218;Nacional Uruguai;24/10/2018;Fluminense 1 X 1 Nacional Uruguai - 
