# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20230803
# Data de termino: 20240324
Caminho da pagina e classe da tela;Data;Contagem de eventos;Visualizacoes
/jogador;20231107;25;33
/jogador;20231108;32;36
/jogador;20231109;19;30
/jogador;20231110;20;27
/jogador;20231111;17;29
/jogador;20231112;21;27
/jogador;20231113;53;56
/jogador;20231114;20;24
/jogador;20231115;27;36
/jogador;20231116;22;26
/jogador;20231117;22;27
/jogador;20231118;12;16
/jogador;20231119;34;38
/jogador;20231120;42;51
/jogador;20231121;35;40
/jogador;20231122;19;23
/jogador;20231123;39;48
/jogador;20231124;14;19
/jogador_batedor/672240000000;20231124;1;1
/jogador;20231125;33;43
/jogador_cartao/670240000000;20231125;0;1
/jogador_cartao/671240000000;20231125;0;1
/jogador;20231126;44;54
/jogador;20231127;41;50
/jogador;20231128;20;29
/jogador;20231129;15;23
/jogador;20231130;22;32
/jogador;20231201;10;21
/jogador_batedor/672240000000;20231201;0;1
/jogador_cartao/670240000000;20231201;0;1
/jogador;20231202;18;21
/jogador;20231203;18;30
/jogador;20231204;15;16
/jogador_batedor/672240000000;20231204;0;1
/jogador;20231205;26;35
/jogador;20231206;25;27
/jogador;20231207;10;15
/jogador;20231208;20;25
/jogador_batedor/672240000000;20231208;1;1
/jogador;20231209;11;13
/jogador;20231210;21;24
/jogador;20231211;32;36
/jogador;20231212;43;52
/jogador;20231213;35;42
/jogador_cartao/671240000000;20231213;0;1
/jogador;20231214;8;13
/jogador;20231215;7;14
/jogador;20231216;12;14
/jogador;20231217;14;26
/jogador;20231218;25;32
/jogador;20231219;18;26
/jogador;20231220;12;16
/jogador;20231221;8;12
/jogador_cartao/670240000000;20231221;1;2
/jogador;20231222;32;57
/jogador;20231223;36;43
/jogador;20231224;12;20
/jogador;20231225;13;17
/jogador;20231226;21;28
/jogador;20231227;19;21
/jogador;20231228;22;24
/jogador;20231229;58;58
/jogador;20231230;17;23
/jogador;20231231;20;22
/jogador;20240101;17;24
/jogador;20240102;25;36
/jogador;20240103;16;26
/jogador_cartao/671240000000;20240103;1;1
/jogador;20240104;35;47
/jogador;20240105;19;31
/jogador;20240106;25;32
/jogador;20240107;19;30
/jogador;20240108;18;32
/jogador;20240109;25;32
/jogador;20240110;27;33
/jogador;20240111;36;46
/jogador;20240112;21;26
/jogador_cartao/671240000000;20240112;1;1
/jogador;20240113;25;30
/jogador;20240114;32;38
/jogador;20240115;15;20
/jogador;20240116;22;24
/jogador;20240117;12;17
/jogador;20240118;32;39
/jogador;20240119;29;37
/jogador;20240120;40;55
/jogador;20240121;45;54
/jogador_batedor/672240000000;20240121;0;1
/jogador_cartao/671240000000;20240121;0;1
/jogador;20240122;18;23
/jogador;20240123;28;33
/jogador;20240124;31;36
/jogador;20240125;31;42
/jogador;20240126;34;43
/jogador;20240127;22;29
/jogador;20240128;18;21
/jogador;20240129;4;6
/jogador;20240130;51;62
/jogador_cartao/670240000000;20240130;1;1
/jogador;20240131;17;22
/jogador;20240201;47;58
/jogador;20240202;46;58
/jogador;20240203;27;34
/jogador;20240204;26;31
/jogador;20240205;20;25
/jogador;20240206;39;46
/jogador;20240207;27;34
/jogador;20240208;28;34
/jogador;20240209;31;35
/jogador;20240210;17;20
/jogador;20240211;11;14
/jogador;20240212;13;16
/jogador;20240213;10;13
/jogador;20240214;9;11
/jogador;20240215;26;29
/jogador;20240216;17;21
/jogador;20240217;13;20
/jogador;20240218;16;24
/jogador;20240219;130;138
/jogador;20240220;13;24
/jogador;20240221;8;12
/jogador;20240222;28;70
/jogador;20240223;12;22
/jogador;20240224;9;16
/jogador;20240225;16;23
/jogador;20240226;15;19
/jogador;20240227;24;32
/jogador;20240228;3;8
/jogador;20240229;21;24
/jogador_batedor/672240000000;20240229;1;1
/jogador;20240301;33;46
/jogador;20240302;42;50
/jogador;20240303;23;27
/jogador;20240304;14;22
/jogador;20240305;15;19
/jogador;20240306;13;19
/jogador;20240307;13;16
/jogador;20240308;4;6
/jogador;20240309;11;19
/jogador_cartao/671240000000;20240309;1;2
/jogador;20240310;11;16
/jogador;20240311;18;19
/jogador_cartao/670240000000;20240311;0;1
/jogador;20240312;10;14
/jogador;20240313;13;14
/jogador;20240314;7;12
/jogador;20240315;15;17
/jogador;20240316;8;9
/jogador;20240317;6;7
/jogador;20240318;9;12
/jogador;20240319;24;32
/jogador;20240320;51;57
/jogador;20240321;33;38
/jogador;20240322;11;15
/jogador;20240323;17;19
/jogador;20240324;25;32
