Data;Visualizações;Usuários;Novos Usuarios;Endereço;Página;Código
30/09/2023;1;1;0;mostra_estadiomais;mostra_estadiomais;#N/D
30/09/2023;1;1;0;mostra_estatistica;mostra_estatistica;#N/D
30/09/2023;1;1;0;mostra_fornecedor;mostra_fornecedor;#N/D
28/09/2023;1;1;0;mostra_goleada/610000000;mostra_goleada;610000000
28/09/2023;1;1;0;mostra_goleada/611000000;mostra_goleada;611000000
28/09/2023;1;1;0;mostra_goleada/612000000;mostra_goleada;612000000
28/09/2023;1;1;0;mostra_goleada/613000000;mostra_goleada;613000000
26/09/2023;1;1;0;mostra_gols_minuto;mostra_gols_minuto;#N/D
02/10/2023;1;1;0;mostra_jogador;mostra_jogador;#N/D
27/09/2023;1;1;0;mostra_jogador_gols;mostra_jogador_gols;#N/D
02/10/2023;1;1;0;mostra_jogo;mostra_jogo;#N/D
25/09/2023;1;1;0;mostra_paiscamp;mostra_paiscamp;#N/D
28/09/2023;1;1;0;mostra_paiscamp;mostra_paiscamp;#N/D
26/09/2023;1;1;0;mostra_patrocinio;mostra_patrocinio;#N/D
01/10/2023;1;1;0;mostra_penalti_ano;mostra_penalti_ano;#N/D
29/09/2023;1;1;0;mostra_placar;mostra_placar;#N/D
27/09/2023;1;1;0;mostra_ranking/290000000;mostra_ranking;290000000
27/09/2023;1;1;1;mostra_ranking/291210000;mostra_ranking;291210000
27/09/2023;1;1;0;mostra_ranking/292220000;mostra_ranking;292220000
27/09/2023;1;1;0;mostra_ranking/800800000000;mostra_ranking;8,008E+11
27/09/2023;1;1;0;mostra_ranking/800801000000;mostra_ranking;8,00801E+11
28/09/2023;1;1;0;mostra_ranking/800801000000;mostra_ranking;8,00801E+11
30/09/2023;1;1;0;mostra_ranking/800801000000;mostra_ranking;8,00801E+11
27/09/2023;1;1;0;mostra_ranking/800805000000;mostra_ranking;8,00805E+11
25/09/2023;1;1;0;mostra_ranking/800900000000;mostra_ranking;8,009E+11
26/09/2023;1;1;0;mostra_ranking/800900000000;mostra_ranking;8,009E+11
27/09/2023;1;1;0;mostra_ranking/800900000000;mostra_ranking;8,009E+11
28/09/2023;1;1;0;mostra_ranking/812000000000;mostra_ranking;8,12E+11
28/09/2023;1;1;0;mostra_ranking/814000000000;mostra_ranking;8,14E+11
27/09/2023;1;1;0;mostra_ranking/867000000000;mostra_ranking;8,67E+11
02/10/2023;1;1;0;mostra_ranking/867000000000;mostra_ranking;8,67E+11
26/09/2023;1;1;0;mostra_ranking/900000000000;mostra_ranking;9E+11
30/09/2023;1;1;0;mostra_ranking/900000000000;mostra_ranking;9E+11
02/10/2023;1;1;0;mostra_ranking/900000000000;mostra_ranking;9E+11
28/09/2023;1;1;0;mostra_ranking/900900000000;mostra_ranking;9,009E+11
29/09/2023;1;1;0;mostra_ranking/900900000000;mostra_ranking;9,009E+11
27/09/2023;1;1;0;mostra_ranking/900910000000;mostra_ranking;9,0091E+11
30/09/2023;1;1;0;mostra_ranking/900910000000;mostra_ranking;9,0091E+11
26/09/2023;1;1;0;mostra_ranking/900920000000;mostra_ranking;9,0092E+11
28/09/2023;1;1;0;mostra_ranking/900920000000;mostra_ranking;9,0092E+11
26/09/2023;1;1;0;mostra_ranking/900930000000;mostra_ranking;9,0093E+11
30/09/2023;1;1;0;mostra_ranking/902000000000;mostra_ranking;9,02E+11
29/09/2023;1;1;0;mostra_ranking/903000000000;mostra_ranking;9,03E+11
28/09/2023;1;1;0;mostra_ranking/904000000000;mostra_ranking;9,04E+11
28/09/2023;1;1;0;mostra_ranking/905000000000;mostra_ranking;9,05E+11
30/09/2023;1;1;0;mostra_ranking/905000000000;mostra_ranking;9,05E+11
01/10/2023;1;1;0;mostra_rkg/;mostra_rkg;
27/09/2023;1;1;0;mostra_sequencia/500000000;mostra_sequencia;500000000
28/09/2023;1;1;0;mostra_sequencia/500000300;mostra_sequencia;500000300
25/09/2023;1;1;0;mostra_sequencia2;mostra_sequencia2;#N/D
27/09/2023;1;1;0;mostra_sequencia2;mostra_sequencia2;#N/D
28/09/2023;1;1;0;mostra_tecadv;mostra_tecadv;#N/D
01/10/2023;1;1;0;mostra_tecnico_atuacao;mostra_tecnico_atuacao;#N/D
01/10/2023;1;1;0;mostra_temporada;mostra_temporada;#N/D
28/09/2023;1;1;0;mostra_todos;mostra_todos;#N/D
29/09/2023;1;1;0;mostra_todos_jogador;mostra_todos_jogador;#N/D
30/09/2023;1;1;0;mostra_todos_jogador;mostra_todos_jogador;#N/D
30/09/2023;1;1;0;mostra_todos_tecnico;mostra_todos_tecnico;#N/D
01/10/2023;1;1;0;mostra_todos_tecnico;mostra_todos_tecnico;#N/D
01/10/2023;1;1;0;penalti_ano/363000000;penalti_ano;363000000
29/09/2023;1;1;0;pontos_campeonato;pontos_campeonato;#N/D
29/09/2023;1;1;0;posicao_ano;posicao_ano;#N/D
29/09/2023;1;1;0;ranking_posicao;ranking_posicao;#N/D
26/09/2023;1;1;0;time_base;time_base;#N/D
27/09/2023;1;1;0;time_base;time_base;#N/D
01/10/2023;1;1;0;time_base;time_base;#N/D
28/09/2023;1;1;0;todas_camisas/400000000;todas_camisas;400000000
05/10/2023;131;117;49;inicial;inicial;#VALOR!
06/10/2023;102;83;38;inicial;inicial;#VALOR!
03/10/2023;68;57;22;inicial;inicial;#VALOR!
04/10/2023;65;58;32;inicial;inicial;#VALOR!
08/10/2023;63;55;22;inicial;inicial;#VALOR!
05/10/2023;57;47;0;mostra_adversario;mostra_adversario;#N/D
05/10/2023;51;47;1;adversario;adversario;#N/D
07/10/2023;49;43;18;inicial;inicial;#VALOR!
02/10/2023;47;39;12;inicial;inicial;#VALOR!
06/10/2023;45;37;0;adversario;adversario;#N/D
06/10/2023;44;35;0;mostra_adversario;mostra_adversario;#N/D
05/10/2023;43;41;2;jogador;jogador;#N/D
05/10/2023;42;35;0;especial;especial;#N/D
05/10/2023;38;34;0;mostra_jogador;mostra_jogador;#N/D
08/10/2023;37;30;0;mostra_adversario;mostra_adversario;#N/D
08/10/2023;34;31;0;adversario;adversario;#N/D
06/10/2023;29;24;0;especial;especial;#N/D
05/10/2023;26;23;1;consulta_especial_jogador;consulta_especial_jogador;#N/D
06/10/2023;23;22;0;jogador;jogador;#N/D
02/10/2023;20;16;0;especial;especial;#N/D
02/10/2023;20;15;0;jogo;jogo;#N/D
05/10/2023;19;16;0;link_jogo/8737;link_jogo;8737
04/10/2023;18;16;0;adversario;adversario;#N/D
07/10/2023;18;17;1;adversario;adversario;#N/D
03/10/2023;18;13;0;especial;especial;#N/D
04/10/2023;18;14;0;especial;especial;#N/D
07/10/2023;18;15;0;mostra_adversario;mostra_adversario;#N/D
05/10/2023;17;17;0;campeonato;campeonato;#N/D
08/10/2023;17;12;0;especial;especial;#N/D
03/10/2023;16;13;0;jogador;jogador;#N/D
04/10/2023;16;15;1;jogador;jogador;#N/D
03/10/2023;16;13;0;mostra_jogador;mostra_jogador;#N/D
06/10/2023;16;15;0;mostra_jogador;mostra_jogador;#N/D
07/10/2023;15;14;1;especial;especial;#N/D
05/10/2023;15;14;0;mostra_campeonato;mostra_campeonato;#N/D
05/10/2023;15;14;0;mostra_ranking/900000000000;mostra_ranking;900000000000
05/10/2023;15;14;0;mostra_rkg/;mostra_rkg;
06/10/2023;14;12;0;campeonato;campeonato;#N/D
04/10/2023;14;10;0;jogo;jogo;#N/D
06/10/2023;14;13;0;jogo;jogo;#N/D
07/10/2023;14;13;1;jogo;jogo;#N/D
04/10/2023;14;13;0;mostra_adversario;mostra_adversario;#N/D
04/10/2023;14;13;0;mostra_jogador;mostra_jogador;#N/D
02/10/2023;14;10;0;mostra_jogo;mostra_jogo;#N/D
05/10/2023;13;11;0;consulta_especial_adversario;consulta_especial_adversario;#N/D
05/10/2023;13;11;0;geral;geral;#N/D
05/10/2023;13;12;0;jogo;jogo;#N/D
08/10/2023;13;11;0;jogo;jogo;#N/D
03/10/2023;12;11;0;adversario;adversario;#N/D
05/10/2023;12;10;0;mostra_especial/;mostra_especial;
02/10/2023;11;9;0;adversario;adversario;#N/D
07/10/2023;11;10;0;jogador;jogador;#N/D
03/10/2023;11;9;0;jogo;jogo;#N/D
03/10/2023;11;11;0;mostra_adversario;mostra_adversario;#N/D
06/10/2023;11;10;0;mostra_campeonato;mostra_campeonato;#N/D
06/10/2023;11;6;0;mostra_especial/;mostra_especial;
03/10/2023;11;7;0;mostra_jogo;mostra_jogo;#N/D
07/10/2023;11;8;0;mostra_jogo;mostra_jogo;#N/D
03/10/2023;10;9;0;campeonato;campeonato;#N/D
06/10/2023;10;8;0;curiosidade;curiosidade;#N/D
08/10/2023;10;10;0;jogador;jogador;#N/D
05/10/2023;10;9;0;link_jogador/2421;link_jogador;2421
02/10/2023;10;9;0;mostra_adversario;mostra_adversario;#N/D
07/10/2023;10;8;0;mostra_jogador;mostra_jogador;#N/D
05/10/2023;10;7;0;mostra_jogo;mostra_jogo;#N/D
06/10/2023;10;8;0;mostra_jogo;mostra_jogo;#N/D
06/10/2023;9;7;0;consulta_especial_jogador;consulta_especial_jogador;#N/D
05/10/2023;9;9;0;consulta_especial_tecnico;consulta_especial_tecnico;#N/D
08/10/2023;9;7;0;geral;geral;#N/D
02/10/2023;9;8;0;jogador;jogador;#N/D
02/10/2023;9;7;7;link_jogo/3574;link_jogo;3574
08/10/2023;9;9;0;mostra_jogador;mostra_jogador;#N/D
04/10/2023;9;3;0;mostra_jogo;mostra_jogo;#N/D
03/10/2023;9;8;0;mostra_tecnico;mostra_tecnico;#N/D
03/10/2023;9;9;0;tecnico;tecnico;#N/D
07/10/2023;8;7;0;campeonato;campeonato;#N/D
05/10/2023;8;6;0;consulta_especial_campeonato;consulta_especial_campeonato;#N/D
06/10/2023;8;8;0;estadio;estadio;#N/D
04/10/2023;8;8;0;geral;geral;#N/D
04/10/2023;8;8;0;grafico;grafico;#N/D
05/10/2023;8;7;0;grafico;grafico;#N/D
03/10/2023;8;7;0;mostra_campeonato;mostra_campeonato;#N/D
02/10/2023;8;7;0;mostra_jogador;mostra_jogador;#N/D
08/10/2023;7;7;0;campeonato;campeonato;#N/D
03/10/2023;7;4;0;consulta_especial_campeonato;consulta_especial_campeonato;#N/D
05/10/2023;7;6;0;consulta_ranking/900103000000;consulta_ranking;900103000000
05/10/2023;7;6;0;link_adversario/115;link_adversario;115
07/10/2023;7;4;0;link_jogo/8737;link_jogo;8737
07/10/2023;7;6;0;mostra_campeonato;mostra_campeonato;#N/D
05/10/2023;7;7;0;mostra_ranking/867000000000;mostra_ranking;867000000000
06/10/2023;7;4;0;mostra_rkg/;mostra_rkg;
05/10/2023;7;7;0;mostra_tecnico;mostra_tecnico;#N/D
05/10/2023;7;7;0;tecnico;tecnico;#N/D
05/10/2023;6;4;0;consulta_especial/100999000;consulta_especial;100999000
06/10/2023;6;5;0;consulta_especial_adversario;consulta_especial_adversario;#N/D
06/10/2023;6;6;0;consulta_especial_estadio;consulta_especial_estadio;#N/D
05/10/2023;6;6;0;consulta_especial_gerais;consulta_especial_gerais;#N/D
02/10/2023;6;5;0;consulta_especial_jogador;consulta_especial_jogador;#N/D
07/10/2023;6;6;0;consulta_especial_jogador;consulta_especial_jogador;#N/D
02/10/2023;6;6;0;estadio;estadio;#N/D
04/10/2023;6;6;0;estadio;estadio;#N/D
06/10/2023;6;4;0;grafico_artilheiro/500;grafico_artilheiro;500
06/10/2023;6;6;0;link_adversario/277;link_adversario;277
05/10/2023;6;6;0;link_campeonato/799;link_campeonato;799
08/10/2023;6;1;0;mostra_especial_jogo;mostra_especial_jogo;#N/D
02/10/2023;6;5;0;mostra_estadio;mostra_estadio;#N/D
03/10/2023;5;5;2;arbitro;arbitro;#N/D
04/10/2023;5;4;0;arbitro;arbitro;#N/D
04/10/2023;5;4;0;campeonato;campeonato;#N/D
05/10/2023;5;4;0;consulta_especial/100102000;consulta_especial;100102000
03/10/2023;5;5;0;consulta_especial_jogador;consulta_especial_jogador;#N/D
04/10/2023;5;4;0;consulta_especial_jogador;consulta_especial_jogador;#N/D
03/10/2023;5;4;0;consulta_especial_jogos;consulta_especial_jogos;#N/D
02/10/2023;5;5;0;consulta_especial_tecnico;consulta_especial_tecnico;#N/D
05/10/2023;5;5;0;consulta_ranking/900100000000;consulta_ranking;900100000000
06/10/2023;5;3;0;credito;credito;#N/D
04/10/2023;5;4;0;curiosidade;curiosidade;#N/D
06/10/2023;5;5;0;geral;geral;#N/D
06/10/2023;5;5;0;grafico;grafico;#N/D
08/10/2023;5;5;0;grafico;grafico;#N/D
06/10/2023;5;3;3;link_adversario/511;link_adversario;511
05/10/2023;5;5;0;link_arbitro/1519;link_arbitro;1519
07/10/2023;5;5;5;link_jogo/4990;link_jogo;4990
06/10/2023;5;4;0;link_jogo/6060;link_jogo;6060
06/10/2023;5;5;0;link_jogo/7280;link_jogo;7280
04/10/2023;5;5;5;link_mascote/686;link_mascote;686
08/10/2023;5;4;0;link_todos/35/100;link_todos;35/100
07/10/2023;5;4;0;mostra_arbitro;mostra_arbitro;#N/D
04/10/2023;5;4;0;mostra_campeonato;mostra_campeonato;#N/D
08/10/2023;5;5;0;mostra_campeonato;mostra_campeonato;#N/D
02/10/2023;5;3;0;mostra_especial/;mostra_especial;
05/10/2023;5;5;0;mostra_especial_jogo;mostra_especial_jogo;#N/D
04/10/2023;5;5;0;mostra_estadio;mostra_estadio;#N/D
06/10/2023;5;5;0;mostra_estadio;mostra_estadio;#N/D
05/10/2023;5;4;0;mostra_jogador_gols;mostra_jogador_gols;#N/D
05/10/2023;5;5;0;mostra_ranking/800801000000;mostra_ranking;800801000000
05/10/2023;5;5;0;mostra_ranking/900900000000;mostra_ranking;900900000000
05/10/2023;4;4;0;arbitro;arbitro;#N/D
06/10/2023;4;4;0;arbitro;arbitro;#N/D
07/10/2023;4;4;0;arbitro;arbitro;#N/D
04/10/2023;4;4;0;camisa;camisa;#N/D
02/10/2023;4;4;0;campeonato;campeonato;#N/D
02/10/2023;4;2;0;consulta_especial/100102000;consulta_especial;100102000
05/10/2023;4;4;0;consulta_especial/100103000;consulta_especial;100103000
06/10/2023;4;4;0;consulta_especial/102103000;consulta_especial;102103000
02/10/2023;4;3;0;consulta_especial_adversario;consulta_especial_adversario;#N/D
06/10/2023;4;4;0;consulta_especial_campeonato;consulta_especial_campeonato;#N/D
07/10/2023;4;4;0;consulta_especial_gerais;consulta_especial_gerais;#N/D
08/10/2023;4;2;0;consulta_especial_gerais;consulta_especial_gerais;#N/D
05/10/2023;4;4;0;consulta_especial_jogos;consulta_especial_jogos;#N/D
06/10/2023;4;4;0;consulta_especial_jogos;consulta_especial_jogos;#N/D
08/10/2023;4;2;0;consulta_especial_jogos;consulta_especial_jogos;#N/D
07/10/2023;4;4;0;consulta_especial_tecnico;consulta_especial_tecnico;#N/D
05/10/2023;4;4;0;estadio;estadio;#N/D
08/10/2023;4;4;0;estadio;estadio;#N/D
07/10/2023;4;2;0;generico_ano/69310600;generico_ano;69310600
02/10/2023;4;4;0;geral;geral;#N/D
07/10/2023;4;4;0;geral;geral;#N/D
07/10/2023;4;4;0;grafico;grafico;#N/D
07/10/2023;4;2;2;link_adversario/147;link_adversario;147
03/10/2023;4;4;4;link_adversario/511;link_adversario;511
07/10/2023;4;4;4;link_adversario/511;link_adversario;511
03/10/2023;4;1;0;link_campeonato/403;link_campeonato;403
07/10/2023;4;4;0;link_jogador/950;link_jogador;950
07/10/2023;4;1;0;link_jogo/2238;link_jogo;2238
05/10/2023;4;3;0;link_jogo/8736;link_jogo;8736
05/10/2023;4;4;3;link_mascote/686;link_mascote;686
03/10/2023;4;1;0;lista_camp;lista_camp;#N/D
04/10/2023;4;3;0;mostra_arbitro;mostra_arbitro;#N/D
02/10/2023;4;4;0;mostra_campeonato;mostra_campeonato;#N/D
03/10/2023;4;3;0;mostra_especial_jogo;mostra_especial_jogo;#N/D
05/10/2023;4;4;0;mostra_estadio;mostra_estadio;#N/D
06/10/2023;4;4;0;mostra_ranking/800801000000;mostra_ranking;800801000000
04/10/2023;4;2;0;mostra_ranking/900000000000;mostra_ranking;900000000000
06/10/2023;4;4;0;mostra_ranking/900000000000;mostra_ranking;900000000000
05/10/2023;4;4;0;mostra_ranking/902000000000;mostra_ranking;902000000000
02/10/2023;4;3;0;mostra_rkg/;mostra_rkg;
07/10/2023;4;4;0;tecnico;tecnico;#N/D
04/10/2023;4;3;0;todas_camisas/400000000;todas_camisas;400000000
02/10/2023;3;3;0;arbitro;arbitro;#N/D
08/10/2023;3;3;0;arbitro;arbitro;#N/D
03/10/2023;3;3;0;camisa;camisa;#N/D
05/10/2023;3;3;0;camisa;camisa;#N/D
03/10/2023;3;1;0;consulta_campano/106720000;consulta_campano;106720000
03/10/2023;3;3;0;consulta_campeonato/103999000;consulta_campeonato;103999000
05/10/2023;3;2;0;consulta_campeonato/103999000;consulta_campeonato;103999000
06/10/2023;3;3;0;consulta_especial/100102000;consulta_especial;100102000
06/10/2023;3;2;0;consulta_especial/100103000;consulta_especial;100103000
07/10/2023;3;3;0;consulta_especial_adversario;consulta_especial_adversario;#N/D
08/10/2023;3;3;0;consulta_especial_adversario;consulta_especial_adversario;#N/D
08/10/2023;3;3;0;consulta_especial_classico;consulta_especial_classico;#N/D
02/10/2023;3;3;0;consulta_especial_gerais;consulta_especial_gerais;#N/D
08/10/2023;3;3;0;consulta_especial_jogador;consulta_especial_jogador;#N/D
02/10/2023;3;3;0;consulta_especial_resultados;consulta_especial_resultados;#N/D
06/10/2023;3;2;0;consulta_jogador/268106000;consulta_jogador;268106000
03/10/2023;3;2;0;consulta_jogo/654000000;consulta_jogo;654000000
05/10/2023;3;3;0;consulta_jogo/654000000;consulta_jogo;654000000
08/10/2023;3;2;0;consulta_presidente/130140000;consulta_presidente;130140000
04/10/2023;3;3;0;consulta_ranking/299106000000;consulta_ranking;299106000000
05/10/2023;3;3;0;consulta_ranking/800103000000;consulta_ranking;800103000000
06/10/2023;3;2;0;consulta_ranking/800103000000;consulta_ranking;800103000000
05/10/2023;3;3;0;consulta_ranking/900106000000;consulta_ranking;900106000000
04/10/2023;3;3;0;consulta_substituicao;consulta_substituicao;#N/D
06/10/2023;3;2;0;contato;contato;#N/D
02/10/2023;3;3;1;curiosidade;curiosidade;#N/D
07/10/2023;3;2;0;curiosidade;curiosidade;#N/D
08/10/2023;3;3;1;curiosidade;curiosidade;#N/D
03/10/2023;3;3;0;estadio_todos;estadio_todos;#N/D
05/10/2023;3;2;0;estadio_todos;estadio_todos;#N/D
03/10/2023;3;3;0;geral;geral;#N/D
03/10/2023;3;3;0;grafico;grafico;#N/D
04/10/2023;3;3;0;grafico_adversario/200;grafico_adversario;200
05/10/2023;3;3;0;grafico_artilheiro/500;grafico_artilheiro;500
06/10/2023;3;2;0;grafico_artilheiro/515;grafico_artilheiro;515
05/10/2023;3;3;0;grafico_artilheiro/562;grafico_artilheiro;562
05/10/2023;3;3;0;grafico_campeonato/203;grafico_campeonato;203
07/10/2023;3;3;0;link_adversario/115;link_adversario;115
06/10/2023;3;2;0;link_adversario/152;link_adversario;152
02/10/2023;3;3;3;link_adversario/511;link_adversario;511
08/10/2023;3;3;3;link_adversario/511;link_adversario;511
04/10/2023;3;3;3;link_campeonato/445;link_campeonato;445
05/10/2023;3;3;0;link_estadio/72;link_estadio;72
07/10/2023;3;3;0;link_jogador/2421;link_jogador;2421
03/10/2023;3;3;2;link_jogador/606;link_jogador;606
08/10/2023;3;1;0;link_jogo/2281;link_jogo;2281
06/10/2023;3;2;2;link_jogo/2934;link_jogo;2934
05/10/2023;3;3;3;link_jogo/2974;link_jogo;2974
05/10/2023;3;2;0;link_jogo/3648;link_jogo;3648
03/10/2023;3;2;0;link_jogo/4658;link_jogo;4658
04/10/2023;3;3;3;link_jogo/4990;link_jogo;4990
05/10/2023;3;3;3;link_jogo/4990;link_jogo;4990
06/10/2023;3;3;3;link_jogo/4990;link_jogo;4990
08/10/2023;3;3;2;link_jogo/4990;link_jogo;4990
07/10/2023;3;1;0;link_jogo/6489;link_jogo;6489
06/10/2023;3;3;0;link_jogo/7214;link_jogo;7214
02/10/2023;3;1;0;link_jogo/7757;link_jogo;7757
05/10/2023;3;3;0;link_jogo/8733;link_jogo;8733
06/10/2023;3;3;0;link_jogo/8737;link_jogo;8737
03/10/2023;3;1;0;link_todos/94/200;link_todos;94/200
05/10/2023;3;3;0;mostra_arbitro;mostra_arbitro;#N/D
06/10/2023;3;3;0;mostra_arbitro;mostra_arbitro;#N/D
08/10/2023;3;3;0;mostra_arbitro;mostra_arbitro;#N/D
08/10/2023;3;3;0;mostra_estadio;mostra_estadio;#N/D
02/10/2023;3;1;0;mostra_jogador_gols;mostra_jogador_gols;#N/D
03/10/2023;3;3;0;mostra_jogador_gols;mostra_jogador_gols;#N/D
06/10/2023;3;2;0;mostra_jogador_gols;mostra_jogador_gols;#N/D
07/10/2023;3;2;0;mostra_jogador_gols;mostra_jogador_gols;#N/D
08/10/2023;3;2;0;mostra_presidente;mostra_presidente;#N/D
07/10/2023;3;2;0;mostra_ranking/800801000000;mostra_ranking;800801000000
05/10/2023;3;3;0;mostra_ranking/801000000000;mostra_ranking;801000000000
07/10/2023;3;3;0;mostra_ranking/867000000000;mostra_ranking;867000000000
05/10/2023;3;3;0;mostra_ranking/903000000000;mostra_ranking;903000000000
04/10/2023;3;2;0;mostra_rkg/;mostra_rkg;
04/10/2023;3;3;0;mostra_substituicao/;mostra_substituicao;
07/10/2023;3;3;0;mostra_tecnico;mostra_tecnico;#N/D
03/10/2023;3;2;0;mostra_tempodet/;mostra_tempodet;
05/10/2023;3;3;0;mostra_todos;mostra_todos;#N/D
02/10/2023;3;3;0;tecnico;tecnico;#N/D
04/10/2023;3;3;0;tecnico;tecnico;#N/D
06/10/2023;3;3;0;tecnico;tecnico;#N/D
08/10/2023;2;2;0;camisa;camisa;#N/D
05/10/2023;2;1;0;consulta_espadv/203000000;consulta_espadv;203000000
08/10/2023;2;1;0;consulta_espadv/203000000;consulta_espadv;203000000
07/10/2023;2;1;0;consulta_especial/100102000;consulta_especial;100102000
05/10/2023;2;1;0;consulta_especial/100103102;consulta_especial;100103102
03/10/2023;2;2;0;consulta_especial/100999000;consulta_especial;100999000
07/10/2023;2;2;0;consulta_especial/105103000;consulta_especial;105103000
03/10/2023;2;2;0;consulta_especial_adversario;consulta_especial_adversario;#N/D
06/10/2023;2;2;0;consulta_especial_brasileiro;consulta_especial_brasileiro;#N/D
08/10/2023;2;2;0;consulta_especial_brasileiro;consulta_especial_brasileiro;#N/D
02/10/2023;2;2;0;consulta_especial_campeonato;consulta_especial_campeonato;#N/D
07/10/2023;2;2;0;consulta_especial_campeonato;consulta_especial_campeonato;#N/D
08/10/2023;2;2;0;consulta_especial_campeonato;consulta_especial_campeonato;#N/D
06/10/2023;2;2;0;consulta_especial_gerais;consulta_especial_gerais;#N/D
04/10/2023;2;2;0;consulta_especial_jogos;consulta_especial_jogos;#N/D
08/10/2023;2;2;0;consulta_especial_presidente;consulta_especial_presidente;#N/D
06/10/2023;2;2;0;consulta_especial_sequencia;consulta_especial_sequencia;#N/D
04/10/2023;2;2;0;consulta_especial_tecnico;consulta_especial_tecnico;#N/D
06/10/2023;2;2;0;consulta_especial_tecnico;consulta_especial_tecnico;#N/D
02/10/2023;2;1;0;consulta_estadio/102999000;consulta_estadio;102999000
05/10/2023;2;2;0;consulta_jogador/104999000;consulta_jogador;104999000
05/10/2023;2;2;0;consulta_jogador/268100000;consulta_jogador;268100000
07/10/2023;2;2;0;consulta_jogador/268103000;consulta_jogador;268103000
02/10/2023;2;1;0;consulta_jogador/268106000;consulta_jogador;268106000
03/10/2023;2;2;0;consulta_jogador/268106000;consulta_jogador;268106000
05/10/2023;2;2;0;consulta_jogador/268106000;consulta_jogador;268106000
02/10/2023;2;1;0;consulta_jogo/654106000;consulta_jogo;654106000
05/10/2023;2;2;0;consulta_jogo/655000000;consulta_jogo;655000000
05/10/2023;2;2;0;consulta_paiscamp;consulta_paiscamp;#N/D
07/10/2023;2;1;0;consulta_placar/680103000;consulta_placar;680103000
07/10/2023;2;1;0;consulta_placar/689102000;consulta_placar;689102000
07/10/2023;2;1;0;consulta_placar/689103000;consulta_placar;689103000
08/10/2023;2;1;0;consulta_placar/689103000;consulta_placar;689103000
03/10/2023;2;1;0;consulta_ranking/900100000000;consulta_ranking;900100000000
04/10/2023;2;1;0;consulta_ranking/900100000000;consulta_ranking;900100000000
06/10/2023;2;2;0;consulta_ranking/900100000000;consulta_ranking;900100000000
07/10/2023;2;2;0;consulta_ranking/900100000000;consulta_ranking;900100000000
04/10/2023;2;1;0;consulta_ranking/900103000000;consulta_ranking;900103000000
06/10/2023;2;2;0;consulta_ranking/900103000000;consulta_ranking;900103000000
03/10/2023;2;2;0;consulta_tempo/103528000;consulta_tempo;103528000
03/10/2023;2;2;0;curiosidade;curiosidade;#N/D
03/10/2023;2;2;0;estadio;estadio;#N/D
02/10/2023;2;1;0;estadio_todos;estadio_todos;#N/D
05/10/2023;2;2;0;generico_ano/10610600;generico_ano;10610600
07/10/2023;2;1;0;generico_ano/68510600;generico_ano;68510600
05/10/2023;2;1;0;generico_campeonato/902000000000;generico_campeonato;902000000000
05/10/2023;2;2;0;generico_tecnico/105875000;generico_tecnico;105875000
04/10/2023;2;2;0;grafico_artilheiro/500;grafico_artilheiro;500
07/10/2023;2;2;0;grafico_artilheiro/500;grafico_artilheiro;500
05/10/2023;2;2;0;grafico_artilheiro/563;grafico_artilheiro;563
04/10/2023;2;2;0;grafico_jogador/104;grafico_jogador;104
02/10/2023;2;2;0;link_adversario/115;link_adversario;115
04/10/2023;2;2;2;link_adversario/147;link_adversario;147
08/10/2023;2;1;1;link_adversario/147;link_adversario;147
03/10/2023;2;2;2;link_adversario/325;link_adversario;325
06/10/2023;2;1;0;link_adversario/35;link_adversario;35
02/10/2023;2;2;2;link_adversario/461;link_adversario;461
05/10/2023;2;2;2;link_adversario/461;link_adversario;461
04/10/2023;2;1;0;link_arbitro/1519;link_arbitro;1519
02/10/2023;2;2;1;link_arbitro/492;link_arbitro;492
06/10/2023;2;2;0;link_arbitro/854;link_arbitro;854
08/10/2023;2;2;2;link_campeonato/149;link_campeonato;149
03/10/2023;2;1;0;link_campeonato/406;link_campeonato;406
06/10/2023;2;2;1;link_campeonato/406;link_campeonato;406
03/10/2023;2;1;0;link_campeonato/408;link_campeonato;408
07/10/2023;2;2;1;link_campeonato/445;link_campeonato;445
06/10/2023;2;2;0;link_campeonato/661;link_campeonato;661
07/10/2023;2;0;0;link_estadio/102;link_estadio;102
05/10/2023;2;1;1;link_estadio/116;link_estadio;116
05/10/2023;2;2;1;link_estadio/23;link_estadio;23
06/10/2023;2;2;0;link_estadio/233;link_estadio;233
08/10/2023;2;1;0;link_gol/2476;link_gol;2476
02/10/2023;2;1;0;link_gol/764;link_gol;764
08/10/2023;2;2;2;link_jogador/1298;link_jogador;1298
05/10/2023;2;2;0;link_jogador/2015;link_jogador;2015
07/10/2023;2;2;0;link_jogador/2015;link_jogador;2015
05/10/2023;2;2;0;link_jogador/2200;link_jogador;2200
07/10/2023;2;2;0;link_jogador/2208;link_jogador;2208
05/10/2023;2;1;0;link_jogador/2367;link_jogador;2367
07/10/2023;2;2;0;link_jogador/2367;link_jogador;2367
07/10/2023;2;2;0;link_jogador/2415;link_jogador;2415
06/10/2023;2;2;0;link_jogador/2421;link_jogador;2421
07/10/2023;2;2;0;link_jogador/2422;link_jogador;2422
07/10/2023;2;2;0;link_jogador/2478;link_jogador;2478
07/10/2023;2;1;0;link_jogador/488;link_jogador;488
07/10/2023;2;1;0;link_jogador/539;link_jogador;539
07/10/2023;2;1;0;link_jogador/559;link_jogador;559
