Cidade;Data;Usuarios;Novos usuarios;Total;DT
Vitoria;20230831;1;0;1;2023-08-31
Vitoria;20230904;1;1;2;2023-09-04
Vitoria;20230906;1;0;1;2023-09-06
Vitoria;20230914;1;0;1;2023-09-14
Vitoria;20230918;1;0;1;2023-09-18
Vitoria da Conquista;20230803;1;1;2;2023-08-03
Vitoria da Conquista;20230811;1;0;1;2023-08-11
Vitoria da Conquista;20230818;1;0;1;2023-08-18
Vitoria da Conquista;20230821;1;1;2;2023-08-21
Vitoria da Conquista;20230915;1;0;1;2023-09-15
Vitoria da Conquista;20230917;1;1;2;2023-09-17
Volta Redonda;20230910;1;0;1;2023-09-10
Votorantim;20230822;1;1;2;2023-08-22
Waterloo;20230808;1;1;2;2023-08-08
Windermere;20230914;1;0;1;2023-09-14
Wolverhampton;20230914;1;1;2;2023-09-14
Xangri-la;20230807;1;1;2;2023-08-07
Xangri-la;20230813;1;1;2;2023-08-13
Xangri-la;20230824;1;0;1;2023-08-24
Xangri-la;20230826;1;0;1;2023-08-26
Xangri-la;20230902;1;0;1;2023-09-02
Xanxere;20230821;1;1;2;2023-08-21
Zurich;20230803;1;1;2;2023-08-03
Rio de Janeiro;20230919;52;21;54;2023-09-19
Rio de Janeiro;20230921;48;14;63;2023-09-21
Rio de Janeiro;20230918;38;19;40;2023-09-18
Rio de Janeiro;20230920;38;16;38;2023-09-20
Rio de Janeiro;20230922;27;11;31;2023-09-22
Rio de Janeiro;20230923;23;11;28;2023-09-23
Rio de Janeiro;20230924;13;3;18;2023-09-24
Sao Paulo;20230921;9;6;8;2023-09-21
Sao Paulo;20230924;9;8;9;2023-09-24
(not set);20230922;8;4;7;2023-09-22
(not set);20230923;7;5;6;2023-09-23
Sao Paulo;20230919;7;4;8;2023-09-19
Sao Paulo;20230923;7;5;6;2023-09-23
(not set);20230919;6;6;6;2023-09-19
Brasilia;20230918;6;4;5;2023-09-18
Brasilia;20230920;6;2;7;2023-09-20
Sao Paulo;20230918;6;5;4;2023-09-18
(not set);20230918;5;4;2;2023-09-18
(not set);20230920;5;5;4;2023-09-20
(not set);20230924;5;5;3;2023-09-24
Brasilia;20230922;5;0;6;2023-09-22
Sao Paulo;20230920;5;3;5;2023-09-20
Sao Paulo;20230922;5;3;4;2023-09-22
(not set);20230921;4;3;4;2023-09-21
Brasilia;20230923;4;1;6;2023-09-23
Brasilia;20230924;4;3;4;2023-09-24
Niteroi;20230921;4;2;4;2023-09-21
Petropolis;20230920;4;2;4;2023-09-20
Belem;20230918;3;2;1;2023-09-18
Brasilia;20230921;3;1;4;2023-09-21
Goiania;20230919;3;2;2;2023-09-19
Juiz de Fora;20230921;3;0;3;2023-09-21
Niteroi;20230918;3;0;3;2023-09-18
Niteroi;20230919;3;3;3;2023-09-19
Niteroi;20230920;3;2;2;2023-09-20
Petropolis;20230918;3;0;3;2023-09-18
Petropolis;20230919;3;2;3;2023-09-19
Recife;20230918;3;2;2;2023-09-18
Aracaju;20230919;2;2;1;2023-09-19
Araraquara;20230924;2;1;1;2023-09-24
Belo Horizonte;20230922;2;2;1;2023-09-22
Blumenau;20230923;2;2;1;2023-09-23
Brasilia;20230919;2;0;3;2023-09-19
Chiyoda City;20230919;2;2;0;2023-09-19
Contagem;20230920;2;2;2;2023-09-20
Curitiba;20230924;2;2;1;2023-09-24
Duque de Caxias;20230920;2;1;3;2023-09-20
Juiz de Fora;20230920;2;1;3;2023-09-20
Manaus;20230918;2;1;3;2023-09-18
Manaus;20230921;2;1;4;2023-09-21
Manaus;20230923;2;2;1;2023-09-23
Niteroi;20230922;2;1;2;2023-09-22
Petropolis;20230921;2;0;2;2023-09-21
Recife;20230924;2;1;2;2023-09-24
Rio das Ostras;20230922;2;1;2;2023-09-22
Salvador;20230918;2;2;2;2023-09-18
Salvador;20230919;2;1;1;2023-09-19
Sao Goncalo;20230918;2;1;1;2023-09-18
Sao Goncalo;20230919;2;1;1;2023-09-19
Sao Goncalo;20230924;2;1;2;2023-09-24
Sete Lagoas;20230922;2;2;1;2023-09-22
Uba;20230921;2;2;3;2023-09-21
Vila Velha;20230922;2;1;2;2023-09-22
Vitoria;20230922;2;1;2;2023-09-22
Abaetetuba;20230919;1;1;1;2023-09-19
Agudos;20230918;1;1;0;2023-09-18
Amadora;20230923;1;1;1;2023-09-23
Americo Brasiliense;20230921;1;1;0;2023-09-21
Anapolis;20230922;1;1;1;2023-09-22
Arapiraca;20230923;1;1;0;2023-09-23
Ararangua;20230921;1;1;1;2023-09-21
Araraquara;20230918;1;0;0;2023-09-18
Araruama;20230918;1;0;1;2023-09-18
Arcos;20230924;1;1;1;2023-09-24
Armacao dos Buzios;20230921;1;1;1;2023-09-21
Banbury;20230921;1;1;2;2023-09-21
Bauru;20230923;1;1;1;2023-09-23
Bauru;20230924;1;1;1;2023-09-24
Beja;20230922;1;1;1;2023-09-22
Belem;20230919;1;1;1;2023-09-19
Belem;20230920;1;1;0;2023-09-20
Belo Horizonte;20230921;1;0;1;2023-09-21
Belo Horizonte;20230923;1;1;1;2023-09-23
Belo Horizonte;20230924;1;0;1;2023-09-24
Bergen Municipality;20230919;1;1;1;2023-09-19
Berisso;20230919;1;1;0;2023-09-19
Blumenau;20230919;1;1;1;2023-09-19
Braco do Norte;20230922;1;1;1;2023-09-22
Cabo Frio;20230920;1;1;1;2023-09-20
Cabo Frio;20230922;1;1;0;2023-09-22
Cabo Frio;20230924;1;1;0;2023-09-24
Caetite;20230922;1;1;1;2023-09-22
Cagliari;20230921;1;0;1;2023-09-21
Camboriu;20230921;1;1;1;2023-09-21
Campo Largo;20230920;1;1;0;2023-09-20
Campos dos Goytacazes;20230921;1;0;1;2023-09-21
Campos dos Goytacazes;20230922;1;1;1;2023-09-22
Campos dos Goytacazes;20230923;1;0;1;2023-09-23
Campos dos Goytacazes;20230924;1;1;1;2023-09-24
Canton;20230919;1;1;0;2023-09-19
Canton;20230921;1;1;0;2023-09-21
Cataguases;20230919;1;1;1;2023-09-19
Caxias do Sul;20230922;1;0;1;2023-09-22
Chiyoda City;20230920;1;1;1;2023-09-20
Codo;20230919;1;1;1;2023-09-19
Criciuma;20230919;1;1;1;2023-09-19
Curitiba;20230923;1;1;1;2023-09-23
Duque de Caxias;20230919;1;0;1;2023-09-19
Duque de Caxias;20230921;1;0;1;2023-09-21
Duque de Caxias;20230923;1;1;0;2023-09-23
Extrema;20230922;1;1;0;2023-09-22
Feira de Santana;20230918;1;1;1;2023-09-18
Feira de Santana;20230921;1;1;1;2023-09-21
Florianopolis;20230919;1;0;1;2023-09-19
Florianopolis;20230920;1;1;1;2023-09-20
Florianopolis;20230924;1;1;1;2023-09-24
Fortaleza;20230918;1;1;0;2023-09-18
Fortaleza;20230919;1;1;1;2023-09-19
Fortaleza;20230922;1;0;1;2023-09-22
Fortaleza;20230923;1;1;1;2023-09-23
Fortaleza;20230924;1;1;0;2023-09-24
Goiania;20230918;1;1;1;2023-09-18
Goiania;20230922;1;0;1;2023-09-22
Goiania;20230923;1;1;1;2023-09-23
Governador Valadares;20230923;1;1;1;2023-09-23
Guarapari;20230918;1;0;0;2023-09-18
Guarapari;20230920;1;0;1;2023-09-20
Guarapari;20230921;1;0;1;2023-09-21
Guarapari;20230922;1;0;1;2023-09-22
Guarapari;20230923;1;0;1;2023-09-23
Guaratingueta;20230918;1;0;1;2023-09-18
Guaratingueta;20230919;1;0;1;2023-09-19
Horizonte;20230924;1;1;1;2023-09-24
Ico;20230921;1;1;0;2023-09-21
Ilhabela;20230921;1;0;1;2023-09-21
Indaiatuba;20230920;1;0;1;2023-09-20
Indaiatuba;20230921;1;0;0;2023-09-21
Itabuna;20230923;1;1;1;2023-09-23
Itaguai;20230920;1;1;1;2023-09-20
Itaguai;20230922;1;1;1;2023-09-22
Itaperuna;20230920;1;0;1;2023-09-20
Itapetininga;20230923;1;1;1;2023-09-23
Jaguariuna;20230918;1;1;1;2023-09-18
Joao Pessoa;20230918;1;1;2;2023-09-18
Joao Pessoa;20230919;1;0;1;2023-09-19
Joao Pessoa;20230920;1;1;0;2023-09-20
Joinville;20230918;1;0;1;2023-09-18
Jose Bonifacio;20230924;1;0;1;2023-09-24
Juiz de Fora;20230922;1;0;1;2023-09-22
Juiz de Fora;20230923;1;0;2;2023-09-23
Jundiai;20230921;1;1;1;2023-09-21
Jundiai;20230922;1;1;1;2023-09-22
Jundiai;20230923;1;1;1;2023-09-23
Lages;20230919;1;1;1;2023-09-19
Lages;20230924;1;1;1;2023-09-24
Lencois Paulista;20230921;1;1;1;2023-09-21
London;20230918;1;1;2;2023-09-18
Macae;20230919;1;0;1;2023-09-19
Macaiba;20230921;1;1;1;2023-09-21
Maceio;20230919;1;0;0;2023-09-19
Maceio;20230920;1;1;1;2023-09-20
Maceio;20230923;1;0;1;2023-09-23
Manaus;20230919;1;0;2;2023-09-19
Manaus;20230920;1;0;2;2023-09-20
Manaus;20230922;1;0;1;2023-09-22
Manaus;20230924;1;1;1;2023-09-24
Mangaratiba;20230918;1;1;1;2023-09-18
Marechal Deodoro;20230920;1;0;1;2023-09-20
Marica;20230922;1;0;1;2023-09-22
Marica;20230923;1;0;1;2023-09-23
Maringa;20230923;1;1;0;2023-09-23
Mesquita;20230924;1;1;1;2023-09-24
Mexico City;20230921;1;1;2;2023-09-21
Milan;20230921;1;0;1;2023-09-21
Monte Aprazivel;20230922;1;0;1;2023-09-22
Monte Aprazivel;20230924;1;0;0;2023-09-24
Montevideo;20230919;1;1;1;2023-09-19
Natal;20230920;1;1;2;2023-09-20
Niteroi;20230923;1;1;1;2023-09-23
Nova Friburgo;20230918;1;1;1;2023-09-18
Nova Friburgo;20230921;1;1;0;2023-09-21
Nova Friburgo;20230922;1;1;1;2023-09-22
Nova Iguacu;20230918;1;1;1;2023-09-18
Nova Iguacu;20230921;1;1;1;2023-09-21
Nova Iguacu;20230922;1;1;0;2023-09-22
Nova Iguacu;20230923;1;1;1;2023-09-23
Nova Iguacu;20230924;1;1;1;2023-09-24
Novo Hamburgo;20230924;1;1;1;2023-09-24
Ouro Preto;20230920;1;0;1;2023-09-20
Palhoca;20230919;1;1;0;2023-09-19
Palmas;20230920;1;1;1;2023-09-20
Paranagua;20230922;1;1;1;2023-09-22
Paris;20230922;1;0;1;2023-09-22
Paris;20230923;1;0;1;2023-09-23
Parnamirim;20230920;1;0;1;2023-09-20
Patos de Minas;20230919;1;0;1;2023-09-19
Paulista;20230922;1;1;1;2023-09-22
Pelotas;20230919;1;0;0;2023-09-19
Pelotas;20230922;1;1;1;2023-09-22
Petropolis;20230924;1;1;1;2023-09-24
Pinheiral;20230922;1;1;0;2023-09-22
Pombal;20230920;1;0;1;2023-09-20
Porto Alegre;20230922;1;1;0;2023-09-22
Porto Alegre;20230924;1;1;0;2023-09-24
Primavera do Leste;20230920;1;1;1;2023-09-20
Recife;20230919;1;1;1;2023-09-19
Resende;20230923;1;0;1;2023-09-23
Ribeirao Preto;20230919;1;1;1;2023-09-19
Rio Bonito;20230919;1;0;2;2023-09-19
Rio Bonito;20230920;1;0;2;2023-09-20
Rio Bonito;20230923;1;0;1;2023-09-23
Rio Branco;20230921;1;1;1;2023-09-21
Rio Verde;20230921;1;1;0;2023-09-21
Rolandia;20230919;1;1;1;2023-09-19
Rolandia;20230921;1;1;1;2023-09-21
Saint-Denis;20230918;1;1;1;2023-09-18
Saint-Denis;20230919;1;0;1;2023-09-19
Salvador;20230920;1;0;1;2023-09-20
Santa Ana;20230918;1;1;0;2023-09-18
Santa Izabel do Para;20230919;1;1;1;2023-09-19
Santa Rita;20230921;1;1;1;2023-09-21
Santos;20230923;1;1;1;2023-09-23
Sao Goncalo;20230921;1;0;0;2023-09-21
Sao Goncalo;20230922;1;0;0;2023-09-22
Sao Joao de Meriti;20230924;1;1;1;2023-09-24
Sao Leopoldo;20230920;1;1;1;2023-09-20
Sao Lourenco;20230922;1;0;2;2023-09-22
Sao Lourenco;20230923;1;0;1;2023-09-23
Sao Sebastiao;20230918;1;0;1;2023-09-18
Sao Sebastiao;20230919;1;0;4;2023-09-19
Sao Sebastiao;20230920;1;0;4;2023-09-20
Sao Sebastiao;20230921;1;0;3;2023-09-21
Sao Sebastiao;20230922;1;0;1;2023-09-22
Sao Sebastiao;20230923;1;0;5;2023-09-23
Seropedica;20230921;1;1;1;2023-09-21
Seropedica;20230924;1;1;0;2023-09-24
Shrewsbury;20230919;1;0;1;2023-09-19
Shrewsbury;20230922;1;1;0;2023-09-22
Shrewsbury;20230923;1;0;1;2023-09-23
Sorocaba;20230919;1;1;1;2023-09-19
Taubate;20230918;1;0;1;2023-09-18
Teresina;20230918;1;1;1;2023-09-18
Teresina;20230920;1;0;1;2023-09-20
Teresina;20230922;1;0;1;2023-09-22
Teresopolis;20230921;1;0;2;2023-09-21
Teresopolis;20230922;1;0;2;2023-09-22
Teresopolis;20230923;1;0;3;2023-09-23
Teresopolis;20230924;1;0;4;2023-09-24
Timbo;20230922;1;1;1;2023-09-22
Tres Pontas;20230919;1;1;0;2023-09-19
Tres Rios;20230920;1;1;1;2023-09-20
Uba;20230918;1;1;1;2023-09-18
Valinhos;20230920;1;1;0;2023-09-20
Valrico;20230918;1;1;1;2023-09-18
Vila Velha;20230918;1;1;1;2023-09-18
Vitoria;20230918;1;0;1;2023-09-18
Vitoria;20230919;1;0;2;2023-09-19
Vitoria;20230920;1;0;1;2023-09-20
Vitoria;20230921;1;0;1;2023-09-21
Vitoria;20230923;1;1;1;2023-09-23
Vitoria da Conquista;20230922;1;0;1;2023-09-22
Volta Redonda;20230920;1;1;1;2023-09-20
Xanxere;20230920;1;1;1;2023-09-20
Aracaju;20230920;0;0;0;2023-09-20
Barra do Garcas;20230918;0;0;0;2023-09-18
Camboriu;20230919;0;0;0;2023-09-19
Camboriu;20230922;0;0;0;2023-09-22
Carmo do Paranaiba;20230920;0;0;0;2023-09-20
Cuiaba;20230919;0;0;0;2023-09-19
Cuiaba;20230921;0;0;0;2023-09-21
Cuiaba;20230924;0;0;0;2023-09-24
Joao Pessoa;20230924;0;0;0;2023-09-24
Marechal Deodoro;20230921;0;0;0;2023-09-21
Marica;20230919;0;0;0;2023-09-19
Nova Iguacu;20230920;0;0;0;2023-09-20
Nova Iguacu;20230920;0;0;0;2023-09-28
Rio de Janeiro;20230928;55;18;68;2023-09-27
Rio de Janeiro;20230927;45;21;42;2023-09-29
Rio de Janeiro;20230929;43;13;47;2023-09-25
Rio de Janeiro;20230925;40;18;49;2023-09-26
Rio de Janeiro;20230926;37;10;43;2023-09-30
Rio de Janeiro;20230930;33;14;35;2023-10-01
Rio de Janeiro;20231001;22;9;25;2023-09-27
Sao Paulo;20230927;19;15;15;2023-09-27
(not set);20230927;11;10;7;2023-09-30
(not set);20230930;11;10;7;2023-09-26
Brasilia;20230926;9;5;10;2023-09-28
Sao Paulo;20230928;9;4;8;2023-09-27
Brasilia;20230927;8;2;9;2023-09-26
(not set);20230926;7;6;5;2023-09-28
Brasilia;20230928;7;1;9;2023-10-02
Rio de Janeiro;20231002;7;2;0;2023-09-30
Sao Paulo;20230930;7;5;7;2023-10-01
Sao Paulo;20231001;7;5;4;2023-09-28
Niteroi;20230928;6;3;9;2023-09-26
Sao Paulo;20230926;6;4;11;2023-09-29
Sao Paulo;20230929;6;4;6;2023-09-29
(not set);20230929;5;4;5;2023-09-26
Niteroi;20230926;5;4;5;2023-09-27
Niteroi;20230927;5;3;6;2023-09-25
Sao Paulo;20230925;5;4;5;2023-09-28
(not set);20230928;4;4;4;2023-09-25
Brasilia;20230925;4;2;4;2023-09-30
Brasilia;20230930;4;0;4;2023-09-27
Porto Alegre;20230927;4;4;4;2023-10-01
Sao Goncalo;20231001;4;2;3;2023-09-25
(not set);20230925;3;3;2;2023-09-27
Belem;20230927;3;2;4;2023-09-29
Brasilia;20230929;3;1;3;2023-09-29
Niteroi;20230929;3;2;3;2023-09-28
Petropolis;20230928;3;1;3;2023-09-27
Salvador;20230927;3;3;2;2023-09-30
Salvador;20230930;3;3;1;2023-09-29
Vitoria;20230929;3;2;3;2023-09-29
Belem;20230929;2;1;2;2023-10-01
Belem;20231001;2;1;2;2023-09-28
Brusque;20230928;2;2;0;2023-09-30
Caraguatatuba;20230930;2;1;2;2023-09-30
Cuiaba;20230930;2;2;1;2023-10-01
Cuiaba;20231001;2;2;1;2023-09-27
Duque de Caxias;20230927;2;1;3;2023-10-01
Fortaleza;20231001;2;2;1;2023-09-28
Goiania;20230928;2;0;2;2023-10-01
Goiania;20231001;2;1;2;2023-09-28
Itaperuna;20230928;2;2;2;2023-09-25
Juiz de Fora;20230925;2;0;2;2023-10-01
Juiz de Fora;20231001;2;0;3;2023-09-27
Maceio;20230927;2;1;7;2023-09-28
Maceio;20230928;2;0;6;2023-09-30
Maceio;20230930;2;0;9;2023-09-27
Manaus;20230927;2;2;1;2023-10-01
Manaus;20231001;2;2;2;2023-09-28
Marica;20230928;2;0;2;2023-09-27
Natal;20230927;2;1;2;2023-09-28
Natal;20230928;2;1;2;2023-09-25
Niteroi;20230925;2;1;2;2023-09-30
Niteroi;20230930;2;2;1;2023-09-28
Nova Friburgo;20230928;2;1;1;2023-09-26
Nova Iguacu;20230926;2;1;2;2023-09-28
Nova Iguacu;20230928;2;1;2;2023-10-01
Porto Alegre;20231001;2;1;1;2023-09-26
Sao Bernardo do Campo;20230926;2;1;1;2023-09-30
Sao Goncalo;20230930;2;1;1;2023-09-27
Serra;20230927;2;2;3;2023-09-28
Uberlandia;20230928;2;2;1;2023-09-30
Vila Velha;20230930;2;1;1;2023-09-30
Vitoria;20230930;2;0;2;2023-10-01
(not set);20231001;1;1;1;2023-09-29
Aalborg;20230929;1;1;0;2023-09-28
Amadora;20230928;1;0;1;2023-09-25
Angra dos Reis;20230925;1;1;0;2023-09-30
Aparecida de Goiania;20230930;1;1;1;2023-09-27
Araguari;20230927;1;1;1;2023-09-26
Araraquara;20230926;1;0;2;2023-09-30
Araraquara;20230930;1;0;2;2023-09-28
Araruama;20230928;1;1;2;2023-09-29
Araruama;20230929;1;0;1;2023-10-01
Araruama;20231001;1;0;1;2023-09-26
Atlanta;20230926;1;0;0;2023-09-26
Barra Mansa;20230926;1;1;1;2023-10-01
Barra Mansa;20231001;1;1;2;2023-09-26
Barra do Garcas;20230926;1;0;0;2023-09-28
Barra do Garcas;20230928;1;1;0;2023-09-28
Belem;20230928;1;1;0;2023-09-26
Belford Roxo;20230926;1;1;1;2023-09-29
Belford Roxo;20230929;1;1;1;2023-09-25
Belo Horizonte;20230925;1;1;1;2023-09-27
Belo Horizonte;20230927;1;0;1;2023-09-28
Belo Horizonte;20230928;1;0;1;2023-10-01
Belo Horizonte;20231001;1;0;0;2023-09-28
Birigui;20230928;1;1;1;2023-09-25
Blumenau;20230925;1;1;1;2023-09-26
Blumenau;20230926;1;1;1;2023-09-28
Blumenau;20230928;1;1;1;2023-10-01
Brasilia;20231001;1;1;1;2023-09-25
Buenos Aires;20230925;1;1;1;2023-09-26
Buenos Aires;20230926;1;1;1;2023-09-27
Cabo Frio;20230927;1;1;1;2023-09-28
Cabo Frio;20230928;1;1;1;2023-09-29
Cabo Frio;20230929;1;1;0;2023-09-27
Cacoal;20230927;1;1;0;2023-09-28
Cagliari;20230928;1;1;0;2023-10-01
Camaqua;20231001;1;1;1;2023-09-25
Campinas;20230925;1;0;1;2023-09-27
Campinas;20230927;1;1;0;2023-09-28
Campinas;20230928;1;1;1;2023-09-30
Campinas;20230930;1;1;1;2023-09-27
Campo Grande;20230927;1;0;2;2023-09-28
Campo Grande;20230928;1;0;0;2023-09-30
Campos dos Goytacazes;20230930;1;1;1;2023-10-01
Caraguatatuba;20231001;1;0;1;2023-09-27
Carangola;20230927;1;1;1;2023-09-25
Casimiro de Abreu;20230925;1;1;1;2023-09-26
Casimiro de Abreu;20230926;1;0;0;2023-09-28
Caxias do Sul;20230928;1;1;1;2023-09-29
Caxias do Sul;20230929;1;1;1;2023-09-30
Cerqueira Cesar;20230930;1;1;1;2023-09-29
Chesaning;20230929;1;0;1;2023-09-26
Cidade Ocidental;20230926;1;1;0;2023-09-29
Clarksburg;20230929;1;1;1;2023-09-29
Concordia;20230929;1;1;1;2023-09-27
Cordoba;20230927;1;1;0;2023-10-01
Cruz das Almas;20231001;1;1;1;2023-09-26
Cuiaba;20230926;1;1;1;2023-09-27
Cuiaba;20230927;1;1;0;2023-09-28
Curitiba;20230928;1;1;1;2023-09-29
Curitiba;20230929;1;1;1;2023-10-01
Curitiba;20231001;1;0;1;2023-09-30
Duque de Caxias;20230930;1;0;1;2023-10-01
Duque de Caxias;20231001;1;0;0;2023-09-28
Extrema;20230928;1;1;1;2023-09-27
Feira de Santana;20230927;1;1;1;2023-09-27
Florianopolis;20230927;1;0;1;2023-09-26
Fortaleza;20230926;1;1;1;2023-09-28
Fortaleza;20230928;1;0;2;2023-09-30
Fortaleza;20230930;1;1;1;2023-09-26
Foz do Iguacu;20230926;1;0;1;2023-09-25
Franca;20230925;1;1;1;2023-09-29
Goiania;20230929;1;0;1;2023-09-30
Goiania;20230930;1;0;1;2023-09-27
Governador Valadares;20230927;1;1;0;2023-09-28
Gravatai;20230928;1;1;1;2023-09-27
Guarapari;20230927;1;0;1;2023-09-29
Guarulhos;20230929;1;1;1;2023-09-27
Gunungsitoli Barat;20230927;1;1;0;2023-09-30
Gunungsitoli Barat;20230930;1;0;1;2023-09-26
Houston;20230926;1;1;1;2023-10-01
Indaial;20231001;1;1;1;2023-09-27
Issaquah;20230927;1;1;1;2023-09-25
Itaguai;20230925;1;1;1;2023-09-25
Itajuba;20230925;1;0;1;2023-09-26
Itajuba;20230926;1;1;1;2023-09-27
Itajuba;20230927;1;0;1;2023-10-01
Itajuba;20231001;1;1;1;2023-09-25
Itanhaem;20230925;1;1;1;2023-09-27
Itapecerica da Serra;20230927;1;1;1;2023-09-27
Itaperuna;20230927;1;0;1;2023-09-27
Itapevi;20230927;1;1;1;2023-09-28
Joao Monlevade;20230928;1;0;1;2023-10-01
Joao Pessoa;20231001;1;1;1;2023-09-27
Joinville;20230927;1;1;1;2023-09-29
Joinville;20230929;1;1;1;2023-09-26
Jose Bonifacio;20230926;1;1;1;2023-09-27
Jose Bonifacio;20230927;1;1;1;2023-10-01
Jose Bonifacio;20231001;1;1;1;2023-09-27
Juiz de Fora;20230927;1;0;1;2023-09-28
Juiz de Fora;20230928;1;0;1;2023-09-29
Juiz de Fora;20230929;1;0;1;2023-09-28
Jundiai;20230928;1;1;1;2023-09-28
Limoeiro do Norte;20230928;1;1;1;2023-09-26
Lugo;20230926;1;1;1;2023-09-28
Macae;20230928;1;0;1;2023-09-25
Maceio;20230925;1;0;1;2023-09-26
Maceio;20230926;1;0;5;2023-09-29
Maceio;20230929;1;0;4;2023-09-27
Machado;20230927;1;1;0;2023-09-25
Mafra;20230925;1;1;1;2023-09-25
Mage;20230925;1;1;1;2023-09-26
Manaus;20230926;1;0;2;2023-09-29
Manaus;20230929;1;1;1;2023-10-01
Maracanau;20231001;1;1;0;2023-09-29
Marataizes;20230929;1;1;1;2023-09-28
Marechal Deodoro;20230928;1;0;1;2023-09-30
Marechal Deodoro;20230930;1;0;1;2023-09-26
Marica;20230926;1;0;2;2023-09-27
Marica;20230927;1;0;2;2023-09-29
Marica;20230929;1;0;1;2023-09-30
Marica;20230930;1;0;1;2023-09-26
Mexico City;20230926;1;0;1;2023-09-27
Montes Claros;20230927;1;1;1;2023-09-29
Montijo;20230929;1;1;0;2023-09-30
New York;20230930;1;1;0;2023-10-01
Niteroi;20231001;1;1;2;2023-09-30
Nova Friburgo;20230930;1;1;1;2023-09-29
Novo Gama;20230929;1;1;1;2023-09-30
Novo Hamburgo;20230930;1;1;0;2023-09-25
Osasco;20230925;1;1;1;2023-09-27
Paranavai;20230927;1;1;1;2023-09-26
Paris;20230926;1;0;2;2023-09-28
Pedreira;20230928;1;1;1;2023-09-30
Petrolina;20230930;1;0;1;2023-09-29
Petropolis;20230929;1;1;1;2023-09-30
Petropolis;20230930;1;0;1;2023-10-01
Petropolis;20231001;1;1;1;2023-09-28
Piracicaba;20230928;1;1;1;2023-09-27
Pombal;20230927;1;0;1;2023-09-25
Porto Alegre;20230925;1;1;1;2023-09-29
Porto Alegre;20230929;1;1;1;2023-09-30
Porto Alegre;20230930;1;1;1;2023-10-02
Porto Alegre;20231002;1;0;0;2023-09-30
Rafael Castillo;20230930;1;1;0;2023-09-26
Recife;20230926;1;1;1;2023-09-30
Recife;20230930;1;1;0;2023-09-26
Ribeirao Preto;20230926;1;1;1;2023-09-27
Ribeirao das Neves;20230927;1;1;1;2023-09-29
Ribeirao das Neves;20230929;1;0;0;2023-09-26
Rio Bonito;20230926;1;0;1;2023-09-27
Rio Bonito;20230927;1;0;1;2023-09-29
Rio Bonito;20230929;1;0;1;2023-09-30
Rio Bonito;20230930;1;0;1;2023-10-01
Rio Bonito;20231001;1;1;1;2023-09-27
Rio Branco;20230927;1;1;2;2023-09-29
Rio Branco;20230929;1;0;1;2023-09-28
Rio das Ostras;20230928;1;1;1;2023-09-30
Rio das Ostras;20230930;1;0;1;2023-10-01
Rio das Ostras;20231001;1;1;1;2023-09-30
Roberval;20230930;1;1;1;2023-09-28
Salerno;20230928;1;1;1;2023-09-26
Salvador;20230926;1;1;1;2023-10-01
San Antonio;20231001;1;1;0;2023-09-29
Santos;20230929;1;1;1;2023-09-30
Sao Bernardo do Campo;20230930;1;1;0;2023-09-27
Sao Gabriel;20230927;1;1;1;2023-09-26
Sao Goncalo;20230926;1;1;1;2023-09-28
Sao Goncalo;20230928;1;1;1;2023-09-27
Sao Joao de Meriti;20230927;1;1;1;2023-09-30
Sao Joao de Meriti;20230930;1;0;1;2023-09-26
Sao Jose dos Campos;20230926;1;0;1;2023-09-27
Sao Jose dos Campos;20230927;1;1;1;2023-09-29
Sao Jose dos Campos;20230929;1;0;1;2023-09-26
Sao Luis;20230926;1;1;1;2023-10-01
Sao Roque;20231001;1;1;0;2023-09-25
Sao Sebastiao;20230925;1;0;3;2023-09-26
Sao Sebastiao;20230926;1;0;1;2023-09-27
Sao Sebastiao;20230927;1;0;1;2023-10-01
Sapucaia;20231001;1;0;1;2023-09-25
Serra;20230925;1;1;2;2023-09-29
Serra;20230929;1;0;1;2023-09-30
Serra;20230930;1;0;1;2023-10-01
Serra;20231001;1;1;1;2023-09-27
Setubal;20230927;1;1;1;2023-09-29
Shrewsbury;20230929;1;0;3;2023-10-01
Teresina;20231001;1;0;1;2023-09-25
Teresopolis;20230925;1;0;2;2023-09-30
Toronto;20230930;1;0;0;2023-09-26
Tres Rios;20230926;1;1;1;2023-09-27
Tres Rios;20230927;1;1;1;2023-09-25
Troy;20230925;1;1;1;2023-09-30
Ulyanovsk;20230930;1;0;1;2023-10-01
Ulyanovsk;20231001;1;0;1;2023-09-26
Varginha;20230926;1;0;1;2023-09-30
Varginha;20230930;1;0;1;2023-09-26
Viamao;20230926;1;0;1;2023-09-27
Viamao;20230927;1;0;1;2023-09-29
Viamao;20230929;1;1;0;2023-09-27
Vicosa;20230927;1;1;1;2023-09-25
Vila Nova de Gaia;20230925;1;1;0;2023-09-27
Vila Velha;20230927;1;1;1;2023-09-29
Vila Velha;20230929;1;1;1;2023-10-01
Vila Velha;20231001;1;0;1;2023-09-25
Vitoria;20230925;1;1;1;2023-09-26
Vitoria;20230926;1;0;2;2023-09-28
Vitoria;20230928;1;0;1;2023-09-26
Volta Redonda;20230926;1;1;1;2023-09-26
Xangri-la;20230926;1;0;1;2023-09-28
Xinguara;20230928;1;1;0;2023-10-02
Caraguatatuba;20231002;0;1;0;2023-09-27
Rio de Janeiro;20231005;64;29;69;2023-10-05
Rio de Janeiro;20231006;57;29;58;2023-10-06
