Título;Extenso;Sessões;Usuários;Novos usuários;Data
Vermelhos do Nino - 2023;20231001;1;1;0;01/10/2023
Vermelhos do Nogueira - 2017;20231001;1;1;0;01/10/2023
Vermelhos do Nonato - 2022;20230930;1;1;0;30/09/2023
Vermelhos do Nonato - 2022;20231001;1;1;0;01/10/2023
Vermelhos do Orejuela - 2017;20231001;1;1;0;01/10/2023
Vermelhos do Osvaldo - 2017;20231001;1;1;0;01/10/2023
Vermelhos do Pablo Dyego - 2020;20231001;1;1;0;01/10/2023
Vermelhos do Paulo Henrique Ganso - 2023;20231001;1;1;0;01/10/2023
Vermelhos do Rafael Sobis - 2014;20231001;1;1;0;01/10/2023
Vermelhos do Rafinha - 2015;20231001;1;1;0;01/10/2023
Vermelhos do Reginaldo - 2018;20231001;1;1;0;01/10/2023
Vermelhos do Rhayner - 2013;20231001;1;1;0;01/10/2023
Vermelhos do Robinho - 2018;20231001;1;1;0;01/10/2023
Vermelhos do Samuel Xavier - 2023;20230928;1;1;0;28/09/2023
Vermelhos do Samuel Xavier - 2023;20231001;1;1;0;01/10/2023
Vermelhos do Sornoza - 2018;20231001;1;1;0;01/10/2023
Vermelhos do Tele - 1961;20230930;1;1;0;30/09/2023
Vermelhos do Yuri - 2021;20231001;1;1;0;01/10/2023
Vermelhos do Edson - 2016;20231001;1;1;0;01/10/2023
Victor Etchegaray 1912;20230928;1;1;0;28/09/2023
Victor Gonzalez 1962;20230927;1;1;0;27/09/2023
Vila Nova GO 0 X 2 Fluminense;20231001;1;1;0;01/10/2023
Vinicius 2001;20231001;1;1;0;01/10/2023
Vitor Mendes 2023;20230929;1;1;0;29/09/2023
Vitoria BA 0 X 2 Fluminense;20230925;1;1;0;25/09/2023
Vitoria BA 1 X 0 Fluminense;20230930;1;1;0;30/09/2023
Vitoria BA 2 X 1 Fluminense;20230930;1;1;0;30/09/2023
Vitoria BA 2 X 2 Fluminense;20230925;1;1;0;25/09/2023
Vitoria BA 2 X 2 Fluminense;20231001;1;1;0;01/10/2023
Volta Redonda 0 X 1 Fluminense;20230927;1;1;0;27/09/2023
Volta Redonda 0 X 1 Fluminense;20230930;1;1;0;30/09/2023
Volta Redonda 0 X 3 Fluminense;20231002;1;1;0;02/10/2023
Volta Redonda 1 X 0 Fluminense;20230926;1;1;0;26/09/2023
Volta Redonda 1 X 1 Fluminense;20230930;1;1;0;30/09/2023
Volta Redonda 1 X 2 Fluminense;20230930;1;1;0;30/09/2023
Volta Redonda 1 X 3 Fluminense;20230930;1;1;0;30/09/2023
Volta Redonda 1 X 3 Fluminense;20231002;1;1;0;02/10/2023
Volta Redonda 3 X 1 Fluminense;20231001;1;1;0;01/10/2023
Volta Redonda 3 X 3 Fluminense;20230930;1;1;0;30/09/2023
Valber 2002;20231001;1;1;0;01/10/2023
Valbson 2001;20231001;1;1;0;01/10/2023
Wagner 1998;20230928;1;1;1;28/09/2023
Wagner 1998;20230930;1;1;1;30/09/2023
Wagner Tardelli;20230929;1;1;0;29/09/2023
Walbert 1986;20231001;1;1;1;01/10/2023
Waldemar 1931;20230927;1;1;0;27/09/2023
Waldemar 1956;20230928;1;1;1;28/09/2023
Waldemar Alves;20230927;1;1;0;27/09/2023
Wallace 1995;20230927;1;1;0;27/09/2023
Walter Pereira Diniz;20230927;1;1;0;27/09/2023
Washington 1989;20230930;1;1;0;30/09/2023
Washington 2010;20230928;1;1;0;28/09/2023
Waterman 1910;20230929;1;1;0;29/09/2023
Welfare 1924;20230928;1;1;0;28/09/2023
Wellington Monteiro 2009;20230926;1;1;0;26/09/2023
Wellington Silva 2016;20230925;1;1;0;25/09/2023
Wellington Silva 2016;20230926;1;1;0;26/09/2023
Welton 1994;20230927;1;1;0;27/09/2023
Wilson Silva 1964;20230930;1;1;0;30/09/2023
Wilton Pereira Sampaio;20230928;1;1;0;28/09/2023
Wordcloud Artilheiros;20230929;1;1;0;29/09/2023
Wright 1904;20230926;1;1;0;26/09/2023
Wagner 1993;20230926;1;1;0;26/09/2023
Walter Lino 1963;20230927;1;1;0;27/09/2023
Yago 2023;20230928;1;1;0;28/09/2023
Young Boys 3 X 1 Fluminense;20231001;1;1;0;01/10/2023
Yuri 2021;20231001;1;1;0;01/10/2023
Zetti 2000;20230925;1;1;0;25/09/2023
Zinho de Oliveira;20230927;1;1;0;27/09/2023
Ze Maria 1931;20230927;1;1;0;27/09/2023
Ze Mario 1975;20231001;1;1;0;01/10/2023
Ze Roberto 1975;20231001;1;1;0;01/10/2023
Aguia de Maraba 2 X 1 Fluminense;20230929;1;1;0;29/09/2023
Arbitros;20230925;1;1;0;25/09/2023
Edson 2016;20231001;1;1;0;01/10/2023
Edson Souza 1987;20230926;1;1;0;26/09/2023
Elson Pessoa;20230925;1;1;1;25/09/2023
Elson Pessoa;20230928;1;1;1;28/09/2023
Everton Santos 2009;20231002;1;1;0;02/10/2023
Ezio 1995;20230926;1;1;0;26/09/2023
Italo Del Cima;20230925;1;1;1;25/09/2023
Italo Del Cima;20230930;1;1;1;30/09/2023
Ultimos 100 jogos;20230927;1;1;0;27/09/2023
Ultimos 50 jogos;20230926;1;1;0;26/09/2023
Ultimos 50 jogos no(a) Libertadores da America;20230927;1;1;0;27/09/2023
Ultimos 5000 jogos;20230930;1;1;0;30/09/2023
Ultimos 51 jogos;20230926;1;1;0;26/09/2023
Ultimos 52 jogos;20230926;1;1;0;26/09/2023
Ultimos 53 jogos;20230926;1;1;0;26/09/2023
Ultimos 5950 jogos;20230928;1;1;0;28/09/2023
Ultimos 5980 jogos;20230927;1;1;0;27/09/2023
Ultimos 5982 jogos;20230930;1;1;0;30/09/2023
Ultimos Jogos;20230925;1;1;0;25/09/2023
Ultimos Jogos;20230926;1;1;0;26/09/2023
Ultimos Jogos;20230927;1;1;0;27/09/2023
Ultimos Jogos;20230928;1;1;0;28/09/2023
Ultimos jogos em campeonato;20230927;1;1;0;27/09/2023
Ultimos jogos em estadio;20230928;1;1;0;28/09/2023
Estatisticas Fluminense - Principal;20231002;47;39;12;02/10/2023
Consultas Especiais;20231002;20;16;0;02/10/2023
Jogo;20231002;20;15;0;02/10/2023
Adversarios;20231002;11;9;0;02/10/2023
Jogador;20231002;11;9;0;02/10/2023
Fluminense 3 X 1 Toluca;20231002;9;7;7;02/10/2023
Beira Rio;20231002;6;5;0;02/10/2023
Especiais Jogadores;20231002;6;5;0;02/10/2023
Estadios;20231002;6;6;0;02/10/2023
Fluminense x Internacional-RS;20231002;6;6;0;02/10/2023
Especiais Tecnico;20231002;5;5;0;02/10/2023
Adversario x Estadio;20231002;4;2;0;02/10/2023
Campeonatos;20231002;4;4;0;02/10/2023
Especiais Adversarios;20231002;4;3;0;02/10/2023
Informacoes Gerais;20231002;4;4;0;02/10/2023
Internacional - Beira Rio;20231002;4;2;0;02/10/2023
Cuiaba 3 X 0 Fluminense;20231002;3;3;0;02/10/2023
Curiosidades e Titulos;20231002;3;3;1;02/10/2023
Especiais Gerais;20231002;3;3;0;02/10/2023
Especiais Resultados;20231002;3;3;0;02/10/2023
Fluminense 2 X 2 Internacional;20231002;3;3;0;02/10/2023
Fluminense x Sao Raimundo-AM;20231002;3;3;3;02/10/2023
Internacional 0 X 1 Fluminense;20231002;3;1;0;02/10/2023
Tecnico;20231002;3;3;0;02/10/2023
Arbitros;20231002;3;3;0;02/10/2023
Aniversariantes do dia;20231002;2;1;0;02/10/2023
Aniversariantes em 02 / 10;20231002;2;1;0;02/10/2023
Elenco de jogadores em 2007;20231002;2;1;0;02/10/2023
Especiais Campeonatos;20231002;2;2;0;02/10/2023
Flamengo 0 X 0 Fluminense;20231002;2;2;0;02/10/2023
Flamengo 2 X 1 Fluminense;20231002;2;1;0;02/10/2023
Fluminense 0 X 0 S. C. Americano;20231002;2;2;0;02/10/2023
Fluminense 1 X 1 Americano;20231002;2;2;0;02/10/2023
Fluminense x Botafogo-RJ;20231002;2;2;0;02/10/2023
Fluminense x Paris Saint Germain-Franca;20231002;2;2;2;02/10/2023
Frequencia de Placar - Branca 2023;20231002;2;1;0;02/10/2023
German Cano 2023;20231002;2;1;0;02/10/2023
Goias 2 X 2 Fluminense;20231002;2;1;0;02/10/2023
Gols do Roni;20231002;2;1;0;02/10/2023
Libertadores da America 2023;20231002;2;2;0;02/10/2023
Monk 1910 - Gols por Ano;20231002;2;1;0;02/10/2023
Mario Jorge 1981;20231002;2;2;2;02/10/2023
Pedro Carlos Bregalda;20231002;2;2;1;02/10/2023
Roni 2009;20231002;2;1;0;02/10/2023
Tec - Fernando Diniz;20231002;2;2;0;02/10/2023
Todos os Jogos no(a) Beira Rio;20231002;2;1;0;02/10/2023
Todos os jogos em estadio;20231002;2;1;0;02/10/2023
Treinador com mais jogos;20231002;2;2;0;02/10/2023
Vasco 1 X 1 Fluminense;20231002;2;2;0;02/10/2023
Wanderley Luxemburgo em 01/01/2013 - 02/10/2023;20231002;2;1;0;02/10/2023
(not set);20231002;1;1;0;02/10/2023
Abel da Costa;20231002;1;1;0;02/10/2023
Abel em 01/01/2013 - 02/10/2023;20231002;1;1;0;02/10/2023
Abelardo Conduru;20231002;1;1;0;02/10/2023
Adeilson 2010;20231002;1;1;0;02/10/2023
Adversario x Campeonato;20231002;1;0;0;02/10/2023
Aflitos;20231002;1;1;0;02/10/2023
Alan 2023;20231002;1;1;0;02/10/2023
Alfredo 1946;20231002;1;1;0;02/10/2023
Americano 0 X 3 Fluminense;20231002;1;1;0;02/10/2023
Americano 1 X 5 Fluminense;20231002;1;1;0;02/10/2023
Americano 3 X 1 Fluminense;20231002;1;1;0;02/10/2023
Amigao;20231002;1;1;0;02/10/2023
Amistoso Internacional 1986;20231002;1;1;0;02/10/2023
Anderson 1992;20231002;1;1;0;02/10/2023
Anderson 2013;20231002;1;1;0;02/10/2023
Aniversariantes em 01 / 12;20231002;1;1;0;02/10/2023
Aniversariantes em 02 / 09;20231002;1;1;0;02/10/2023
Aniversariantes em 02 / 12;20231002;1;1;0;02/10/2023
Aniversariantes em 03 / 12;20231002;1;1;0;02/10/2023
Aniversariantes em 04 / 12;20231002;1;1;0;02/10/2023
Aniversariantes em 05 / 12;20231002;1;1;0;02/10/2023
Aniversariantes em 06 / 12;20231002;1;1;0;02/10/2023
Arinelson 1999;20231002;1;1;0;02/10/2023
Artilheiros contra Internacional;20231002;1;1;0;02/10/2023
Artilheiros no(a) Libertadores da America;20231002;1;1;0;02/10/2023
Athletico PR 0 X 0 Fluminense;20231002;1;1;0;02/10/2023
Atletico MG 2 X 2 Fluminense;20231002;1;1;0;02/10/2023
Avai 0 X 0 Fluminense;20231002;1;1;0;02/10/2023
Avai 0 X 3 Fluminense;20231002;1;1;0;02/10/2023
Baixada;20231002;1;1;0;02/10/2023
Belo Lisboa;20231002;1;1;0;02/10/2023
Botafogo 0 X 2 Fluminense;20231002;1;1;0;02/10/2023
Botafogo 1 X 1 Fluminense;20231002;1;1;0;02/10/2023
Botafogo 2 X 3 Fluminense;20231002;1;1;0;02/10/2023
Bragantino 3 X 1 Fluminense;20231002;1;1;0;02/10/2023
Brasileiro 2013;20231002;1;1;0;02/10/2023
Cabofriense 0 X 0 Fluminense;20231002;1;1;0;02/10/2023
Cadu 1998;20231002;1;1;0;02/10/2023
Camisa;20231002;1;1;0;02/10/2023
Campeonatos em 1992;20231002;1;1;0;02/10/2023
Campeonatos por ano;20231002;1;1;0;02/10/2023
Carioca 1986;20231002;1;1;0;02/10/2023
Carlos Guinle;20231002;1;1;0;02/10/2023
Cartoes em 2023;20231002;1;1;0;02/10/2023
Cartoes por ano;20231002;1;1;0;02/10/2023
Cene 3 X 5 Fluminense;20231002;1;1;0;02/10/2023
Charles Williams;20231002;1;1;0;02/10/2023
Consulta Placar;20231002;1;1;0;02/10/2023
Copa Sul Americana 2019;20231002;1;1;0;02/10/2023
Copa do Brasil 1992;20231002;1;1;0;02/10/2023
Corinthians 0 X 0 Fluminense;20231002;1;1;0;02/10/2023
Corinthians 4 X 2 Fluminense;20231002;1;1;0;02/10/2023
Criciuma 0 X 3 Fluminense;20231002;1;1;0;02/10/2023
Cristovao Borges em 01/01/2013 - 02/10/2023;20231002;1;1;0;02/10/2023
Cesar 1998;20231002;1;1;1;02/10/2023
Cesar 2003;20231002;1;1;0;02/10/2023
Dago 1991;20231002;1;1;1;02/10/2023
Disputa de Penalti;20231002;1;1;0;02/10/2023
Disputa de Penalty por Adversario;20231002;1;1;0;02/10/2023
Disputa de penalti;20231002;1;1;0;02/10/2023
Disputa de penalti contra Internacional;20231002;1;1;0;02/10/2023
Eduardo Baptista em 01/01/2013 - 02/10/2023;20231002;1;1;0;02/10/2023
Elenco de jogadores em 2017;20231002;1;1;0;02/10/2023
Elenco por em Ano;20231002;1;1;0;02/10/2023
Eloi 1992;20231002;1;1;0;02/10/2023
Enderson Moreira em 01/01/2013 - 02/10/2023;20231002;1;1;0;02/10/2023
Especiais Estadios;20231002;1;1;0;02/10/2023
Fernando Diniz - 2022;20231002;1;1;0;02/10/2023
Fernando Diniz - 2023;20231002;1;1;0;02/10/2023
Fernando Diniz 2003;20231002;1;1;0;02/10/2023
Fernando Diniz em 01/01/2013 - 02/10/2023;20231002;1;1;0;02/10/2023
Flamengo 1 X 1 Fluminense;20231002;1;1;0;02/10/2023
Fluminense 0 X 0 Bahia;20231002;1;1;0;02/10/2023
Fluminense 0 X 0 Bragantino;20231002;1;1;1;02/10/2023
Fluminense 0 X 0 Flamengo;20231002;1;1;0;02/10/2023
Fluminense 0 X 0 Guarani;20231002;1;1;0;02/10/2023
Fluminense 0 X 0 Vitoria BA;20231002;1;1;0;02/10/2023
Fluminense 0 X 2 Americano;20231002;1;1;0;02/10/2023
Fluminense 1 X 0 Bangu;20231002;1;1;0;02/10/2023
Fluminense 1 X 0 Corinthians;20231002;1;1;0;02/10/2023
Fluminense 1 X 0 Sao Cristovao;20231002;1;1;0;02/10/2023
Fluminense 1 X 0 Zamora;20231002;1;1;0;02/10/2023
Fluminense 1 X 1 America;20231002;1;1;0;02/10/2023
Fluminense 1 X 1 Bahia;20231002;1;1;0;02/10/2023
Fluminense 1 X 1 Botafogo;20231002;1;1;0;02/10/2023
Fluminense 1 X 1 Coritiba;20231002;1;1;0;02/10/2023
Fluminense 1 X 1 Cruzeiro;20231002;1;1;0;02/10/2023
Fluminense 1 X 1 Flamengo;20231002;1;1;0;02/10/2023
Fluminense 1 X 1 Portuguesa SP;20231002;1;1;0;02/10/2023
Fluminense 1 X 2 Bonsucesso;20231002;1;1;0;02/10/2023
Fluminense 1 X 2 Flamengo;20231002;1;1;0;02/10/2023
Fluminense 1 X 2 Internacional;20231002;1;1;0;02/10/2023
Fluminense 1 X 2 Vasco;20231002;1;1;0;02/10/2023
Fluminense 1 X 3 Vasco;20231002;1;1;0;02/10/2023
Fluminense 1 X 4 Flamengo;20231002;1;1;0;02/10/2023
Fluminense 2 X 0 America;20231002;1;1;0;02/10/2023
Fluminense 2 X 0 Boavista;20231002;1;1;0;02/10/2023
Fluminense 2 X 0 Botafogo;20231002;1;1;0;02/10/2023
Fluminense 2 X 0 Madureira;20231002;1;1;0;02/10/2023
Fluminense 2 X 0 Paulistano;20231002;1;0;0;02/10/2023
Fluminense 2 X 1 Botafogo;20231002;1;1;0;02/10/2023
Fluminense 2 X 1 Volta Redonda;20231002;1;1;0;02/10/2023
Fluminense 2 X 2 Friburguense;20231002;1;1;0;02/10/2023
Fluminense 2 X 2 Sao Paulo;20231002;1;1;0;02/10/2023
Fluminense 2 X 3 ABC;20231002;1;1;1;02/10/2023
Fluminense 2 X 3 Americano;20231002;1;1;0;02/10/2023
Fluminense 2 X 3 Friburguense;20231002;1;1;0;02/10/2023
Fluminense 3 X 0 Nacional PB;20231002;1;1;0;02/10/2023
Fluminense 3 X 0 Olaria;20231002;1;1;0;02/10/2023
Fluminense 3 X 0 Resende;20231002;1;1;0;02/10/2023
Fluminense 3 X 1 Portuguesa SP;20231002;1;1;0;02/10/2023
Fluminense 3 X 1 Sport;20231002;1;1;0;02/10/2023
Fluminense 3 X 1 Sao Paulo;20231002;1;1;0;02/10/2023
Fluminense 3 X 2 Avai;20231002;1;1;0;02/10/2023
Fluminense 3 X 2 Goytacas;20231002;1;1;0;02/10/2023
Fluminense 3 X 2 Vasco;20231002;1;1;0;02/10/2023
Fluminense 3 X 2 Volta Redonda;20231002;1;1;0;02/10/2023
Fluminense 3 X 3 Chapecoense;20231002;1;1;0;02/10/2023
Fluminense 3 X 3 Flamengo;20231002;1;1;0;02/10/2023
Fluminense 3 X 3 Vasco;20231002;1;1;0;02/10/2023
Fluminense 4 X 0 Friburguense;20231002;1;1;0;02/10/2023
Fluminense 4 X 0 Tigres;20231002;1;1;0;02/10/2023
Fluminense 4 X 0 Volta Redonda;20231002;1;1;0;02/10/2023
Fluminense 4 X 1 Alianza Atletico;20231002;1;1;0;02/10/2023
Fluminense 4 X 1 Atletico Nacional;20231002;1;1;0;02/10/2023
Fluminense 4 X 1 Rio Cricket;20231002;1;1;0;02/10/2023
Fluminense 5 X 1 Olaria;20231002;1;1;0;02/10/2023
Fluminense x ABC-RN;20231002;1;1;0;02/10/2023
Fluminense x America MG-MG;20231002;1;1;0;02/10/2023
Fluminense x Azurra-MG;20231002;1;1;0;02/10/2023
Fluminense x Boavista-RJ;20231002;1;1;0;02/10/2023
Fluminense x Bonsucesso-RJ;20231002;1;1;0;02/10/2023
Fluminense x Bragantino-SP;20231002;1;1;0;02/10/2023
Fluminense x Cachoeiro-ES;20231002;1;1;0;02/10/2023
Fluminense x Cruzeiro do Sul-RJ;20231002;1;1;0;02/10/2023
Fluminense x Cruzeiro-MG;20231002;1;1;0;02/10/2023
Fluminense x Ferroviario PR-PR;20231002;1;1;0;02/10/2023
Fluminense x Goytacas-RJ;20231002;1;1;0;02/10/2023
Fluminense x Hercilio Luz-SC;20231002;1;1;0;02/10/2023
Fluminense x Joinville-SC;20231002;1;1;0;02/10/2023
Fluminense x Juventude-RS;20231002;1;1;0;02/10/2023
Fluminense x LDU-Equador;20231002;1;1;1;02/10/2023
Fluminense x Maranhao-MA;20231002;1;1;0;02/10/2023
Fluminense x Nacional MG-MG;20231002;1;1;0;02/10/2023
Fluminense x Nautico-PE;20231002;1;1;0;02/10/2023
Fluminense x Olimpico SC-SC;20231002;1;1;0;02/10/2023
Fluminense x Palmeiras-SP;20231002;1;1;0;02/10/2023
Fluminense x Petropolitano-RJ;20231002;1;1;0;02/10/2023
Fluminense x Primeiro de Maio-PE;20231002;1;1;0;02/10/2023
Fluminense x Ribeiro Junqueira-MG;20231002;1;1;0;02/10/2023
Fluminense x Rio Cricket-RJ;20231002;1;1;0;02/10/2023
Fluminense x Salgueiro-PE;20231002;1;1;0;02/10/2023
Fluminense x Santos-SP;20231002;1;1;0;02/10/2023
Fluminense x Serrano-RJ;20231002;1;1;0;02/10/2023
Fluminense x Sao Jose-SP;20231002;1;1;0;02/10/2023
Fluminense x Sao Paulo-SP;20231002;1;1;0;02/10/2023
Fluminense x Teresopolis-RJ;20231002;1;1;0;02/10/2023
Fluminense x Udinese-Italia;20231002;1;1;1;02/10/2023
Frequencia de Placar por camisa;20231002;1;1;0;02/10/2023
Friburguense 0 X 1 Fluminense;20231002;1;1;0;02/10/2023
Fabio 2023;20231002;1;1;0;02/10/2023
Goleiros com mais jogos;20231002;1;1;0;02/10/2023
Gols do Adeilson;20231002;1;1;0;02/10/2023
Gols do Alan;20231002;1;1;0;02/10/2023
Gols do Anderson;20231002;1;1;0;02/10/2023
Gols do Cesar;20231002;1;1;0;02/10/2023
Gols do Leandro Bonfim;20231002;1;1;0;02/10/2023
Gols do Maicon;20231002;1;1;0;02/10/2023
Gols do Marcos Junior;20231002;1;1;0;02/10/2023
Gols do Marcao;20231002;1;1;0;02/10/2023
Gols do Rafael Sobis;20231002;1;1;0;02/10/2023
Gols do Romeu;20231002;1;1;0;02/10/2023
Gols do Tarta;20231002;1;1;0;02/10/2023
Gols do Yony Gonzales;20231002;1;1;0;02/10/2023
Gols do Everton Santos;20231002;1;1;0;02/10/2023
Graficos;20231002;1;1;0;02/10/2023
Gremio 3 X 1 Fluminense;20231002;1;0;0;02/10/2023
Henrique Dourado 2018;20231002;1;1;0;02/10/2023
Internacional 1 X 0 Fluminense;20231002;1;1;0;02/10/2023
Internacional 1 X 2 Fluminense;20231002;1;1;0;02/10/2023
Jesus Valenzuela;20231002;1;1;0;02/10/2023
Jorge Pereira da Silva;20231002;1;1;0;02/10/2023
Julio Cesar 2018;20231002;1;1;0;02/10/2023
Junior 1998;20231002;1;1;1;02/10/2023
Juventude 6 X 0 Fluminense;20231002;1;1;1;02/10/2023
Juventude MT 4 X 1 Fluminense;20231002;1;1;1;02/10/2023
Kashima Antlers 2 X 0 Fluminense;20231002;1;1;1;02/10/2023
Kieza 2010;20231002;1;1;0;02/10/2023
Lafaiete 1956;20231002;1;1;1;02/10/2023
Leandro Bonfim 2009;20231002;1;1;0;02/10/2023
Levir Culpi em 01/01/2013 - 02/10/2023;20231002;1;1;0;02/10/2023
Libertadores da America;20231002;1;1;0;02/10/2023
Libertadores da America 1971;20231002;1;1;0;02/10/2023
Libertadores da America 1985;20231002;1;1;0;02/10/2023
Libertadores da America 2008;20231002;1;1;0;02/10/2023
Libertadores da America 2011;20231002;1;1;0;02/10/2023
Libertadores da America 2012;20231002;1;1;0;02/10/2023
Libertadores da America 2013;20231002;1;1;0;02/10/2023
Libertadores da America 2021;20231002;1;1;0;02/10/2023
Libertadores da America 2022;20231002;1;1;0;02/10/2023
Linhares 1 X 1 Fluminense;20231002;1;1;1;02/10/2023
Madureira 1 X 2 Fluminense;20231002;1;1;0;02/10/2023
Maicon 2010;20231002;1;1;0;02/10/2023
Maior Artilheiro contra Adversario;20231002;1;1;0;02/10/2023
Maior Artilheiro em Campeonato;20231002;1;1;0;02/10/2023
Maiores Artilheiros;20231002;1;1;0;02/10/2023
Maiores Publicos - Classicos;20231002;1;1;1;02/10/2023
Maiores Publicos - Serrano;20231002;1;1;0;02/10/2023
Maiores publicos por Adversarios;20231002;1;1;0;02/10/2023
Maracana;20231002;1;1;0;02/10/2023
Marcelo Oliveira em 01/01/2013 - 02/10/2023;20231002;1;1;0;02/10/2023
Marcos Felipe 2022;20231002;1;1;0;02/10/2023
Marcos Junior 2018;20231002;1;1;0;02/10/2023
Marcao 2006;20231002;1;1;0;02/10/2023
Marcao em 01/01/2013 - 02/10/2023;20231002;1;1;0;02/10/2023
Marquinho 2017;20231002;1;1;0;02/10/2023
Martim 1914 - Gols por Ano;20231002;1;1;0;02/10/2023
Mascotes;20231002;1;1;1;02/10/2023
Matheus Carvalho 2014 - Gols por Ano;20231002;1;1;0;02/10/2023
Matheus Ferraz 2022 - Gols por Ano;20231002;1;1;0;02/10/2023
Matheus Martins 2022 - Gols por Ano;20231002;1;1;0;02/10/2023
Maurinho 1963 - Gols por Ano;20231002;1;1;0;02/10/2023
Maurinho 1985 - Gols por Ano;20231002;1;1;0;02/10/2023
Mauricio 2010 - Gols por Ano;20231002;1;1;0;02/10/2023
Meireles 1931 - Gols por Ano;20231002;1;1;0;02/10/2023
Mendes 1937 - Gols por Ano;20231002;1;1;0;02/10/2023
Michael 2015 - Gols por Ano;20231002;1;1;0;02/10/2023
Michel Araujo 2023 - Gols por Ano;20231002;1;1;0;02/10/2023
Mickey 1974 - Gols por Ano;20231002;1;1;0;02/10/2023
Miguel 1956 - Gols por Ano;20231002;1;1;0;02/10/2023
Milani 1940 - Gols por Ano;20231002;1;1;0;02/10/2023
Milton 1928 - Gols por Ano;20231002;1;1;0;02/10/2023
Milton 1939 - Gols por Ano;20231002;1;1;0;02/10/2023
Milton 1955 - Gols por Ano;20231002;1;1;0;02/10/2023
Mirim 1948 - Gols por Ano;20231002;1;1;0;02/10/2023
Odair Hellmann em 01/01/2013 - 02/10/2023;20231002;1;1;0;02/10/2023
Olimpia 1 X 3 Fluminense;20231002;1;1;0;02/10/2023
Osvaldo dos Santos Ramos;20231002;1;1;0;02/10/2023
Oswaldo de Oliveira em 01/01/2013 - 02/10/2023;20231002;1;1;0;02/10/2023
Parraro 1980;20231002;1;1;1;02/10/2023
Paysandu 1 X 2 Fluminense;20231002;1;1;0;02/10/2023
Porto Alegre 1 X 1 Fluminense;20231002;1;1;0;02/10/2023
Pindaro 1955;20231002;1;1;0;02/10/2023
Rafael Sobis 2014;20231002;1;1;0;02/10/2023
Real Madrid 2 X 0 Fluminense;20231002;1;1;0;02/10/2023
Renato Gaucho - Internacional;20231002;1;1;0;02/10/2023
Ricardo Lopes 1986;20231002;1;1;1;02/10/2023
Romeu 2009;20231002;1;1;0;02/10/2023
Sandro 2009;20231002;1;1;0;02/10/2023
Santa Cruz 2 X 0 Fluminense;20231002;1;1;0;02/10/2023
Sel. Vale do Paraiba 0 X 9 Fluminense;20231002;1;1;0;02/10/2023
Selecao El Salvador 2 X 3 Fluminense;20231002;1;1;0;02/10/2023
Severo 1967;20231002;1;1;1;02/10/2023
Souza 1992;20231002;1;1;0;02/10/2023
Sao Paulo 2 X 0 Fluminense;20231002;1;1;0;02/10/2023
Sao Paulo 2 X 1 Fluminense;20231002;1;1;0;02/10/2023
Sao Paulo 2 X 2 Fluminense;20231002;1;1;0;02/10/2023
Tarta 2011;20231002;1;1;0;02/10/2023
Thiago Neves 2013;20231002;1;1;0;02/10/2023
Todos os Jogos apitados por Anderson Daronco;20231002;1;1;0;02/10/2023
Todos os Jogos contra America MG-MG;20231002;1;1;0;02/10/2023
Todos os Jogos contra Botafogo-RJ;20231002;1;1;0;02/10/2023
Todos os Jogos contra Goytacas-RJ;20231002;1;1;0;02/10/2023
Todos os Jogos contra Juventude-RS;20231002;1;1;0;02/10/2023
Todos os Jogos contra Serrano-RJ;20231002;1;1;0;02/10/2023
Todos os Jogos contra Vasco-RJ;20231002;1;1;0;02/10/2023
Todos os Jogos no(a) Engenheiro Araripe;20231002;1;1;1;02/10/2023
Todos os Jogos no(a) Maracana;20231002;1;1;0;02/10/2023
Tecnico por tempo determinado;20231002;1;1;0;02/10/2023
Tecnico x Adversario;20231002;1;1;0;02/10/2023
Tecnico x Ano;20231002;1;1;0;02/10/2023
Vitalino Gomes Filho;20231002;1;1;0;02/10/2023
Volta Redonda 0 X 3 Fluminense;20231002;1;1;0;02/10/2023
Volta Redonda 1 X 3 Fluminense;20231002;1;1;0;02/10/2023
Wilson Luiz Seneme;20231002;1;1;0;02/10/2023
Yony Gonzales 2023;20231002;1;1;0;02/10/2023
Everton Santos 2009;20231002;1;1;0;02/10/2023
Estatisticas Fluminense - Principal;20231003;68;57;22;03/10/2023
Jogador;20231003;19;16;0;03/10/2023
Consultas Especiais;20231003;18;13;0;03/10/2023
Adversarios;20231003;12;11;0;03/10/2023
Jogo;20231003;11;9;0;03/10/2023
Campeonatos;20231003;10;9;0;03/10/2023
Tecnico;20231003;9;9;0;03/10/2023
Tec - Fernando Diniz;20231003;8;7;0;03/10/2023
Especiais Campeonatos;20231003;7;4;0;03/10/2023
Fluminense x Internacional-RS;20231003;7;7;0;03/10/2023
Copa do Brasil 1992;20231003;5;2;0;03/10/2023
Especiais Jogadores;20231003;5;5;0;03/10/2023
Especiais Jogos;20231003;5;4;0;03/10/2023
Fluminense 2 X 1 Internacional;20231003;5;4;0;03/10/2023
Fluminense x Sao Raimundo-AM;20231003;5;5;4;03/10/2023
Arbitros;20231003;5;5;2;03/10/2023
Fluminense 1 X 1 America;20231003;4;2;0;03/10/2023
Fred 2022;20231003;4;4;0;03/10/2023
Camisa;20231003;3;3;0;03/10/2023
Campeonatos em 1993;20231003;3;1;0;03/10/2023
Campeonatos por ano;20231003;3;1;0;03/10/2023
Graficos;20231003;3;3;0;03/10/2023
