Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios
/link_jogo/4184;20230909;2;1;0
/link_jogo/4186;20230909;2;1;0
/link_jogo/4191;20230909;2;1;0
/link_jogo/4195;20230909;2;1;0
/link_jogo/4198;20230909;2;1;0
/link_jogo/4199;20230909;2;1;0
/link_jogo/4200;20230909;2;1;0
/link_jogo/4201;20230909;2;1;0
/link_jogo/4202;20230909;2;1;0
/link_jogo/4203;20230909;2;1;0
/link_jogo/4204;20230909;2;1;0
/link_jogo/4205;20230909;2;1;0
/link_jogo/4206;20230909;2;1;0
/link_jogo/4207;20230909;2;1;0
/link_jogo/4208;20230909;2;1;0
/link_jogo/4209;20230909;2;1;0
/link_jogo/4210;20230909;2;1;0
/link_jogo/4211;20230909;2;1;0
/link_jogo/4212;20230909;2;1;0
/link_jogo/4213;20230909;2;1;0
/link_jogo/4214;20230909;2;1;0
/link_jogo/4215;20230909;2;1;0
/link_jogo/4216;20230909;2;1;0
/link_jogo/4217;20230909;2;1;0
/link_jogo/4218;20230909;2;1;0
/link_jogo/4219;20230909;2;1;0
/link_jogo/4220;20230909;2;1;0
/link_jogo/4221;20230909;2;1;0
/link_jogo/4222;20230909;2;1;0
/link_jogo/4224;20230909;2;1;0
/link_jogo/4226;20230909;2;1;0
/link_jogo/4228;20230909;2;1;0
/link_jogo/4233;20230909;2;1;0
/link_jogo/4234;20230909;2;1;0
/link_jogo/4235;20230909;2;1;0
/link_jogo/4236;20230909;2;1;0
/link_jogo/4238;20230909;2;1;0
/link_jogo/4239;20230909;2;1;0
/link_jogo/4240;20230909;2;1;0
/link_jogo/4241;20230909;2;1;0
/link_jogo/4242;20230909;2;1;0
/link_jogo/4247;20230909;2;1;0
/link_jogo/4248;20230909;2;1;0
/link_jogo/4249;20230909;2;1;0
/link_jogo/4276;20230909;2;1;0
/link_jogo/4277;20230909;2;1;0
/link_jogo/4278;20230909;2;1;0
/link_jogo/4279;20230909;2;1;0
/link_jogo/4280;20230909;2;1;0
/link_jogo/4281;20230907;2;2;0
/link_jogo/4281;20230909;2;1;0
/link_jogo/4282;20230907;2;2;0
/link_jogo/4282;20230909;2;1;0
/link_jogo/4283;20230907;2;2;0
/link_jogo/4283;20230909;2;1;0
/link_jogo/4284;20230907;2;2;0
/link_jogo/4284;20230909;2;1;0
/link_jogo/4285;20230907;2;2;0
/link_jogo/4285;20230909;2;1;0
/link_jogo/4286;20230907;2;2;0
/link_jogo/4286;20230909;2;1;0
/link_jogo/4287;20230907;2;2;0
/link_jogo/4287;20230909;2;1;0
/link_jogo/4288;20230907;2;2;0
/link_jogo/4288;20230909;2;1;0
/link_jogo/4289;20230907;2;2;0
/link_jogo/4289;20230909;2;1;0
/link_jogo/4290;20230907;2;2;0
/link_jogo/4290;20230909;2;1;0
/link_jogo/4291;20230907;2;2;0
/link_jogo/4291;20230909;2;1;0
/link_jogo/4292;20230907;2;2;0
/link_jogo/4292;20230909;2;1;0
/link_jogo/4326;20230824;2;1;0
/link_jogo/4326;20230903;2;1;0
/link_jogo/4326;20230907;2;2;0
/link_jogo/4334;20230909;2;1;0
/link_jogo/4335;20230909;2;1;0
/link_jogo/4336;20230909;2;1;0
/link_jogo/4337;20230909;2;1;0
/link_jogo/4338;20230909;2;1;0
/link_jogo/4339;20230909;2;1;0
/link_jogo/4340;20230909;2;1;0
/link_jogo/4341;20230909;2;1;0
/link_jogo/4342;20230909;2;1;0
/link_jogo/4343;20230909;2;1;0
/link_jogo/4344;20230909;2;1;0
/link_jogo/4345;20230909;2;1;0
/link_jogo/4346;20230909;2;1;0
/link_jogo/4347;20230909;2;1;0
/link_jogo/4348;20230909;2;1;0
/link_jogo/4364;20230909;2;2;1
/link_jogo/4389;20230909;2;1;0
/link_jogo/4390;20230909;2;1;0
/link_jogo/4391;20230909;2;1;0
/link_jogo/4392;20230909;2;1;0
/link_jogo/4393;20230909;2;1;0
/link_jogo/4394;20230909;2;1;0
/link_jogo/4395;20230909;2;1;0
/link_jogo/4396;20230909;2;1;0
/link_jogo/4397;20230909;2;1;0
/link_jogo/4398;20230909;2;1;0
/link_jogo/4399;20230909;2;1;0
/link_jogo/4400;20230909;2;1;0
/link_jogo/4401;20230909;2;1;0
/link_jogo/4402;20230909;2;1;0
/link_jogo/4403;20230909;2;1;0
/link_jogo/4404;20230909;2;1;0
/link_jogo/4405;20230909;2;1;0
/link_jogo/4406;20230909;2;1;0
/link_jogo/4407;20230909;2;1;0
/link_jogo/4408;20230909;2;1;0
/link_jogo/4409;20230909;2;1;0
/link_jogo/4410;20230909;2;1;0
/link_jogo/4411;20230909;2;1;0
/link_jogo/4412;20230909;2;1;0
/link_jogo/4413;20230909;2;1;0
/link_jogo/4414;20230909;2;1;0
/link_jogo/4415;20230909;2;1;0
/link_jogo/4618;20230821;2;2;2
/link_jogo/4653;20230901;2;2;1
/link_jogo/4658;20230905;2;1;0
/link_jogo/4691;20230815;2;2;0
/link_jogo/4748;20230820;2;1;0
/link_jogo/4789;20230909;2;1;0
/link_jogo/4797;20230830;2;1;0
/link_jogo/4882;20230818;2;1;0
/link_jogo/4990;20230815;2;2;1
/link_jogo/4990;20230817;2;2;2
/link_jogo/4990;20230821;2;2;2
/link_jogo/4990;20230829;2;2;2
/link_jogo/4990;20230903;2;1;1
/link_jogo/4994;20230817;2;2;1
/link_jogo/4995;20230817;2;2;0
/link_jogo/4996;20230817;2;2;0
/link_jogo/4996;20230828;2;2;2
/link_jogo/4997;20230817;2;2;0
/link_jogo/4997;20230823;2;2;2
/link_jogo/5131;20230830;2;2;0
/link_jogo/5454;20230908;2;1;0
/link_jogo/5574;20230825;2;1;0
/link_jogo/5615;20230814;2;2;0
/link_jogo/5616;20230814;2;2;0
/link_jogo/5617;20230814;2;2;0
/link_jogo/5618;20230814;2;2;0
/link_jogo/5619;20230814;2;2;0
/link_jogo/5620;20230814;2;2;0
/link_jogo/5621;20230814;2;2;0
/link_jogo/5622;20230814;2;2;0
/link_jogo/5623;20230814;2;2;0
/link_jogo/5625;20230814;2;2;0
/link_jogo/5626;20230814;2;2;0
/link_jogo/5984;20230820;2;1;0
/link_jogo/6178;20230907;2;1;0
/link_jogo/6382;20230909;2;1;0
/link_jogo/6445;20230829;2;2;0
/link_jogo/6446;20230829;2;2;0
/link_jogo/6454;20230829;2;1;0
/link_jogo/6515;20230830;2;1;0
/link_jogo/6544;20230903;2;1;0
/link_jogo/6614;20230817;2;1;0
/link_jogo/6624;20230905;2;1;0
/link_jogo/6626;20230905;2;1;0
/link_jogo/6627;20230905;2;1;0
/link_jogo/6628;20230905;2;1;0
/link_jogo/6629;20230905;2;1;0
/link_jogo/6685;20230818;2;1;0
/link_jogo/6697;20230818;2;1;0
/link_jogo/6704;20230907;2;1;0
/link_jogo/6742;20230907;2;1;0
/link_jogo/6920;20230814;2;1;1
/link_jogo/6921;20230830;2;2;1
/link_jogo/6921;20230907;2;2;2
/link_jogo/7090;20230909;2;1;0
/link_jogo/7115;20230910;2;2;0
/link_jogo/7116;20230910;2;2;0
/link_jogo/7117;20230910;2;2;0
/link_jogo/7118;20230910;2;2;0
/link_jogo/7125;20230909;2;1;0
/link_jogo/7126;20230909;2;1;0
/link_jogo/7127;20230909;2;1;0
/link_jogo/7128;20230909;2;1;0
/link_jogo/7129;20230909;2;1;0
/link_jogo/7130;20230909;2;1;0
/link_jogo/7131;20230909;2;1;0
/link_jogo/7132;20230909;2;1;0
/link_jogo/7133;20230909;2;1;0
/link_jogo/7134;20230909;2;1;0
/link_jogo/7135;20230909;2;1;0
/link_jogo/7136;20230909;2;1;0
/link_jogo/7137;20230831;2;1;1
/link_jogo/7137;20230904;2;2;2
/link_jogo/7137;20230909;2;1;0
/link_jogo/7138;20230909;2;1;0
/link_jogo/7139;20230909;2;1;0
/link_jogo/7140;20230909;2;1;0
/link_jogo/7141;20230909;2;1;0
/link_jogo/7142;20230909;2;1;0
/link_jogo/7143;20230909;2;1;0
/link_jogo/7145;20230909;2;1;0
/link_jogo/7146;20230909;2;1;0
/link_jogo/7148;20230909;2;1;0
/link_jogo/7149;20230909;2;1;0
/link_jogo/7150;20230909;2;1;0
/link_jogo/7152;20230909;2;1;0
/link_jogo/7154;20230909;2;1;0
/link_jogo/7155;20230909;2;1;0
/link_jogo/7157;20230909;2;1;0
/link_jogo/7158;20230909;2;1;0
/link_jogo/7159;20230909;2;1;0
/link_jogo/7160;20230909;2;1;0
/link_jogo/7161;20230909;2;1;0
/link_jogo/7162;20230909;2;1;0
/link_jogo/7163;20230909;2;1;0
/link_jogo/7164;20230909;2;1;0
/link_jogo/7166;20230909;2;1;0
/link_jogo/7167;20230909;2;1;0
/link_jogo/7223;20230831;2;1;0
/link_jogo/7224;20230831;2;1;0
/link_jogo/7285;20230901;2;1;0
/link_jogo/7328;20230908;2;1;0
/link_jogo/7399;20230828;2;2;0
/link_jogo/7462;20230818;2;1;0
/link_jogo/7476;20230909;2;1;0
/link_jogo/7489;20230909;2;1;0
/link_jogo/7537;20230827;2;1;0
/link_jogo/7550;20230824;2;2;0
/link_jogo/761;20230826;2;2;0
/link_jogo/7621;20230829;2;2;0
/link_jogo/7685;20230910;2;1;0
/link_jogo/7809;20230822;2;2;0
/link_jogo/7809;20230823;2;2;0
/link_jogo/7811;20230822;2;2;0
/link_jogo/7811;20230824;2;2;0
/link_jogo/7811;20230827;2;2;0
/link_jogo/7811;20230830;2;2;0
/link_jogo/7816;20230828;2;2;0
/link_jogo/7850;20230828;2;2;0
/link_jogo/7851;20230828;2;2;0
/link_jogo/7858;20230828;2;1;0
/link_jogo/7859;20230828;2;1;0
/link_jogo/7860;20230828;2;1;0
/link_jogo/788;20230830;2;2;0
/link_jogo/7891;20230824;2;2;2
/link_jogo/7942;20230905;2;1;0
/link_jogo/8004;20230828;2;1;0
/link_jogo/8028;20230828;2;2;0
/link_jogo/805;20230830;2;2;0
/link_jogo/810;20230830;2;2;0
/link_jogo/8141;20230828;2;2;0
/link_jogo/819;20230830;2;2;0
/link_jogo/8231;20230818;2;2;0
/link_jogo/825;20230826;2;1;0
/link_jogo/8263;20230818;2;2;0
/link_jogo/8275;20230818;2;2;0
/link_jogo/8276;20230818;2;2;0
/link_jogo/8282;20230904;2;2;0
/link_jogo/830;20230830;2;2;0
/link_jogo/8371;20230903;2;2;0
/link_jogo/838;20230830;2;2;0
/link_jogo/8409;20230902;2;1;0
/link_jogo/8414;20230827;2;2;0
/link_jogo/8433;20230827;2;2;0
/link_jogo/8438;20230827;2;2;0
/link_jogo/8463;20230827;2;1;0
/link_jogo/8463;20230828;2;2;0
/link_jogo/8490;20230823;2;1;0
/link_jogo/852;20230830;2;2;0
/link_jogo/8626;20230901;2;2;0
/link_jogo/8628;20230909;2;1;0
/link_jogo/8633;20230820;2;1;0
/link_jogo/8636;20230828;2;2;0
/link_jogo/8637;20230909;2;1;0
/link_jogo/864;20230830;2;2;0
/link_jogo/8644;20230828;2;2;0
/link_jogo/8648;20230902;2;1;0
/link_jogo/8650;20230828;2;2;0
/link_jogo/8654;20230820;2;2;0
/link_jogo/8659;20230831;2;2;0
/link_jogo/8659;20230901;2;2;0
/link_jogo/8660;20230820;2;1;0
/link_jogo/8663;20230819;2;1;0
/link_jogo/8664;20230826;2;1;0
/link_jogo/8664;20230828;2;2;0
/link_jogo/8665;20230820;2;2;0
/link_jogo/8665;20230903;2;2;0
/link_jogo/8667;20230828;2;2;0
/link_jogo/8668;20230828;2;2;0
/link_jogo/8675;20230820;2;1;0
/link_jogo/8677;20230820;2;2;0
/link_jogo/8687;20230814;2;1;0
/link_jogo/8687;20230820;2;1;0
/link_jogo/8689;20230820;2;1;0
/link_jogo/8691;20230820;2;1;0
/link_jogo/8693;20230831;2;2;0
/link_jogo/8693;20230901;2;2;0
/link_jogo/8694;20230901;2;2;0
/link_jogo/8695;20230825;2;1;0
/link_jogo/8697;20230818;2;1;0
/link_jogo/8697;20230819;2;2;0
/link_jogo/8697;20230820;2;2;0
/link_jogo/8697;20230909;2;1;0
/link_jogo/8698;20230825;2;1;0
/link_jogo/8698;20230831;2;2;0
/link_jogo/8698;20230901;2;2;0
/link_jogo/8698;20230906;2;1;0
/link_jogo/8699;20230825;2;1;0
/link_jogo/8701;20230828;2;2;0
/link_jogo/8701;20230901;2;1;0
/link_jogo/8701;20230903;2;2;0
/link_jogo/8702;20230820;2;1;0
/link_jogo/8702;20230825;2;1;0
/link_jogo/8702;20230901;2;2;0
/link_jogo/8702;20230906;2;1;0
/link_jogo/8703;20230825;2;1;0
/link_jogo/8703;20230828;2;2;0
/link_jogo/8704;20230828;2;2;0
/link_jogo/8705;20230825;2;1;0
/link_jogo/8705;20230828;2;2;0
/link_jogo/8706;20230825;2;1;0
/link_jogo/8707;20230828;2;2;0
/link_jogo/8708;20230828;2;2;0
/link_jogo/8709;20230828;2;2;0
/link_jogo/8710;20230827;2;2;0
/link_jogo/8710;20230828;2;2;0
/link_jogo/8711;20230825;2;1;0
/link_jogo/8711;20230828;2;2;0
/link_jogo/8711;20230901;2;2;0
/link_jogo/8712;20230828;2;2;0
/link_jogo/8713;20230828;2;2;0
/link_jogo/8714;20230828;2;2;0
/link_jogo/8715;20230828;2;2;0
/link_jogo/8716;20230828;2;2;0
/link_jogo/8716;20230901;2;2;0
/link_jogo/8716;20230906;2;1;0
/link_jogo/8717;20230828;2;2;0
/link_jogo/8718;20230820;2;1;0
/link_jogo/8718;20230825;2;1;0
/link_jogo/8718;20230826;2;2;0
/link_jogo/8718;20230901;2;2;0
/link_jogo/8718;20230906;2;2;0
/link_jogo/8719;20230814;2;2;0
/link_jogo/8719;20230825;2;1;0
/link_jogo/8719;20230826;2;2;0
/link_jogo/8720;20230814;2;2;0
/link_jogo/8720;20230904;2;2;0
/link_jogo/8721;20230814;2;2;0
/link_jogo/8721;20230820;2;2;0
/link_jogo/8721;20230904;2;2;0
/link_jogo/8722;20230820;2;2;0
/link_jogo/8722;20230901;2;2;0
/link_jogo/8725;20230814;2;2;0
/link_jogo/8725;20230826;2;2;0
/link_jogo/8725;20230902;2;1;0
/link_jogo/8725;20230904;2;2;0
/link_jogo/8726;20230824;2;2;0
/link_jogo/8726;20230825;2;1;0
/link_jogo/8726;20230826;2;2;0
/link_jogo/8726;20230902;2;1;0
/link_jogo/8726;20230904;2;2;0
/link_jogo/8726;20230906;2;1;0
/link_jogo/8726;20230909;2;1;0
/link_jogo/8727;20230820;2;2;0
/link_jogo/8727;20230902;2;1;0
/link_jogo/8728;20230826;2;2;0
/link_jogo/8728;20230901;2;2;0
/link_jogo/8728;20230904;2;2;0
/link_jogo/8728;20230906;2;2;0
/link_jogo/8729;20230902;2;1;0
/link_jogo/8729;20230906;2;1;0
/link_jogo/8730;20230902;2;1;0
/link_jogo/8730;20230906;2;2;0
/link_jogo/8731;20230902;2;1;0
/link_jogo/8732;20230906;2;2;0
/link_mascote/166;20230831;2;2;2
/link_tecnico/117;20230818;2;1;0
/link_tecnico/118;20230826;2;2;0
/link_tecnico/118;20230827;2;2;0
/link_tecnico/118;20230904;2;2;0
/link_tecnico/3;20230827;2;1;0
/link_tecnico/70;20230816;2;1;0
/link_tecnicoadv/58;20230819;2;1;0
/link_todos/109/100;20230821;2;1;0
/link_todos/109/100;20230822;2;2;0
/link_todos/115/100;20230831;2;1;0
/link_todos/1248/300;20230821;2;2;0
/link_todos/168/100;20230902;2;2;0
/link_todos/418/100;20230827;2;2;0
/link_todos/49/200;20230909;2;2;2
/link_todos/54/200;20230831;2;1;0
/link_todos/62/100;20230905;2;2;0
/link_todos/64/100;20230827;2;2;0
/link_turno/737;20230823;2;1;0
/link_turno/774;20230814;2;1;0
/lista_camp;20230819;2;1;0
/lista_camp;20230826;2;2;0
/maiores_publicos2;20230825;2;2;0
/maiores_publicos2;20230902;2;2;0
/maiores_publicos2;20230905;2;2;0
/maiores_publicos3;20230826;2;2;0
/maiores_publicos_classicos;20230814;2;2;2
/maiores_publicos_classicos;20230823;2;2;1
/marcas_historicas;20230821;2;2;0
/marcas_historicas;20230825;2;2;0
/marcas_historicas;20230831;2;2;0
/marcas_historicas;20230902;2;2;0
/marcas_historicas;20230903;2;2;0
/melhores_media_gols/650000000000;20230823;2;2;0
/mostra_arbitro;20230814;2;2;0
/mostra_arbitro;20230815;2;2;0
/mostra_arbitro;20230820;2;2;0
/mostra_arbitro;20230821;2;2;0
/mostra_arbitro;20230824;2;2;0
/mostra_arbitro;20230825;2;2;0
/mostra_arbitro;20230830;2;2;0
/mostra_arbitro;20230901;2;2;0
/mostra_camisa;20230814;2;2;0
/mostra_camisa;20230827;2;1;0
/mostra_camisa;20230830;2;2;0
/mostra_campeonato;20230818;2;2;0
/mostra_espadv2;20230823;2;2;0
/mostra_espadv2;20230901;2;2;0
/mostra_especial/;20230814;2;2;0
/mostra_especial/;20230817;2;2;0
/mostra_especial/;20230818;2;2;0
/mostra_especial/;20230824;2;2;0
/mostra_especial/;20230827;2;2;0
/mostra_especial/;20230829;2;2;0
/mostra_especial/;20230831;2;2;0
/mostra_especial/;20230907;2;2;0
/mostra_especial/;20230908;2;2;0
/mostra_especial_jogo;20230823;2;2;0
/mostra_especial_jogo;20230827;2;2;0
/mostra_especial_jogo;20230831;2;2;0
/mostra_especial_jogo;20230906;2;2;0
/mostra_especial_jogo;20230909;2;1;0
/mostra_estadio;20230817;2;2;0
/mostra_estadio;20230818;2;2;0
/mostra_estadio;20230819;2;2;0
/mostra_estadio;20230908;2;2;0
/mostra_estadio;20230910;2;2;0
/mostra_estadiomais;20230903;2;2;0
/mostra_estadiomais;20230905;2;2;0
/mostra_estatistica;20230901;2;2;0
/mostra_estatistica;20230903;2;2;0
/mostra_goleada/610000000;20230815;2;1;0
/mostra_goltempo;20230814;2;2;0
/mostra_jogador_gols;20230826;2;1;0
/mostra_jogador_gols;20230827;2;2;0
/mostra_jogador_gols;20230828;2;2;0
/mostra_jogador_gols;20230831;2;2;0
/mostra_jogador_gols;20230902;2;1;0
/mostra_jogador_gols;20230905;2;2;0
/mostra_jogador_gols;20230907;2;2;0
/mostra_numeracao;20230830;2;2;0
/mostra_numeracao_gols;20230820;2;1;0
/mostra_passagem;20230904;2;1;0
/mostra_ranking/290000000;20230821;2;2;0
/mostra_ranking/290000000;20230823;2;2;0
/mostra_ranking/290000000;20230828;2;2;0
/mostra_ranking/290000000;20230905;2;2;0
/mostra_ranking/292220000;20230822;2;1;0
/mostra_ranking/292220000;20230825;2;1;0
/mostra_ranking/800000000000;20230814;2;2;0
/mostra_ranking/800000000000;20230825;2;2;0
/mostra_ranking/800000000000;20230901;2;2;0
/mostra_ranking/800800000000;20230814;2;2;0
/mostra_ranking/800800000000;20230818;2;2;0
/mostra_ranking/800800000000;20230819;2;2;0
/mostra_ranking/800801000000;20230818;2;2;0
/mostra_ranking/800801000000;20230821;2;2;0
/mostra_ranking/800801000000;20230824;2;2;0
/mostra_ranking/800801000000;20230903;2;2;0
/mostra_ranking/800805000000;20230817;2;2;0
/mostra_ranking/800805000000;20230819;2;2;0
/mostra_ranking/800805000000;20230824;2;2;0
/mostra_ranking/800805000000;20230904;2;2;0
/mostra_ranking/800900000000;20230901;2;2;0
/mostra_ranking/801000000000;20230814;2;2;0
/mostra_ranking/801000000000;20230818;2;2;0
/mostra_ranking/801000000000;20230828;2;2;0
/mostra_ranking/801000000000;20230905;2;2;0
/mostra_ranking/804000000000;20230819;2;1;0
/mostra_ranking/814000000000;20230814;2;1;0
/mostra_ranking/814700000000;20230814;2;1;0
/mostra_ranking/867000000000;20230818;2;2;0
/mostra_ranking/867000000000;20230826;2;2;0
/mostra_ranking/867000000000;20230828;2;1;0
/mostra_ranking/867000000000;20230831;2;2;0
/mostra_ranking/867000000000;20230904;2;2;0
/mostra_ranking/900000000000;20230830;2;2;0
/mostra_ranking/900000000000;20230904;2;2;0
/mostra_ranking/902000000000;20230819;2;2;0
/mostra_ranking/902000000000;20230823;2;2;0
/mostra_ranking/902000000000;20230831;2;2;0
/mostra_ranking/902000000000;20230905;2;2;0
/mostra_ranking/903000000000;20230901;2;2;0
/mostra_rkg/;20230822;2;2;0
/mostra_rkg/;20230823;2;2;0
/mostra_rkg/;20230904;2;2;0
/mostra_rkg/;20230906;2;2;0
/mostra_sequencia/500000300;20230825;2;2;0
/mostra_sequencia/500000300;20230904;2;2;0
/mostra_sequencia2;20230824;2;2;0
/mostra_sequencia2;20230901;2;2;0
/mostra_tecadv;20230831;2;2;0
/mostra_tecnico;20230820;2;2;0
/mostra_tecnico;20230821;2;2;0
/mostra_tecnico;20230823;2;2;0
/mostra_tecnico;20230824;2;2;0
/mostra_tecnico;20230826;2;2;0
/mostra_tecnico;20230830;2;2;0
/mostra_tecnico;20230903;2;2;0
/mostra_tecnico;20230905;2;2;0
/mostra_tecnico;20230909;2;2;0
/mostra_tecnico;20230910;2;2;0
/mostra_tempodet/;20230820;2;1;0
/mostra_tempodet/;20230825;2;2;0
/mostra_todos;20230814;2;2;0
/mostra_todos;20230819;2;2;0
/mostra_todos;20230830;2;2;0
/mostra_todos;20230904;2;2;0
/mostra_todos_jogador;20230820;2;1;0
/mostra_todos_jogador;20230831;2;2;0
/mostra_todos_jogador;20230903;2;1;0
/mostra_todos_jogador;20230904;2;2;0
/mostra_todos_jogador;20230905;2;2;0
/mostra_todos_tecnico;20230908;2;1;0
/mostra_turno;20230814;2;2;0
/tecnico;20230826;2;2;0
/tecnico;20230905;2;2;0
/tecnico;20230907;2;2;0
/tecnico;20230908;2;2;0
/tecnico;20230909;2;2;0
/tecnico;20230910;2;2;0
/todas_camisas/400000000;20230814;2;1;0
/todas_camisas/400000000;20230828;2;2;0
/adversario_turno;20230828;1;1;0
/arbitro;20230907;1;1;1
/arbitro;20230908;1;1;0
/arbitro;20230909;1;1;0
/arbitro_todos;20230823;1;1;0
/artilheiro_turno;20230814;1;1;0
/artilheiro_turno;20230818;1;1;0
/artilheiro_turno;20230827;1;1;0
/artilheiro_turno;20230831;1;1;0
/ataque_defesa;20230827;1;1;0
/ataque_defesa;20230906;1;1;0
/avaliacao;20230814;1;1;0
/avaliacao;20230825;1;1;0
/camisa;20230816;1;1;0
/camisa;20230818;1;1;0
/camisa;20230820;1;1;0
/camisa;20230822;1;1;0
/camisa;20230823;1;1;0
/camisa;20230824;1;1;0
/camisa;20230829;1;1;0
/camisa;20230909;1;1;0
/camisa;20230910;1;1;0
/campeonato;20230910;1;1;0
/cartao_ano;20230814;1;1;0
/consolida_turno;20230818;1;1;0
/consolida_turno;20230828;1;1;0
/consolida_turno;20230904;1;1;0
/consulta_camisa/400001000;20230814;1;1;0
/consulta_camisa/400001000;20230815;1;1;0
/consulta_camisa/400001000;20230821;1;1;0
/consulta_camisa/400001000;20230827;1;1;0
/consulta_camisa/400001000;20230830;1;1;0
/consulta_camisa/400001000;20230910;1;1;0
/consulta_camisa/400100000;20230826;1;1;0
/consulta_camisa/400100000;20230831;1;1;0
/consulta_camisa/400103000;20230822;1;1;0
/consulta_camisa/400104000;20230814;1;1;0
/consulta_camisa/400104000;20230816;1;1;0
/consulta_camisa/400104000;20230822;1;1;0
/consulta_camisa/400104000;20230830;1;1;0
/consulta_camisa/400106000;20230814;1;1;0
/consulta_camisa/400106000;20230821;1;1;0
/consulta_camisa/400106000;20230903;1;1;0
/consulta_camisa/400201000;20230824;1;1;0
/consulta_camisa/400201000;20230829;1;1;0
/consulta_camisa/400300000;20230824;1;1;0
/consulta_camisa/400300000;20230906;1;1;0
/consulta_camisa/400345000;20230823;1;1;0
/consulta_camisa/400345000;20230828;1;1;0
/consulta_camisa/400345000;20230901;1;1;0
/consulta_camisa/400345000;20230905;1;1;0
/consulta_camisa/400500000;20230826;1;1;0
/consulta_camisa/400500000;20230906;1;1;0
/consulta_campano/106720000;20230821;1;1;0
/consulta_campano/106720000;20230824;1;1;0
/consulta_campano/106720000;20230826;1;1;0
/consulta_campeonato/103451000;20230814;1;1;0
/consulta_campeonato/103451000;20230819;1;1;0
/consulta_campeonato/103451000;20230820;1;1;0
/consulta_campeonato/103451000;20230822;1;1;0
/consulta_campeonato/103700000;20230827;1;1;0
/consulta_campeonato/103700000;20230906;1;1;0
/consulta_campeonato/103701000;20230814;1;1;0
/consulta_campeonato/103701000;20230819;1;1;0
/consulta_campeonato/103702000;20230814;1;1;0
/consulta_campeonato/103702000;20230826;1;1;0
/consulta_campeonato/103877000;20230824;1;1;0
/consulta_campeonato/103877000;20230826;1;1;0
/consulta_campeonato/103877000;20230901;1;1;0
/consulta_campeonato/103897000;20230814;1;1;0
/consulta_campeonato/103897000;20230829;1;1;0
/consulta_campeonato/103999000;20230814;1;1;0
/consulta_campeonato/103999000;20230819;1;1;0
/consulta_campeonato/103999000;20230820;1;1;0
/consulta_campeonato/103999000;20230821;1;1;0
/consulta_campeonato/103999000;20230825;1;1;0
/consulta_campeonato/103999000;20230826;1;1;0
/consulta_campeonato/103999000;20230827;1;1;0
/consulta_campeonato/103999000;20230830;1;1;0
/consulta_campeonato/103999000;20230906;1;1;0
/consulta_cores/720001000;20230903;1;1;0
/consulta_cores/720002000;20230815;1;1;0
/consulta_cores/720002000;20230901;1;1;0
/consulta_espadv/106100000;20230814;1;1;0
/consulta_espadv/106100000;20230815;1;1;0
/consulta_espadv/106100000;20230826;1;1;0
/consulta_espadv/106100000;20230901;1;1;0
/consulta_espadv/106100000;20230905;1;1;0
/consulta_espadv/200000000;20230814;1;1;0
/consulta_espadv/200000000;20230820;1;1;0
/consulta_espadv/200000000;20230823;1;1;0
/consulta_espadv/200000000;20230829;1;1;0
/consulta_espadv/200000000;20230901;1;1;0
/consulta_espadv/200000000;20230910;1;1;0
/consulta_espadv/200150000;20230823;1;1;0
/consulta_espadv/200150000;20230831;1;1;0
/consulta_espadv/203000000;20230815;1;1;0
/consulta_espadv/203000000;20230816;1;1;0
/consulta_espadv/203000000;20230830;1;1;0
/consulta_especial/100101000;20230829;1;1;0
/consulta_especial/100101000;20230831;1;1;0
/consulta_especial/100102000;20230814;1;1;0
/consulta_especial/100102000;20230816;1;1;0
/consulta_especial/100102000;20230817;1;1;0
/consulta_especial/100102000;20230819;1;1;0
/consulta_especial/100102000;20230821;1;1;0
/consulta_especial/100102000;20230831;1;1;0
/consulta_especial/100102000;20230902;1;1;0
/consulta_especial/100103000;20230815;1;1;0
/consulta_especial/100103000;20230816;1;1;0
/consulta_especial/100103000;20230817;1;1;0
/consulta_especial/100103000;20230819;1;1;0
/consulta_especial/100103000;20230823;1;1;0
/consulta_especial/100103000;20230825;1;1;0
/consulta_especial/100103000;20230902;1;1;0
/consulta_especial/100103000;20230904;1;1;0
/consulta_especial/100103000;20230906;1;1;0
/consulta_especial/100103000;20230908;1;1;0
/consulta_especial/100103102;20230823;1;1;0
/consulta_especial/100103102;20230905;1;1;0
/consulta_especial/100103102;20230906;1;1;0
/consulta_especial/100103999;20230819;1;1;0
/consulta_especial/100103999;20230821;1;1;0
/consulta_especial/100104000;20230818;1;1;0
/consulta_especial/100104000;20230819;1;1;0
/consulta_especial/100104000;20230820;1;1;0
/consulta_especial/100104000;20230902;1;1;0
/consulta_especial/100104000;20230905;1;1;0
/consulta_especial/100105000;20230903;1;1;0
/consulta_especial/100163000;20230823;1;1;0
/consulta_especial/100358000;20230901;1;1;0
/consulta_especial/100358000;20230903;1;1;0
/consulta_especial/100358000;20230909;1;1;0
/consulta_especial/100450000;20230901;1;1;0
/consulta_especial/100452000;20230830;1;1;0
/consulta_especial/100452000;20230901;1;1;0
/consulta_especial/100452000;20230908;1;1;0
/consulta_especial/100998000;20230814;1;1;0
/consulta_especial/100998000;20230828;1;1;0
/consulta_especial/100999000;20230822;1;1;0
/consulta_especial/100999000;20230824;1;1;0
