Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios
/link_jogador/414;20230814;1;1;0
/link_jogador/415;20230816;1;1;0
/link_jogador/417;20230815;1;1;0
/link_jogador/417;20230820;1;1;0
/link_jogador/417;20230824;1;1;0
/link_jogador/417;20230826;1;1;0
/link_jogador/417;20230905;1;1;0
/link_jogador/424;20230822;1;1;1
/link_jogador/432;20230826;1;1;0
/link_jogador/436;20230815;1;1;0
/link_jogador/436;20230830;1;1;0
/link_jogador/436;20230831;1;1;0
/link_jogador/436;20230901;1;1;0
/link_jogador/437;20230901;1;1;0
/link_jogador/439;20230826;1;1;0
/link_jogador/439;20230829;1;1;0
/link_jogador/442;20230814;1;1;1
/link_jogador/442;20230830;1;1;1
/link_jogador/456;20230826;1;1;0
/link_jogador/457;20230821;1;1;0
/link_jogador/459;20230814;1;1;0
/link_jogador/459;20230818;1;1;1
/link_jogador/459;20230901;1;1;1
/link_jogador/461;20230815;1;1;0
/link_jogador/461;20230819;1;1;1
/link_jogador/461;20230821;1;1;1
/link_jogador/461;20230830;1;1;1
/link_jogador/461;20230906;1;1;0
/link_jogador/471;20230826;1;1;0
/link_jogador/471;20230901;1;1;0
/link_jogador/472;20230816;1;1;0
/link_jogador/472;20230826;1;1;0
/link_jogador/484;20230829;1;1;0
/link_jogador/487;20230821;1;1;0
/link_jogador/487;20230822;1;1;0
/link_jogador/487;20230826;1;1;0
/link_jogador/487;20230827;1;1;0
/link_jogador/488;20230815;1;1;0
/link_jogador/490;20230815;1;1;0
/link_jogador/491;20230821;1;1;0
/link_jogador/493;20230815;1;1;0
/link_jogador/494;20230823;1;1;0
/link_jogador/501;20230818;1;1;0
/link_jogador/501;20230830;1;1;1
/link_jogador/507;20230822;1;1;0
/link_jogador/507;20230829;1;1;0
/link_jogador/512;20230820;1;1;1
/link_jogador/516;20230816;1;1;0
/link_jogador/517;20230814;1;1;0
/link_jogador/517;20230817;1;1;1
/link_jogador/517;20230826;1;1;1
/link_jogador/517;20230908;1;1;1
/link_jogador/524;20230828;1;1;0
/link_jogador/537;20230815;1;1;0
/link_jogador/539;20230815;1;1;0
/link_jogador/540;20230815;1;1;0
/link_jogador/542;20230815;1;1;0
/link_jogador/544;20230815;1;1;0
/link_jogador/550;20230822;1;1;1
/link_jogador/552;20230815;1;1;0
/link_jogador/552;20230817;1;1;0
/link_jogador/553;20230903;1;1;0
/link_jogador/554;20230815;1;1;0
/link_jogador/554;20230817;1;1;0
/link_jogador/557;20230815;1;1;0
/link_jogador/557;20230901;1;1;0
/link_jogador/562;20230815;1;1;0
/link_jogador/566;20230904;1;1;0
/link_jogador/573;20230815;1;1;0
/link_jogador/573;20230816;1;1;0
/link_jogador/573;20230901;1;1;0
/link_jogador/574;20230815;1;1;0
/link_jogador/575;20230816;1;1;0
/link_jogador/576;20230820;1;1;1
/link_jogador/576;20230901;1;1;1
/link_jogador/577;20230816;1;1;0
/link_jogador/580;20230816;1;1;0
/link_jogador/580;20230818;1;0;0
/link_jogador/580;20230820;1;0;0
/link_jogador/580;20230822;1;1;0
/link_jogador/580;20230823;1;1;1
/link_jogador/580;20230825;1;1;1
/link_jogador/580;20230827;1;1;1
/link_jogador/580;20230828;1;1;1
/link_jogador/580;20230830;1;1;1
/link_jogador/580;20230903;1;1;1
/link_jogador/580;20230907;1;1;1
/link_jogador/580;20230910;1;1;1
/link_jogador/582;20230825;1;1;0
/link_jogador/582;20230903;1;1;0
/link_jogador/582;20230907;1;1;0
/link_jogador/583;20230818;1;1;0
/link_jogador/588;20230816;1;1;0
/link_jogador/589;20230816;1;1;0
/link_jogador/589;20230817;1;1;0
/link_jogador/589;20230818;1;1;0
/link_jogador/589;20230821;1;1;0
/link_jogador/589;20230906;1;1;0
/link_jogador/592;20230903;1;1;0
/link_jogador/593;20230816;1;1;0
/link_jogador/593;20230824;1;1;0
/link_jogador/595;20230827;1;1;1
/link_jogador/598;20230820;1;1;0
/link_jogador/602;20230814;1;1;0
/link_jogador/602;20230816;1;1;0
/link_jogador/602;20230817;1;1;0
/link_jogador/602;20230820;1;1;0
/link_jogador/605;20230817;1;1;0
/link_jogador/606;20230820;1;1;1
/link_jogador/608;20230817;1;1;0
/link_jogador/612;20230817;1;1;0
/link_jogador/612;20230902;1;1;0
/link_jogador/618;20230820;1;1;0
/link_jogador/618;20230905;1;1;0
/link_jogador/619;20230907;1;1;0
/link_jogador/621;20230818;1;1;0
/link_jogador/623;20230818;1;1;0
/link_jogador/624;20230818;1;1;0
/link_jogador/628;20230815;1;0;0
/link_jogador/628;20230818;1;1;0
/link_jogador/633;20230815;1;1;0
/link_jogador/633;20230901;1;1;0
/link_jogador/639;20230816;1;1;0
/link_jogador/639;20230818;1;1;0
/link_jogador/66;20230827;1;1;0
/link_jogador/66;20230910;1;1;0
/link_jogador/662;20230901;1;1;0
/link_jogador/664;20230902;1;1;0
/link_jogador/664;20230907;1;1;0
/link_jogador/665;20230907;1;1;0
/link_jogador/667;20230817;1;1;1
/link_jogador/667;20230822;1;1;1
/link_jogador/667;20230828;1;1;1
/link_jogador/667;20230902;1;1;0
/link_jogador/667;20230903;1;1;1
/link_jogador/667;20230905;1;1;1
/link_jogador/672;20230829;1;1;0
/link_jogador/672;20230830;1;1;1
/link_jogador/672;20230905;1;1;1
/link_jogador/674;20230826;1;1;1
/link_jogador/676;20230816;1;1;0
/link_jogador/677;20230822;1;1;0
/link_jogador/677;20230829;1;1;0
/link_jogador/677;20230901;1;1;0
/link_jogador/680;20230831;1;1;0
/link_jogador/682;20230819;1;1;0
/link_jogador/682;20230822;1;1;0
/link_jogador/682;20230830;1;1;0
/link_jogador/682;20230907;1;1;0
/link_jogador/685;20230907;1;1;0
/link_jogador/686;20230831;1;1;0
/link_jogador/688;20230821;1;1;0
/link_jogador/688;20230831;1;1;0
/link_jogador/690;20230831;1;1;0
/link_jogador/691;20230908;1;1;1
/link_jogador/693;20230815;1;1;0
/link_jogador/693;20230816;1;1;0
/link_jogador/693;20230819;1;1;0
/link_jogador/693;20230904;1;1;0
/link_jogador/696;20230819;1;1;0
/link_jogador/712;20230819;1;1;0
/link_jogador/713;20230906;1;1;1
/link_jogador/714;20230826;1;1;0
/link_jogador/715;20230819;1;1;0
/link_jogador/717;20230830;1;1;0
/link_jogador/718;20230820;1;1;1
/link_jogador/718;20230901;1;1;0
/link_jogador/718;20230905;1;1;0
/link_jogador/72;20230816;1;1;0
/link_jogador/723;20230820;1;1;0
/link_jogador/73;20230816;1;1;0
/link_jogador/734;20230819;1;1;1
/link_jogador/734;20230827;1;1;1
/link_jogador/734;20230828;1;1;1
/link_jogador/734;20230903;1;1;1
/link_jogador/735;20230819;1;1;0
/link_jogador/744;20230906;1;1;1
/link_jogador/744;20230907;1;1;1
/link_jogador/748;20230815;1;1;1
/link_jogador/748;20230825;1;1;1
/link_jogador/749;20230818;1;1;1
/link_jogador/749;20230901;1;1;0
/link_jogador/751;20230821;1;1;0
/link_jogador/760;20230817;1;1;0
/link_jogador/764;20230825;1;1;0
/link_jogador/768;20230901;1;1;0
/link_jogador/77;20230830;1;1;0
/link_jogador/77;20230831;1;1;0
/link_jogador/771;20230828;1;1;0
/link_jogador/771;20230905;1;1;0
/link_jogador/772;20230827;1;1;0
/link_jogador/774;20230828;1;1;1
/link_jogador/775;20230907;1;1;0
/link_jogador/776;20230817;1;1;1
/link_jogador/776;20230830;1;1;1
/link_jogador/776;20230905;1;1;1
/link_jogador/776;20230907;1;1;1
/link_jogador/779;20230822;1;1;1
/link_jogador/779;20230825;1;1;1
/link_jogador/779;20230910;1;1;1
/link_jogador/783;20230823;1;1;0
/link_jogador/787;20230909;1;1;0
/link_jogador/79;20230817;1;1;1
/link_jogador/799;20230817;1;1;1
/link_jogador/799;20230825;1;1;0
/link_jogador/799;20230826;1;1;1
/link_jogador/808;20230830;1;1;0
/link_jogador/811;20230831;1;1;1
/link_jogador/819;20230907;1;1;1
/link_jogador/82;20230908;1;1;0
/link_jogador/82;20230909;1;1;0
/link_jogador/820;20230819;1;1;1
/link_jogador/820;20230821;1;1;1
/link_jogador/828;20230821;1;1;1
/link_jogador/832;20230901;1;1;0
/link_jogador/833;20230905;1;1;1
/link_jogador/837;20230830;1;1;0
/link_jogador/84;20230907;1;1;0
/link_jogador/841;20230814;1;1;0
/link_jogador/843;20230817;1;1;0
/link_jogador/85;20230814;1;1;0
/link_jogador/854;20230821;1;1;1
/link_jogador/854;20230828;1;1;1
/link_jogador/854;20230831;1;1;1
/link_jogador/854;20230904;1;1;1
/link_jogador/854;20230906;1;1;1
/link_jogador/858;20230908;1;1;0
/link_jogador/860;20230822;1;1;1
/link_jogador/862;20230907;1;1;0
/link_jogador/863;20230908;1;1;1
/link_jogador/866;20230831;1;1;0
/link_jogador/867;20230907;1;1;0
/link_jogador/87;20230901;1;1;0
/link_jogador/870;20230824;1;1;0
/link_jogador/875;20230820;1;1;0
/link_jogador/875;20230901;1;1;0
/link_jogador/875;20230905;1;1;0
/link_jogador/880;20230907;1;1;0
/link_jogador/882;20230820;1;1;0
/link_jogador/882;20230909;1;1;0
/link_jogador/882;20230910;1;1;1
/link_jogador/89;20230816;1;1;0
/link_jogador/895;20230814;1;1;0
/link_jogador/895;20230825;1;1;0
/link_jogador/897;20230901;1;1;0
/link_jogador/898;20230905;1;1;1
/link_jogador/899;20230817;1;1;0
/link_jogador/899;20230820;1;1;0
/link_jogador/90;20230814;1;1;0
/link_jogador/902;20230824;1;1;0
/link_jogador/906;20230902;1;1;0
/link_jogador/906;20230909;1;1;0
/link_jogador/907;20230820;1;1;0
/link_jogador/912;20230909;1;1;0
/link_jogador/92;20230817;1;1;0
/link_jogador/925;20230909;1;1;0
/link_jogador/926;20230909;1;1;0
/link_jogador/927;20230903;1;1;0
/link_jogador/928;20230909;1;1;0
/link_jogador/929;20230830;1;1;0
/link_jogador/929;20230909;1;1;0
/link_jogador/930;20230909;1;1;0
/link_jogador/931;20230909;1;1;0
/link_jogador/932;20230909;1;1;0
/link_jogador/941;20230909;1;1;0
/link_jogador/943;20230909;1;1;0
/link_jogador/947;20230903;1;1;0
/link_jogador/95;20230822;1;1;0
/link_jogador/950;20230820;1;1;0
/link_jogador/950;20230826;1;1;0
/link_jogador/950;20230901;1;1;0
/link_jogador/950;20230906;1;1;0
/link_jogador/950;20230907;1;1;0
/link_jogador/955;20230907;1;1;0
/link_jogador/956;20230822;1;1;0
/link_jogador/959;20230820;1;1;0
/link_jogador/966;20230817;1;1;0
/link_jogador/966;20230907;1;1;0
/link_jogador/967;20230825;1;1;0
/link_jogador/967;20230828;1;1;0
/link_jogador/967;20230901;1;1;0
/link_jogador/967;20230905;1;1;0
/link_jogador/97;20230823;1;1;0
/link_jogador/97;20230828;1;1;0
/link_jogador/972;20230816;1;1;0
/link_jogador/976;20230827;1;1;0
/link_jogador/979;20230817;1;1;0
/link_jogador/979;20230828;1;1;0
/link_jogador/980;20230817;1;1;0
/link_jogador/984;20230817;1;1;0
/link_jogador/987;20230903;1;1;0
/link_jogador/989;20230820;1;1;0
/link_jogador/989;20230827;1;1;1
/link_jogador/989;20230910;1;1;1
/link_jogador/99;20230819;1;1;0
/link_jogador/99;20230820;1;1;1
/link_jogador/99;20230830;1;1;1
/link_jogador/991;20230826;1;1;0
/link_jogador/996;20230907;1;1;0
/link_jogador/997;20230907;1;1;0
/link_jogador_cartao/1235/671;20230907;1;1;0
/link_jogador_cartao/154/671;20230831;1;1;0
/link_jogador_cartao/2165/671;20230825;1;1;0
/link_jogador_cartao/2208/671;20230901;1;1;0
/link_jogador_cartao/2232/671;20230829;1;1;0
/link_jogador_cartao/2350/670;20230814;1;1;0
/link_jogador_cartao/2367/670;20230827;1;1;0
/link_jogador_cartao/2404/670;20230904;1;1;0
/link_jogador_cartao/2407/671;20230825;1;1;0
/link_jogador_cartao/2415/670;20230820;1;1;0
/link_jogador_cartao/2415/671;20230820;1;1;0
/link_jogador_cartao/2415/671;20230821;1;1;0
/link_jogador_cartao/2418/671;20230826;1;1;0
/link_jogador_cartao/2421/670;20230821;1;1;0
/link_jogador_cartao/2421/670;20230822;1;1;0
/link_jogador_cartao/2421/670;20230825;1;1;0
/link_jogador_cartao/2421/670;20230831;1;1;0
/link_jogador_cartao/2421/670;20230901;1;1;0
/link_jogador_cartao/2421/670;20230910;1;1;0
/link_jogador_cartao/2487/670;20230825;1;1;0
/link_jogador_cartao/2493/670;20230904;1;1;0
/link_jogador_cartao/667/671;20230824;1;1;0
/link_jogador_cartao/854/670;20230821;1;1;0
/link_jogador_cartao/895/670;20230907;1;1;0
/link_jogador_cartao/899/671;20230815;1;1;0
/link_jogador_cartao/929/670;20230909;1;1;0
/link_jogador_cartao/950/671;20230820;1;1;0
/link_jogo/1175;20230825;1;1;0
/link_jogo/1178;20230825;1;1;0
/link_jogo/1181;20230825;1;1;0
/link_jogo/122;20230829;1;1;0
/link_jogo/1261;20230826;1;1;0
/link_jogo/1262;20230826;1;1;0
/link_jogo/1263;20230826;1;1;0
/link_jogo/1383;20230823;1;1;0
/link_jogo/139;20230902;1;1;0
/link_jogo/1395;20230830;1;1;0
/link_jogo/1396;20230830;1;1;0
/link_jogo/1397;20230830;1;1;0
/link_jogo/1398;20230830;1;1;0
/link_jogo/140;20230831;1;1;0
/link_jogo/1402;20230823;1;1;0
/link_jogo/1417;20230827;1;1;0
/link_jogo/142;20230816;1;1;1
/link_jogo/142;20230827;1;1;1
/link_jogo/142;20230902;1;1;1
/link_jogo/1421;20230825;1;1;0
/link_jogo/1423;20230825;1;1;0
/link_jogo/1424;20230825;1;1;0
/link_jogo/1425;20230825;1;1;0
/link_jogo/1426;20230825;1;1;0
/link_jogo/1427;20230825;1;1;0
/link_jogo/1428;20230825;1;1;0
/link_jogo/1429;20230814;1;1;0
/link_jogo/1429;20230825;1;1;0
/link_jogo/1429;20230826;1;1;0
/link_jogo/1430;20230814;1;1;0
/link_jogo/1430;20230825;1;1;0
/link_jogo/1430;20230826;1;1;0
/link_jogo/1431;20230814;1;1;0
/link_jogo/1431;20230825;1;1;0
/link_jogo/1431;20230826;1;1;0
/link_jogo/1432;20230814;1;1;0
/link_jogo/1432;20230826;1;1;0
/link_jogo/1433;20230814;1;1;0
/link_jogo/1433;20230823;1;1;0
/link_jogo/1433;20230826;1;1;0
/link_jogo/1434;20230814;1;1;0
/link_jogo/1434;20230826;1;1;0
/link_jogo/1435;20230814;1;1;0
/link_jogo/1435;20230826;1;1;0
/link_jogo/1436;20230814;1;1;0
/link_jogo/1436;20230826;1;1;0
/link_jogo/1437;20230814;1;1;0
/link_jogo/1437;20230826;1;1;0
/link_jogo/1438;20230814;1;1;0
/link_jogo/1438;20230826;1;1;0
/link_jogo/1439;20230814;1;1;0
/link_jogo/1439;20230826;1;1;0
/link_jogo/1440;20230814;1;1;0
/link_jogo/1440;20230826;1;1;0
/link_jogo/1442;20230814;1;1;0
/link_jogo/1442;20230823;1;1;0
/link_jogo/1442;20230826;1;1;0
/link_jogo/1443;20230814;1;1;0
/link_jogo/1443;20230826;1;1;0
/link_jogo/1444;20230814;1;1;0
/link_jogo/1444;20230826;1;1;0
/link_jogo/1445;20230814;1;1;0
/link_jogo/1445;20230826;1;1;0
/link_jogo/1446;20230814;1;1;0
/link_jogo/1446;20230826;1;1;0
/link_jogo/1447;20230814;1;1;0
/link_jogo/1447;20230826;1;1;0
/link_jogo/1448;20230814;1;1;0
/link_jogo/1448;20230826;1;1;0
/link_jogo/1449;20230814;1;1;0
/link_jogo/1450;20230814;1;1;0
/link_jogo/1450;20230825;1;1;0
/link_jogo/1450;20230826;1;1;0
/link_jogo/1451;20230814;1;1;0
/link_jogo/1451;20230825;1;1;0
/link_jogo/1451;20230826;1;1;0
/link_jogo/1455;20230823;1;1;0
/link_jogo/147;20230831;1;1;0
/link_jogo/1472;20230826;1;1;0
/link_jogo/1472;20230827;1;1;0
/link_jogo/1474;20230825;1;1;0
/link_jogo/1474;20230826;1;1;0
/link_jogo/1474;20230827;1;1;0
/link_jogo/1475;20230825;1;1;0
/link_jogo/1475;20230826;1;1;0
/link_jogo/1475;20230827;1;1;0
/link_jogo/1477;20230825;1;1;0
/link_jogo/1477;20230826;1;1;0
/link_jogo/1477;20230827;1;1;0
/link_jogo/1478;20230825;1;1;0
/link_jogo/1478;20230826;1;1;0
/link_jogo/1478;20230827;1;1;0
/link_jogo/1479;20230825;1;1;0
/link_jogo/1479;20230826;1;1;0
/link_jogo/1479;20230827;1;1;0
/link_jogo/1480;20230825;1;1;0
/link_jogo/1480;20230826;1;1;0
/link_jogo/1480;20230827;1;1;0
/link_jogo/1480;20230909;1;1;0
/link_jogo/1485;20230814;1;1;0
/link_jogo/1485;20230825;1;1;0
/link_jogo/1487;20230825;1;1;0
/link_jogo/1499;20230823;1;1;0
/link_jogo/1499;20230825;1;1;0
/link_jogo/1499;20230826;1;1;0
/link_jogo/1545;20230823;1;1;0
/link_jogo/1545;20230826;1;1;0
/link_jogo/1555;20230823;1;1;0
/link_jogo/1555;20230826;1;1;0
/link_jogo/1566;20230823;1;1;0
/link_jogo/1625;20230823;1;1;0
/link_jogo/1642;20230823;1;1;0
/link_jogo/1683;20230906;1;1;0
/link_jogo/1684;20230823;1;1;0
/link_jogo/1707;20230823;1;1;0
/link_jogo/1756;20230823;1;1;0
/link_jogo/1769;20230823;1;1;0
/link_jogo/1787;20230823;1;1;0
/link_jogo/1790;20230901;1;1;0
/link_jogo/1792;20230901;1;1;0
/link_jogo/1793;20230901;1;1;0
/link_jogo/1794;20230901;1;1;0
/link_jogo/1795;20230901;1;1;0
/link_jogo/1796;20230901;1;1;0
/link_jogo/1797;20230901;1;1;0
/link_jogo/1798;20230901;1;1;0
/link_jogo/1799;20230825;1;1;0
/link_jogo/1799;20230901;1;1;0
/link_jogo/1801;20230825;1;1;0
/link_jogo/1801;20230901;1;1;0
/link_jogo/1817;20230823;1;1;0
/link_jogo/185;20230829;1;1;0
/link_jogo/1859;20230823;1;1;0
/link_jogo/186;20230908;1;1;0
/link_jogo/1890;20230823;1;1;0
/link_jogo/1974;20230823;1;1;0
/link_jogo/1987;20230825;1;1;0
/link_jogo/1989;20230825;1;1;0
/link_jogo/1990;20230825;1;1;0
/link_jogo/2003;20230901;1;1;0
/link_jogo/2004;20230901;1;1;0
/link_jogo/2006;20230901;1;1;0
/link_jogo/2007;20230901;1;1;0
/link_jogo/2008;20230901;1;1;0
/link_jogo/2009;20230901;1;1;0
/link_jogo/2010;20230901;1;1;0
/link_jogo/2011;20230901;1;1;0
/link_jogo/2012;20230824;1;1;0
/link_jogo/2012;20230825;1;1;0
/link_jogo/2012;20230901;1;1;0
/link_jogo/2069;20230825;1;1;0
/link_jogo/207;20230829;1;1;0
/link_jogo/2073;20230825;1;1;0
/link_jogo/2073;20230826;1;1;0
/link_jogo/2074;20230825;1;1;0
/link_jogo/2084;20230821;1;1;0
/link_jogo/2085;20230821;1;1;0
/link_jogo/2087;20230821;1;1;0
/link_jogo/2144;20230815;1;1;0
/link_jogo/2144;20230902;1;1;0
/link_jogo/2145;20230815;1;1;0
/link_jogo/2146;20230815;1;1;0
/link_jogo/2148;20230815;1;1;0
/link_jogo/2158;20230815;1;1;0
/link_jogo/2169;20230815;1;1;0
/link_jogo/2177;20230815;1;1;0
/link_jogo/2178;20230815;1;1;0
/link_jogo/2196;20230829;1;1;0
/link_jogo/2196;20230902;1;1;0
/link_jogo/2201;20230829;1;1;0
/link_jogo/2264;20230830;1;1;0
/link_jogo/2265;20230830;1;1;0
/link_jogo/2282;20230815;1;1;0
/link_jogo/2283;20230815;1;1;0
/link_jogo/2287;20230815;1;1;0
/link_jogo/2288;20230815;1;1;0
/link_jogo/2289;20230815;1;1;0
/link_jogo/2290;20230815;1;1;0
/link_jogo/2291;20230815;1;1;0
/link_jogo/2292;20230815;1;1;0
/link_jogo/2292;20230823;1;1;0
/link_jogo/2292;20230824;1;1;0
/link_jogo/2293;20230815;1;1;0
/link_jogo/2294;20230815;1;1;0
/link_jogo/2296;20230815;1;1;0
/link_jogo/2297;20230815;1;1;0
/link_jogo/2298;20230815;1;1;0
/link_jogo/2303;20230825;1;1;0
/link_jogo/2313;20230816;1;1;0
/link_jogo/2313;20230830;1;1;0
/link_jogo/2322;20230830;1;1;0
/link_jogo/2322;20230903;1;1;0
/link_jogo/2323;20230830;1;1;0
/link_jogo/2323;20230903;1;1;0
/link_jogo/2328;20230819;1;1;1
/link_jogo/2328;20230830;1;1;0
/link_jogo/2328;20230903;1;1;1
/link_jogo/2328;20230904;1;1;1
/link_jogo/2328;20230910;1;1;1
/link_jogo/2343;20230816;1;1;0
/link_jogo/2416;20230817;1;1;0
/link_jogo/2418;20230817;1;1;0
/link_jogo/2459;20230817;1;1;0
/link_jogo/2462;20230817;1;1;0
/link_jogo/2489;20230818;1;1;0
/link_jogo/2492;20230818;1;1;0
/link_jogo/2506;20230818;1;1;0
/link_jogo/2517;20230816;1;1;1
/link_jogo/2517;20230823;1;1;1
/link_jogo/2517;20230825;1;1;1
/link_jogo/2517;20230826;1;1;1
/link_jogo/2517;20230829;1;1;1
/link_jogo/2517;20230901;1;1;1
/link_jogo/2517;20230907;1;1;0
/link_jogo/2537;20230824;1;1;0
/link_jogo/2537;20230828;1;1;0
/link_jogo/2539;20230824;1;1;0
/link_jogo/2539;20230828;1;1;0
/link_jogo/2540;20230824;1;1;0
/link_jogo/2540;20230828;1;1;0
/link_jogo/2541;20230828;1;1;0
/link_jogo/2542;20230828;1;1;0
/link_jogo/2544;20230828;1;1;0
/link_jogo/2545;20230828;1;1;0
/link_jogo/2546;20230826;1;1;0
/link_jogo/2546;20230828;1;1;0
/link_jogo/2547;20230824;1;1;0
/link_jogo/2549;20230824;1;1;0
/link_jogo/255;20230822;1;1;0
/link_jogo/2550;20230824;1;1;0
/link_jogo/2551;20230818;1;1;0
/link_jogo/2551;20230824;1;1;0
/link_jogo/2552;20230818;1;1;0
/link_jogo/2552;20230824;1;1;0
/link_jogo/2553;20230818;1;1;0
/link_jogo/2553;20230824;1;1;0
/link_jogo/2554;20230824;1;1;0
/link_jogo/2556;20230818;1;1;0
/link_jogo/2556;20230824;1;1;0
/link_jogo/2558;20230818;1;1;0
/link_jogo/2558;20230824;1;1;0
/link_jogo/2560;20230818;1;1;0
/link_jogo/2560;20230824;1;1;0
/link_jogo/2567;20230814;1;1;0
/link_jogo/2568;20230814;1;1;0
/link_jogo/2574;20230828;1;1;0
/link_jogo/2576;20230828;1;1;0
/link_jogo/2577;20230828;1;1;0
/link_jogo/2578;20230828;1;1;0
/link_jogo/2579;20230828;1;1;0
/link_jogo/2581;20230828;1;1;0
/link_jogo/2582;20230828;1;1;0
/link_jogo/2592;20230828;1;1;0
/link_jogo/2593;20230828;1;1;0
/link_jogo/2600;20230814;1;1;0
/link_jogo/2604;20230814;1;1;0
/link_jogo/2606;20230814;1;1;0
/link_jogo/2618;20230823;1;1;0
/link_jogo/2627;20230828;1;1;0
/link_jogo/2647;20230828;1;1;0
/link_jogo/2648;20230828;1;1;0
/link_jogo/2651;20230824;1;1;1
/link_jogo/2651;20230825;1;1;1
/link_jogo/2651;20230829;1;1;1
/link_jogo/2651;20230903;1;1;1
/link_jogo/2651;20230907;1;1;0
/link_jogo/2653;20230828;1;1;0
/link_jogo/2653;20230901;1;1;0
/link_jogo/2654;20230828;1;1;0
/link_jogo/2654;20230901;1;1;0
/link_jogo/2654;20230906;1;1;0
/link_jogo/2655;20230828;1;1;0
/link_jogo/2655;20230901;1;1;0
/link_jogo/2655;20230906;1;1;0
/link_jogo/2656;20230901;1;1;0
/link_jogo/2656;20230906;1;1;0
/link_jogo/2657;20230901;1;1;0
/link_jogo/2657;20230906;1;1;0
/link_jogo/2658;20230901;1;1;0
/link_jogo/2658;20230906;1;1;0
/link_jogo/2659;20230901;1;1;0
/link_jogo/2659;20230906;1;1;0
/link_jogo/2666;20230905;1;1;0
/link_jogo/2679;20230905;1;1;0
/link_jogo/2701;20230818;1;1;0
/link_jogo/2760;20230830;1;1;0
/link_jogo/2761;20230830;1;1;0
/link_jogo/2762;20230815;1;1;1
/link_jogo/2762;20230905;1;1;1
/link_jogo/2772;20230821;1;1;0
/link_jogo/2810;20230823;1;1;0
/link_jogo/2824;20230816;1;1;0
/link_jogo/2829;20230817;1;1;1
/link_jogo/2829;20230901;1;1;0
/link_jogo/2830;20230901;1;1;0
/link_jogo/2831;20230901;1;1;0
/link_jogo/2832;20230901;1;1;0
/link_jogo/2833;20230814;1;1;1
/link_jogo/2833;20230901;1;1;0
/link_jogo/2834;20230814;1;1;0
/link_jogo/2835;20230814;1;1;0
/link_jogo/2856;20230904;1;1;0
/link_jogo/2857;20230904;1;1;0
/link_jogo/2858;20230904;1;1;0
/link_jogo/2859;20230904;1;1;0
/link_jogo/2860;20230904;1;1;0
/link_jogo/2861;20230904;1;1;0
/link_jogo/2862;20230904;1;1;0
/link_jogo/2863;20230904;1;1;0
/link_jogo/2884;20230823;1;1;0
/link_jogo/2884;20230826;1;1;1
/link_jogo/2884;20230829;1;1;1
/link_jogo/2884;20230904;1;1;1
/link_jogo/2884;20230905;1;1;1
/link_jogo/2884;20230907;1;1;1
/link_jogo/2908;20230821;1;1;0
/link_jogo/2909;20230821;1;1;0
/link_jogo/2910;20230821;1;1;0
/link_jogo/2912;20230821;1;1;0
/link_jogo/2913;20230821;1;1;0
/link_jogo/2914;20230821;1;1;0
/link_jogo/2916;20230821;1;1;0
/link_jogo/2917;20230821;1;1;0
/link_jogo/2920;20230821;1;1;0
/link_jogo/2921;20230821;1;1;0
/link_jogo/2921;20230824;1;1;0
/link_jogo/2922;20230821;1;1;0
/link_jogo/2922;20230824;1;1;0
/link_jogo/2923;20230821;1;1;0
/link_jogo/2923;20230824;1;1;0
/link_jogo/2925;20230821;1;1;0
/link_jogo/2925;20230824;1;1;0
/link_jogo/2926;20230821;1;1;0
/link_jogo/2926;20230824;1;1;0
/link_jogo/2927;20230821;1;1;0
/link_jogo/2927;20230824;1;1;0
/link_jogo/2928;20230821;1;1;0
/link_jogo/2928;20230824;1;1;0
/link_jogo/2929;20230821;1;1;0
/link_jogo/2929;20230824;1;1;0
/link_jogo/2930;20230821;1;1;0
/link_jogo/2930;20230824;1;1;0
/link_jogo/2931;20230821;1;1;0
/link_jogo/2931;20230824;1;1;0
/link_jogo/2932;20230821;1;1;0
/link_jogo/2932;20230824;1;1;0
/link_jogo/2933;20230821;1;1;0
/link_jogo/2933;20230823;1;1;0
/link_jogo/2933;20230824;1;1;0
/link_jogo/2934;20230816;1;1;1
/link_jogo/2934;20230818;1;1;1
/link_jogo/2934;20230819;1;1;1
/link_jogo/2934;20230820;1;1;1
/link_jogo/2934;20230821;1;1;0
/link_jogo/2934;20230824;1;1;1
/link_jogo/2934;20230831;1;1;0
/link_jogo/2934;20230903;1;1;1
/link_jogo/2934;20230906;1;1;1
/link_jogo/2934;20230908;1;1;0
/link_jogo/2934;20230909;1;1;1
/link_jogo/2934;20230910;1;1;1
/link_jogo/2935;20230821;1;1;0
/link_jogo/2935;20230823;1;1;0
/link_jogo/2935;20230825;1;1;0
/link_jogo/2936;20230821;1;1;0
/link_jogo/2936;20230823;1;1;0
/link_jogo/2940;20230821;1;1;0
/link_jogo/2940;20230823;1;1;0
/link_jogo/2942;20230821;1;1;0
/link_jogo/2942;20230823;1;1;0
/link_jogo/2943;20230821;1;1;0
/link_jogo/2943;20230823;1;1;0
/link_jogo/2945;20230821;1;1;0
/link_jogo/2945;20230823;1;1;0
/link_jogo/2946;20230821;1;1;0
/link_jogo/2946;20230823;1;1;0
/link_jogo/2948;20230821;1;1;0
/link_jogo/2948;20230823;1;1;0
