# ----------------------------------------
# Exportação do CSV de relatório
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20230724
# Data de término: 20230820
Caminho da página e classe da tela;Data;Sessões;Usuários;Novos usuários;Tempo de engajamento médio por sessão;Conversões;Receita total
/link_jogador/999;20230807;1;1;0;7;0;0
/link_jogador_cartao/1021/670;20230803;1;1;0;5;0;0
/link_jogador_cartao/1140/670;20230809;1;1;0;6;0;0
/link_jogador_cartao/1198/670;20230812;1;1;0;2;0;0
/link_jogador_cartao/1284/670;20230813;1;1;0;7;0;0
/link_jogador_cartao/2204/670;20230813;1;1;0;24;0;0
/link_jogador_cartao/2208/670;20230813;1;1;0;20;0;0
/link_jogador_cartao/2350/670;20230814;1;1;0;7;0;0
/link_jogador_cartao/2367/670;20230813;1;1;0;22;0;0
/link_jogador_cartao/2404/670;20230812;1;1;0;2;0;0
/link_jogador_cartao/2404/670;20230813;1;1;0;29;0;0
/link_jogador_cartao/2411/670;20230808;1;1;0;3;0;0
/link_jogador_cartao/2411/671;20230808;1;1;0;4;0;0
/link_jogador_cartao/2415/670;20230820;1;1;0;8;0;0
/link_jogador_cartao/2415/671;20230811;1;1;0;2;0;0
/link_jogador_cartao/2415/671;20230820;1;1;0;2;0;0
/link_jogador_cartao/2418/671;20230806;1;1;0;9;0;0
/link_jogador_cartao/2422/670;20230806;1;1;0;17;0;0
/link_jogador_cartao/2487/670;20230808;1;1;0;2;0;0
/link_jogador_cartao/2487/671;20230808;1;1;0;0;0;0
/link_jogador_cartao/556/671;20230807;1;1;0;3;0;0
/link_jogador_cartao/610/671;20230811;1;1;0;11;0;0
/link_jogador_cartao/633/671;20230809;1;1;0;26;0;0
/link_jogador_cartao/899/671;20230815;1;1;0;2;0;0
/link_jogador_cartao/926/671;20230807;1;1;0;1;0;0
/link_jogador_cartao/950/670;20230809;1;1;0;13;0;0
/link_jogador_cartao/950/671;20230820;1;1;0;1;0;0
/link_jogador_cartao/975/671;20230810;1;1;0;7;0;0
/link_jogo/117;20230811;1;1;1;5;0;0
/link_jogo/123;20230807;1;1;0;29;0;0
/link_jogo/126;20230807;1;1;0;5;0;0
/link_jogo/127;20230807;1;1;0;7;0;0
/link_jogo/130;20230806;1;1;1;13;0;0
/link_jogo/130;20230807;1;1;0;14;0;0
/link_jogo/132;20230807;1;1;0;5;0;0
/link_jogo/135;20230807;1;1;0;7;0;0
/link_jogo/1381;20230811;1;1;0;2;0;0
/link_jogo/1383;20230811;1;1;0;2;0;0
/link_jogo/1383;20230812;1;1;0;6;0;0
/link_jogo/1386;20230811;1;1;0;5;0;0
/link_jogo/140;20230807;1;1;0;13;0;0
/link_jogo/1417;20230812;1;1;0;2;0;0
/link_jogo/142;20230812;1;1;1;16;0;0
/link_jogo/142;20230816;1;1;1;3;0;0
/link_jogo/1421;20230812;1;1;0;2;0;0
/link_jogo/1423;20230812;1;1;0;4;0;0
/link_jogo/1424;20230812;1;1;0;2;0;0
/link_jogo/1425;20230812;1;1;0;6;0;0
/link_jogo/1426;20230812;1;1;0;2;0;0
/link_jogo/1427;20230812;1;1;0;3;0;0
/link_jogo/1428;20230812;1;1;0;2;0;0
/link_jogo/1429;20230812;1;1;0;4;0;0
/link_jogo/1429;20230814;1;1;0;128;0;0
/link_jogo/1430;20230812;1;1;0;7;0;0
/link_jogo/1430;20230814;1;1;0;22;0;0
/link_jogo/1431;20230812;1;1;0;5;0;0
/link_jogo/1431;20230814;1;1;0;25;0;0
/link_jogo/1432;20230814;1;1;0;63;0;0
/link_jogo/1433;20230814;1;1;0;10;0;0
/link_jogo/1434;20230814;1;1;0;126;0;0
/link_jogo/1435;20230814;1;1;0;27;0;0
/link_jogo/1436;20230814;1;1;0;13;0;0
/link_jogo/1437;20230814;1;1;0;22;0;0
/link_jogo/1438;20230814;1;1;0;28;0;0
/link_jogo/1439;20230814;1;1;0;27;0;0
/link_jogo/144;20230807;1;1;0;8;0;0
/link_jogo/1440;20230812;1;1;0;5;0;0
/link_jogo/1440;20230814;1;1;0;42;0;0
/link_jogo/1442;20230814;1;1;0;20;0;0
/link_jogo/1443;20230814;1;1;0;31;0;0
/link_jogo/1444;20230814;1;1;0;16;0;0
/link_jogo/1445;20230814;1;1;0;18;0;0
/link_jogo/1446;20230814;1;1;0;16;0;0
/link_jogo/1447;20230814;1;1;0;17;0;0
/link_jogo/1448;20230814;1;1;0;16;0;0
/link_jogo/1449;20230814;1;1;0;13;0;0
/link_jogo/1450;20230812;1;1;0;6;0;0
/link_jogo/1450;20230814;1;1;0;35;0;0
/link_jogo/1451;20230812;1;1;0;1;0;0
/link_jogo/1451;20230814;1;1;0;16;0;0
/link_jogo/146;20230807;1;1;0;8;0;0
/link_jogo/147;20230807;1;1;0;3;0;0
/link_jogo/1472;20230812;1;1;0;7;0;0
/link_jogo/1474;20230810;1;1;0;7;0;0
/link_jogo/1479;20230812;1;1;0;1;0;0
/link_jogo/1480;20230812;1;1;0;5;0;0
/link_jogo/1485;20230814;1;1;0;6;0;0
/link_jogo/1499;20230812;1;1;0;12;0;0
/link_jogo/150;20230807;1;1;0;3;0;0
/link_jogo/1501;20230812;1;1;0;8;0;0
/link_jogo/153;20230807;1;1;0;7;0;0
/link_jogo/1539;20230812;1;1;0;3;0;0
/link_jogo/1541;20230812;1;1;0;11;0;0
/link_jogo/1543;20230812;1;1;0;7;0;0
/link_jogo/1545;20230812;1;1;0;6;0;0
/link_jogo/1555;20230812;1;1;0;6;0;0
/link_jogo/1558;20230812;1;1;0;7;0;0
/link_jogo/156;20230807;1;1;0;26;0;0
/link_jogo/1561;20230812;1;1;0;7;0;0
/link_jogo/1566;20230812;1;1;0;4;0;0
/link_jogo/158;20230807;1;1;0;9;0;0
/link_jogo/164;20230807;1;1;0;4;0;0
/link_jogo/166;20230807;1;1;0;8;0;0
/link_jogo/174;20230807;1;1;0;5;0;0
/link_jogo/176;20230807;1;1;0;3;0;0
/link_jogo/177;20230807;1;1;0;4;0;0
/link_jogo/179;20230807;1;1;0;3;0;0
/link_jogo/185;20230807;1;1;0;4;0;0
/link_jogo/188;20230807;1;1;0;7;0;0
/link_jogo/192;20230807;1;1;0;5;0;0
/link_jogo/1921;20230807;1;1;0;8;0;0
/link_jogo/196;20230807;1;1;0;6;0;0
/link_jogo/1969;20230803;1;1;0;51;0;0
/link_jogo/198;20230807;1;1;0;7;0;0
/link_jogo/198;20230810;1;1;0;57;0;0
/link_jogo/203;20230807;1;1;0;5;0;0
/link_jogo/204;20230807;1;1;0;3;0;0
/link_jogo/207;20230807;1;1;0;5;0;0
/link_jogo/2124;20230812;1;1;0;4;0;0
/link_jogo/2126;20230812;1;1;0;3;0;0
/link_jogo/2127;20230812;1;1;0;4;0;0
/link_jogo/2129;20230812;1;1;0;7;0;0
/link_jogo/2131;20230812;1;1;0;4;0;0
/link_jogo/214;20230807;1;1;0;13;0;0
/link_jogo/214;20230808;1;1;0;1;0;0
/link_jogo/2144;20230812;1;1;0;10;0;0
/link_jogo/2144;20230815;1;1;0;11;0;0
/link_jogo/2145;20230815;1;1;0;5;0;0
/link_jogo/2146;20230812;1;1;0;9;0;0
/link_jogo/2146;20230815;1;1;0;5;0;0
/link_jogo/2148;20230812;1;1;0;8;0;0
/link_jogo/2148;20230815;1;1;0;6;0;0
/link_jogo/2158;20230815;1;1;0;2;0;0
/link_jogo/216;20230808;1;1;0;2;0;0
/link_jogo/2169;20230815;1;1;0;2;0;0
/link_jogo/2177;20230815;1;1;0;1;0;0
/link_jogo/2178;20230815;1;1;0;1;0;0
/link_jogo/220;20230808;1;1;0;4;0;0
/link_jogo/221;20230808;1;1;0;6;0;0
/link_jogo/227;20230808;1;1;0;5;0;0
/link_jogo/2280;20230807;1;1;0;18;0;0
/link_jogo/2282;20230815;1;1;0;2;0;0
/link_jogo/2283;20230815;1;1;0;3;0;0
/link_jogo/2287;20230815;1;1;0;2;0;0
/link_jogo/2288;20230815;1;1;0;1;0;0
/link_jogo/2289;20230815;1;1;0;1;0;0
/link_jogo/2290;20230815;1;1;0;1;0;0
/link_jogo/2291;20230815;1;1;0;1;0;0
/link_jogo/2292;20230813;1;1;1;21;0;0
/link_jogo/2292;20230815;1;1;0;1;0;0
/link_jogo/2293;20230815;1;1;0;1;0;0
/link_jogo/2294;20230815;1;1;0;2;0;0
/link_jogo/2296;20230815;1;1;0;1;0;0
/link_jogo/2297;20230815;1;1;0;42;0;0
/link_jogo/2298;20230815;1;1;0;3;0;0
/link_jogo/2313;20230816;1;1;0;2;0;0
/link_jogo/232;20230808;1;1;0;4;0;0
/link_jogo/2328;20230805;1;1;1;0;0;0
/link_jogo/2328;20230819;1;1;1;18;0;0
/link_jogo/234;20230808;1;1;0;5;0;0
/link_jogo/2343;20230816;1;1;0;1;0;0
/link_jogo/2371;20230807;1;1;0;7;0;0
/link_jogo/240;20230808;1;1;0;10;0;0
/link_jogo/2416;20230817;1;1;0;5;0;0
/link_jogo/2418;20230817;1;1;0;4;0;0
/link_jogo/2449;20230811;1;1;0;19;0;0
/link_jogo/2459;20230817;1;1;0;1;0;0
/link_jogo/2462;20230811;1;1;0;18;0;0
/link_jogo/2462;20230817;1;1;0;3;0;0
/link_jogo/2477;20230807;1;1;0;7;0;0
/link_jogo/2489;20230818;1;1;0;1;0;0
/link_jogo/2492;20230818;1;1;0;3;0;0
/link_jogo/2506;20230818;1;1;0;3;0;0
/link_jogo/2517;20230804;1;1;1;24;0;0
/link_jogo/2517;20230816;1;1;1;134;0;0
/link_jogo/2537;20230806;1;1;0;10;0;0
/link_jogo/2539;20230806;1;1;0;7;0;0
/link_jogo/2551;20230818;1;1;0;1;0;0
/link_jogo/2552;20230818;1;1;0;2;0;0
/link_jogo/2553;20230818;1;1;0;7;0;0
/link_jogo/2554;20230810;1;1;0;10;0;0
/link_jogo/2556;20230818;1;1;0;3;0;0
/link_jogo/2558;20230803;1;1;0;0;0;0
/link_jogo/2558;20230818;1;1;0;2;0;0
/link_jogo/2560;20230806;1;1;0;3;0;0
/link_jogo/2560;20230818;1;1;0;3;0;0
/link_jogo/2565;20230806;1;1;0;6;0;0
/link_jogo/2567;20230806;1;1;0;9;0;0
/link_jogo/2567;20230814;1;1;0;9;0;0
/link_jogo/2568;20230806;1;1;0;9;0;0
/link_jogo/2568;20230814;1;1;0;3;0;0
/link_jogo/2574;20230806;1;1;0;6;0;0
/link_jogo/2576;20230806;1;1;0;15;0;0
/link_jogo/2592;20230807;1;1;0;13;0;0
/link_jogo/2600;20230806;1;1;0;3;0;0
/link_jogo/2600;20230814;1;1;0;9;0;0
/link_jogo/2604;20230814;1;1;0;8;0;0
/link_jogo/2606;20230814;1;1;0;6;0;0
/link_jogo/2647;20230807;1;1;0;4;0;0
/link_jogo/2653;20230806;1;1;0;10;0;0
/link_jogo/2653;20230811;1;1;0;3;0;0
/link_jogo/2654;20230803;1;1;0;15;0;0
/link_jogo/2655;20230803;1;1;0;21;0;0
/link_jogo/2656;20230803;1;1;0;19;0;0
/link_jogo/2656;20230811;1;1;0;7;0;0
/link_jogo/2657;20230803;1;1;0;19;0;0
/link_jogo/2657;20230806;1;1;0;14;0;0
/link_jogo/2657;20230811;1;1;0;6;0;0
/link_jogo/2659;20230811;1;1;0;15;0;0
/link_jogo/2699;20230807;1;1;0;20;0;0
/link_jogo/2701;20230818;1;1;0;15;0;0
/link_jogo/2738;20230802;1;1;0;32;0;0
/link_jogo/2762;20230815;1;1;1;15;0;0
/link_jogo/2778;20230806;1;1;0;13;0;0
/link_jogo/2779;20230806;1;1;0;10;0;0
/link_jogo/2779;20230808;1;1;0;37;0;0
/link_jogo/2780;20230806;1;1;0;22;0;0
/link_jogo/2791;20230809;1;1;0;32;0;0
/link_jogo/2792;20230809;1;1;0;10;0;0
/link_jogo/2793;20230809;1;1;0;8;0;0
/link_jogo/2794;20230809;1;1;0;4;0;0
/link_jogo/2795;20230809;1;1;0;13;0;0
/link_jogo/2805;20230809;1;1;0;10;0;0
/link_jogo/2824;20230816;1;1;0;38;0;0
/link_jogo/2829;20230817;1;1;1;20;0;0
/link_jogo/2833;20230814;1;1;1;31;0;0
/link_jogo/2834;20230814;1;1;0;19;0;0
/link_jogo/2835;20230814;1;1;0;9;0;0
/link_jogo/286;20230807;1;1;0;6;0;0
/link_jogo/2870;20230807;1;1;0;9;0;0
/link_jogo/2872;20230807;1;1;0;7;0;0
/link_jogo/2882;20230804;1;1;0;9;0;0
/link_jogo/2884;20230809;1;1;1;33;0;0
/link_jogo/2906;20230813;1;1;0;38;0;0
/link_jogo/2908;20230813;1;1;0;20;0;0
/link_jogo/2909;20230813;1;1;0;2;0;0
/link_jogo/2910;20230813;1;1;0;3;0;0
/link_jogo/2912;20230813;1;1;0;3;0;0
/link_jogo/2913;20230813;1;1;0;2;0;0
/link_jogo/2914;20230813;1;1;0;2;0;0
/link_jogo/2916;20230813;1;1;0;1;0;0
/link_jogo/2917;20230813;1;1;0;1;0;0
/link_jogo/2920;20230813;1;1;0;1;0;0
/link_jogo/2921;20230813;1;1;0;1;0;0
/link_jogo/2922;20230813;1;1;0;1;0;0
/link_jogo/2923;20230813;1;1;0;3;0;0
/link_jogo/2925;20230813;1;1;0;1;0;0
/link_jogo/2926;20230813;1;1;0;1;0;0
/link_jogo/2927;20230813;1;1;0;2;0;0
/link_jogo/2928;20230813;1;1;0;3;0;0
/link_jogo/2929;20230813;1;1;0;3;0;0
/link_jogo/2930;20230813;1;1;0;2;0;0
/link_jogo/2931;20230813;1;1;0;6;0;0
/link_jogo/2932;20230813;1;1;0;1;0;0
/link_jogo/2933;20230813;1;1;0;2;0;0
/link_jogo/2934;20230809;1;1;1;34;0;0
/link_jogo/2934;20230812;1;1;1;13;0;0
/link_jogo/2934;20230813;1;1;0;21;0;0
/link_jogo/2934;20230816;1;1;1;0;0;0
/link_jogo/2934;20230818;1;1;1;10;0;0
/link_jogo/2934;20230819;1;1;1;0;0;0
/link_jogo/2934;20230820;1;1;1;9;0;0
/link_jogo/2935;20230813;1;1;0;2;0;0
/link_jogo/2936;20230813;1;1;0;2;0;0
/link_jogo/2940;20230802;1;1;0;35;0;0
/link_jogo/2940;20230813;1;1;0;1;0;0
/link_jogo/2942;20230813;1;1;0;1;0;0
/link_jogo/2943;20230813;1;1;0;1;0;0
/link_jogo/2945;20230813;1;1;0;3;0;0
/link_jogo/2946;20230813;1;1;0;1;0;0
/link_jogo/2948;20230802;1;1;0;26;0;0
/link_jogo/2948;20230813;1;1;0;1;0;0
/link_jogo/2949;20230802;1;1;0;34;0;0
/link_jogo/2949;20230813;1;1;0;1;0;0
/link_jogo/2950;20230802;1;1;0;82;0;0
/link_jogo/2950;20230813;1;1;0;2;0;0
/link_jogo/2951;20230813;1;1;0;1;0;0
/link_jogo/2952;20230802;1;1;0;27;0;0
/link_jogo/2952;20230813;1;1;0;1;0;0
/link_jogo/2953;20230813;1;1;0;1;0;0
/link_jogo/2954;20230813;1;1;0;1;0;0
/link_jogo/2955;20230813;1;1;0;1;0;0
/link_jogo/2956;20230813;1;1;0;1;0;0
/link_jogo/2957;20230813;1;1;0;1;0;0
/link_jogo/2957;20230818;1;1;1;20;0;0
/link_jogo/2958;20230813;1;1;0;1;0;0
/link_jogo/2958;20230818;1;1;0;3;0;0
/link_jogo/2959;20230813;1;1;0;1;0;0
/link_jogo/2961;20230813;1;1;0;1;0;0
/link_jogo/2962;20230813;1;1;0;1;0;0
/link_jogo/2963;20230813;1;1;0;1;0;0
/link_jogo/2964;20230813;1;1;0;1;0;0
/link_jogo/2965;20230813;1;1;0;1;0;0
/link_jogo/2966;20230807;1;1;0;11;0;0
/link_jogo/2966;20230813;1;1;0;1;0;0
/link_jogo/2967;20230813;1;1;0;1;0;0
/link_jogo/2968;20230813;1;1;0;2;0;0
/link_jogo/2969;20230813;1;1;0;1;0;0
/link_jogo/297;20230807;1;1;0;9;0;0
/link_jogo/2970;20230813;1;1;0;1;0;0
/link_jogo/2971;20230813;1;1;0;1;0;0
/link_jogo/2972;20230813;1;1;0;1;0;0
/link_jogo/2973;20230813;1;1;0;1;0;0
/link_jogo/2974;20230813;1;1;0;1;0;0
/link_jogo/2975;20230813;1;1;0;1;0;0
/link_jogo/2976;20230813;1;1;0;1;0;0
/link_jogo/2976;20230819;1;1;1;0;0;0
/link_jogo/2977;20230813;1;1;0;2;0;0
/link_jogo/2978;20230804;1;1;1;0;0;0
/link_jogo/2978;20230806;1;1;0;21;0;0
/link_jogo/2978;20230807;1;1;1;20;0;0
/link_jogo/2978;20230813;1;1;0;3;0;0
/link_jogo/2979;20230813;1;1;0;50;0;0
/link_jogo/2987;20230813;1;1;0;18;0;0
/link_jogo/2988;20230813;1;1;0;19;0;0
/link_jogo/2990;20230813;1;1;0;21;0;0
/link_jogo/2992;20230813;1;1;0;2;0;0
/link_jogo/2994;20230813;1;1;0;1;0;0
/link_jogo/2995;20230813;1;1;0;1;0;0
/link_jogo/2996;20230813;1;1;0;1;0;0
/link_jogo/2997;20230813;1;1;0;1;0;0
/link_jogo/2998;20230813;1;1;0;1;0;0
/link_jogo/2999;20230813;1;1;0;1;0;0
/link_jogo/3000;20230813;1;1;0;2;0;0
/link_jogo/3001;20230813;1;1;0;1;0;0
/link_jogo/3002;20230813;1;1;0;3;0;0
/link_jogo/3003;20230813;1;1;0;1;0;0
/link_jogo/3004;20230813;1;1;0;1;0;0
/link_jogo/3005;20230813;1;1;0;2;0;0
/link_jogo/3006;20230813;1;1;0;2;0;0
/link_jogo/3008;20230813;1;1;0;1;0;0
/link_jogo/3009;20230813;1;1;0;1;0;0
/link_jogo/3010;20230813;1;1;0;3;0;0
/link_jogo/3011;20230813;1;1;0;21;0;0
/link_jogo/3012;20230813;1;1;0;35;0;0
/link_jogo/3013;20230813;1;1;0;1;0;0
/link_jogo/3014;20230813;1;1;0;1;0;0
/link_jogo/3015;20230813;1;1;0;1;0;0
/link_jogo/3016;20230813;1;1;0;1;0;0
/link_jogo/3017;20230813;1;1;0;2;0;0
/link_jogo/3018;20230813;1;1;0;1;0;0
/link_jogo/3019;20230813;1;1;0;1;0;0
/link_jogo/3020;20230813;1;1;0;1;0;0
/link_jogo/3021;20230813;1;1;0;7;0;0
/link_jogo/3022;20230813;1;1;0;4;0;0
/link_jogo/3023;20230813;1;1;0;2;0;0
/link_jogo/3024;20230813;1;1;0;1;0;0
/link_jogo/3025;20230813;1;1;0;1;0;0
/link_jogo/3026;20230802;1;1;0;49;0;0
/link_jogo/3026;20230813;1;1;0;1;0;0
/link_jogo/3027;20230802;1;1;0;11;0;0
/link_jogo/3027;20230807;1;1;0;6;0;0
/link_jogo/3027;20230813;1;1;0;1;0;0
/link_jogo/3028;20230802;1;1;0;5;0;0
/link_jogo/3028;20230813;1;1;0;1;0;0
/link_jogo/3029;20230802;1;1;0;10;0;0
/link_jogo/3029;20230813;1;1;0;1;0;0
/link_jogo/3030;20230802;1;1;0;3;0;0
/link_jogo/3030;20230813;1;1;0;1;0;0
/link_jogo/3031;20230802;1;1;0;14;0;0
/link_jogo/3031;20230813;1;1;0;1;0;0
/link_jogo/3032;20230802;1;1;0;3;0;0
/link_jogo/3032;20230813;1;1;0;1;0;0
/link_jogo/3033;20230802;1;1;0;3;0;0
/link_jogo/3033;20230813;1;1;0;1;0;0
/link_jogo/3034;20230802;1;1;0;1;0;0
/link_jogo/3034;20230813;1;1;0;1;0;0
/link_jogo/3035;20230813;1;1;0;1;0;0
/link_jogo/3036;20230813;1;1;0;1;0;0
/link_jogo/3037;20230813;1;1;0;1;0;0
/link_jogo/3038;20230805;1;1;0;5;0;0
/link_jogo/3038;20230811;1;1;0;20;0;0
/link_jogo/3038;20230813;1;1;0;1;0;0
/link_jogo/3038;20230819;1;1;0;3;0;0
/link_jogo/3039;20230808;1;1;1;19;0;0
/link_jogo/3039;20230810;1;1;1;0;0;0
/link_jogo/3039;20230816;1;1;1;28;0;0
/link_jogo/3039;20230819;1;1;1;56;0;0
/link_jogo/3039;20230820;1;1;1;72;0;0
/link_jogo/3040;20230813;1;1;0;1;0;0
/link_jogo/3040;20230819;1;1;0;14;0;0
/link_jogo/3041;20230813;1;1;0;1;0;0
/link_jogo/3041;20230819;1;1;0;68;0;0
/link_jogo/3042;20230813;1;1;0;1;0;0
/link_jogo/3043;20230813;1;1;0;1;0;0
/link_jogo/3044;20230813;1;1;0;1;0;0
/link_jogo/3045;20230813;1;1;0;1;0;0
/link_jogo/3046;20230813;1;1;0;1;0;0
/link_jogo/3047;20230813;1;1;0;1;0;0
/link_jogo/3061;20230802;1;1;0;67;0;0
/link_jogo/3064;20230807;1;1;0;3;0;0
/link_jogo/3065;20230807;1;1;0;2;0;0
/link_jogo/3067;20230807;1;1;0;1;0;0
/link_jogo/3068;20230807;1;1;0;2;0;0
/link_jogo/3069;20230807;1;1;0;2;0;0
/link_jogo/3070;20230807;1;1;0;2;0;0
/link_jogo/3071;20230802;1;1;0;35;0;0
/link_jogo/3071;20230807;1;1;0;2;0;0
/link_jogo/3075;20230807;1;1;0;2;0;0
/link_jogo/3079;20230807;1;1;0;11;0;0
/link_jogo/3080;20230807;1;1;0;2;0;0
/link_jogo/3081;20230807;1;1;0;2;0;0
/link_jogo/3085;20230807;1;1;0;4;0;0
/link_jogo/3086;20230807;1;1;0;3;0;0
/link_jogo/3087;20230807;1;1;0;6;0;0
/link_jogo/3088;20230807;1;1;0;1;0;0
/link_jogo/3089;20230807;1;1;0;3;0;0
/link_jogo/3090;20230807;1;1;0;1;0;0
/link_jogo/3091;20230807;1;1;0;1;0;0
/link_jogo/3092;20230807;1;1;0;3;0;0
/link_jogo/3093;20230807;1;1;0;13;0;0
/link_jogo/3094;20230807;1;1;0;3;0;0
/link_jogo/3096;20230807;1;1;0;2;0;0
/link_jogo/3097;20230807;1;1;0;3;0;0
/link_jogo/3099;20230807;1;1;0;6;0;0
/link_jogo/3101;20230807;1;1;0;1;0;0
/link_jogo/3102;20230807;1;1;0;6;0;0
/link_jogo/3103;20230807;1;1;0;2;0;0
/link_jogo/3104;20230807;1;1;0;1;0;0
/link_jogo/3105;20230807;1;1;0;1;0;0
/link_jogo/3106;20230807;1;1;0;1;0;0
/link_jogo/3106;20230819;1;1;0;45;0;0
/link_jogo/3107;20230805;1;1;0;18;0;0
/link_jogo/3107;20230806;1;1;1;1;0;0
/link_jogo/3107;20230807;1;1;0;1;0;0
/link_jogo/3107;20230810;1;1;1;48;0;0
/link_jogo/3107;20230819;1;1;1;34;0;0
/link_jogo/3108;20230807;1;1;0;1;0;0
/link_jogo/3111;20230807;1;1;0;2;0;0
/link_jogo/3113;20230807;1;1;0;1;0;0
/link_jogo/3114;20230807;1;1;0;1;0;0
/link_jogo/3117;20230805;1;1;1;169;0;0
/link_jogo/3117;20230807;1;1;0;20;0;0
/link_jogo/3129;20230807;1;1;0;3;0;0
/link_jogo/3130;20230807;1;1;0;10;0;0
/link_jogo/3131;20230807;1;1;0;1;0;0
/link_jogo/3132;20230807;1;1;0;1;0;0
/link_jogo/3133;20230807;1;1;0;1;0;0
/link_jogo/3134;20230807;1;1;0;1;0;0
/link_jogo/3135;20230807;1;1;0;1;0;0
/link_jogo/3140;20230807;1;1;0;494;0;0
/link_jogo/3141;20230807;1;1;0;1;0;0
/link_jogo/3142;20230807;1;1;0;1;0;0
/link_jogo/3143;20230807;1;1;0;1;0;0
/link_jogo/3144;20230807;1;1;0;2;0;0
/link_jogo/3145;20230807;1;1;0;1;0;0
/link_jogo/3146;20230807;1;1;0;1;0;0
/link_jogo/3147;20230807;1;1;0;1;0;0
/link_jogo/3148;20230807;1;1;0;1;0;0
/link_jogo/3149;20230807;1;1;0;1;0;0
/link_jogo/3150;20230807;1;1;0;1;0;0
/link_jogo/3151;20230807;1;1;0;1;0;0
/link_jogo/3152;20230807;1;1;0;1;0;0
/link_jogo/3153;20230807;1;1;0;1;0;0
/link_jogo/3154;20230807;1;1;0;2;0;0
/link_jogo/3155;20230807;1;1;0;2;0;0
/link_jogo/3156;20230807;1;1;0;1;0;0
/link_jogo/3157;20230807;1;1;0;3;0;0
/link_jogo/3158;20230807;1;1;0;1;0;0
/link_jogo/3161;20230807;1;1;0;27;0;0
/link_jogo/3167;20230807;1;1;0;3;0;0
/link_jogo/3168;20230807;1;1;0;2;0;0
/link_jogo/3169;20230807;1;1;0;1;0;0
/link_jogo/3171;20230807;1;1;0;3;0;0
/link_jogo/3173;20230807;1;1;0;2;0;0
/link_jogo/3174;20230807;1;1;0;1;0;0
/link_jogo/3175;20230807;1;1;0;2;0;0
/link_jogo/3176;20230807;1;1;0;2;0;0
/link_jogo/3177;20230807;1;1;0;1;0;0
/link_jogo/3178;20230805;1;1;1;43;0;0
/link_jogo/3178;20230807;1;1;0;2;0;0
/link_jogo/3178;20230808;1;1;1;70;0;0
/link_jogo/3178;20230809;1;1;1;4;0;0
/link_jogo/3179;20230807;1;1;0;1;0;0
/link_jogo/3180;20230807;1;1;0;1;0;0
/link_jogo/3181;20230807;1;1;0;2;0;0
/link_jogo/3183;20230807;1;1;0;3;0;0
/link_jogo/3184;20230807;1;1;0;3;0;0
/link_jogo/3185;20230807;1;1;0;2;0;0
/link_jogo/3186;20230807;1;1;0;3;0;0
/link_jogo/3188;20230807;1;1;0;1;0;0
/link_jogo/3188;20230814;1;1;0;22;0;0
/link_jogo/3189;20230807;1;1;0;1;0;0
/link_jogo/3190;20230807;1;1;0;2;0;0
/link_jogo/3191;20230807;1;1;0;26;0;0
/link_jogo/3191;20230819;1;1;0;14;0;0
/link_jogo/3199;20230807;1;1;0;1;0;0
/link_jogo/3201;20230807;1;1;0;1;0;0
/link_jogo/3210;20230807;1;1;0;1;0;0
/link_jogo/3212;20230807;1;1;0;1;0;0
/link_jogo/3219;20230807;1;1;0;1;0;0
/link_jogo/3226;20230807;1;1;0;1;0;0
/link_jogo/3240;20230807;1;1;0;2;0;0
/link_jogo/3242;20230807;1;1;0;1;0;0
/link_jogo/3246;20230807;1;1;0;1;0;0
/link_jogo/3247;20230807;1;1;0;1;0;0
/link_jogo/3247;20230810;1;1;0;14;0;0
/link_jogo/3247;20230813;1;1;0;40;0;0
/link_jogo/3250;20230807;1;1;0;1;0;0
/link_jogo/3250;20230810;1;1;0;24;0;0
/link_jogo/3251;20230806;1;1;0;2;0;0
/link_jogo/3251;20230807;1;1;0;3;0;0
/link_jogo/3252;20230806;1;1;0;7;0;0
/link_jogo/3252;20230807;1;1;0;1;0;0
/link_jogo/3253;20230806;1;1;0;13;0;0
/link_jogo/3253;20230807;1;1;0;1;0;0
/link_jogo/3254;20230806;1;1;0;9;0;0
/link_jogo/3254;20230807;1;1;0;1;0;0
/link_jogo/3255;20230806;1;1;0;8;0;0
/link_jogo/3255;20230807;1;1;0;1;0;0
/link_jogo/3256;20230806;1;1;0;5;0;0
/link_jogo/3256;20230807;1;1;0;1;0;0
/link_jogo/3257;20230806;1;1;0;49;0;0
/link_jogo/3257;20230807;1;1;0;5;0;0
/link_jogo/3264;20230807;1;1;0;10;0;0
/link_jogo/3264;20230819;1;1;0;14;0;0
/link_jogo/3279;20230807;1;1;0;1;0;0
/link_jogo/3280;20230807;1;1;0;8;0;0
/link_jogo/3281;20230807;1;1;0;42;0;0
/link_jogo/3288;20230807;1;1;0;5;0;0
/link_jogo/3289;20230807;1;1;0;5;0;0
/link_jogo/3294;20230807;1;1;0;6;0;0
/link_jogo/3295;20230807;1;1;0;6;0;0
/link_jogo/3296;20230807;1;1;0;7;0;0
/link_jogo/3297;20230807;1;1;0;4;0;0
/link_jogo/3298;20230807;1;1;0;58;0;0
/link_jogo/3299;20230807;1;1;0;22;0;0
/link_jogo/3300;20230807;1;1;0;4;0;0
