# ----------------------------------------
# Exportação do CSV de relatório
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20230724
# Data de término: 20230820
Caminho da página e classe da tela;Data;Sessões;Usuários;Novos usuários;Tempo de engajamento médio por sessão;Conversões;Receita total
/link_jogador/1279;20230812;1;1;1;47;0;0
/link_jogador/1282;20230810;1;1;0;4;0;0
/link_jogador/1284;20230813;1;1;0;21;0;0
/link_jogador/1296;20230814;1;1;0;22;0;0
/link_jogador/1299;20230820;1;1;0;7;0;0
/link_jogador/1308;20230810;1;1;0;20;0;0
/link_jogador/1310;20230804;1;1;0;2;0;0
/link_jogador/1312;20230814;1;1;0;13;0;0
/link_jogador/1319;20230811;1;1;1;0;0;0
/link_jogador/1319;20230817;1;1;0;4;0;0
/link_jogador/1323;20230815;1;1;0;2;0;0
/link_jogador/1332;20230817;1;1;0;14;0;0
/link_jogador/1334;20230815;1;1;0;6;0;0
/link_jogador/1351;20230810;1;1;0;11;0;0
/link_jogador/1367;20230810;1;1;0;2;0;0
/link_jogador/138;20230807;1;1;0;8;0;0
/link_jogador/1384;20230810;1;1;0;9;0;0
/link_jogador/1416;20230815;1;1;1;31;0;0
/link_jogador/1416;20230820;1;1;0;375;0;0
/link_jogador/145;20230807;1;1;0;0;0;0
/link_jogador/145;20230808;1;1;0;3;0;0
/link_jogador/1477;20230806;1;1;0;5;0;0
/link_jogador/1477;20230810;1;1;0;4;0;0
/link_jogador/1477;20230820;1;1;0;8;0;0
/link_jogador/1571;20230815;1;1;0;1;0;0
/link_jogador/1579;20230806;1;1;0;39;0;0
/link_jogador/1610;20230804;1;1;0;51;0;0
/link_jogador/1610;20230810;1;1;0;15;0;0
/link_jogador/1611;20230810;1;1;0;5;0;0
/link_jogador/1612;20230810;1;1;0;7;0;0
/link_jogador/1625;20230803;1;1;1;104;0;0
/link_jogador/1625;20230815;1;1;0;6;0;0
/link_jogador/1625;20230816;1;1;0;4;0;0
/link_jogador/1625;20230817;1;1;0;7;0;0
/link_jogador/174;20230818;1;1;0;0;0;0
/link_jogador/1741;20230820;1;1;0;11;0;0
/link_jogador/179;20230808;1;1;0;38;0;0
/link_jogador/1797;20230803;1;1;0;5;0;0
/link_jogador/1799;20230808;1;1;1;92;0;0
/link_jogador/1817;20230803;1;1;0;2;0;0
/link_jogador/1820;20230803;1;1;0;7;0;0
/link_jogador/183;20230807;1;1;0;10;0;0
/link_jogador/1837;20230803;1;1;0;2;0;0
/link_jogador/1845;20230803;1;1;0;6;0;0
/link_jogador/1847;20230806;1;1;0;0;0;0
/link_jogador/1851;20230804;1;1;0;0;0;0
/link_jogador/1851;20230806;1;1;0;1;0;0
/link_jogador/1851;20230808;1;1;0;29;0;0
/link_jogador/1858;20230813;1;1;0;24;0;0
/link_jogador/1874;20230807;1;1;0;2;0;0
/link_jogador/1878;20230807;1;1;0;4;0;0
/link_jogador/1890;20230807;1;1;0;4;0;0
/link_jogador/1897;20230807;1;1;0;5;0;0
/link_jogador/1902;20230807;1;1;0;2;0;0
/link_jogador/1903;20230807;1;1;0;1;0;0
/link_jogador/1915;20230810;1;1;0;4;0;0
/link_jogador/1920;20230816;1;1;0;2;0;0
/link_jogador/1925;20230807;1;1;0;10;0;0
/link_jogador/1925;20230811;1;1;0;1;0;0
/link_jogador/1925;20230818;1;1;0;3;0;0
/link_jogador/1957;20230812;1;1;0;12;0;0
/link_jogador/2010;20230814;1;1;0;21;0;0
/link_jogador/2012;20230812;1;1;0;11;0;0
/link_jogador/2014;20230806;1;1;0;0;0;0
/link_jogador/2014;20230810;1;1;0;3;0;0
/link_jogador/2015;20230809;1;1;0;0;0;0
/link_jogador/2026;20230806;1;1;0;0;0;0
/link_jogador/2030;20230815;1;1;0;25;0;0
/link_jogador/2030;20230816;1;1;0;4;0;0
/link_jogador/2032;20230806;1;1;0;0;0;0
/link_jogador/2033;20230806;1;1;0;3;0;0
/link_jogador/2033;20230808;1;1;0;10;0;0
/link_jogador/2034;20230807;1;1;0;10;0;0
/link_jogador/2040;20230806;1;1;0;3;0;0
/link_jogador/2040;20230820;1;1;0;5;0;0
/link_jogador/2047;20230806;1;1;0;11;0;0
/link_jogador/2047;20230808;1;1;0;24;0;0
/link_jogador/2047;20230817;1;1;0;2;0;0
/link_jogador/2051;20230812;1;1;0;33;0;0
/link_jogador/2051;20230820;1;1;0;3;0;0
/link_jogador/2054;20230807;1;1;0;2;0;0
/link_jogador/2055;20230806;1;1;0;0;0;0
/link_jogador/2066;20230806;1;1;0;0;0;0
/link_jogador/2066;20230808;1;1;0;3;0;0
/link_jogador/2067;20230806;1;1;0;9;0;0
/link_jogador/2069;20230812;1;1;0;3;0;0
/link_jogador/2071;20230802;1;1;1;9;0;0
/link_jogador/2071;20230812;1;1;1;11;0;0
/link_jogador/2073;20230804;1;1;0;1;0;0
/link_jogador/2073;20230811;1;1;0;1;0;0
/link_jogador/2073;20230816;1;1;0;3;0;0
/link_jogador/2074;20230806;1;1;0;2;0;0
/link_jogador/2075;20230808;1;1;0;2;0;0
/link_jogador/2077;20230806;1;1;0;0;0;0
/link_jogador/2082;20230806;1;1;0;1;0;0
/link_jogador/2082;20230810;1;1;0;2;0;0
/link_jogador/2090;20230806;1;1;0;0;0;0
/link_jogador/2093;20230808;1;1;0;2;0;0
/link_jogador/2094;20230808;1;1;0;10;0;0
/link_jogador/2098;20230808;1;1;0;3;0;0
/link_jogador/2102;20230806;1;1;0;13;0;0
/link_jogador/2102;20230809;1;1;0;58;0;0
/link_jogador/2102;20230813;1;1;0;0;0;0
/link_jogador/2104;20230806;1;1;0;4;0;0
/link_jogador/2107;20230808;1;1;0;4;0;0
/link_jogador/2121;20230806;1;1;0;0;0;0
/link_jogador/2122;20230806;1;1;0;1;0;0
/link_jogador/2126;20230807;1;1;0;19;0;0
/link_jogador/2129;20230806;1;1;0;0;0;0
/link_jogador/2131;20230808;1;1;0;8;0;0
/link_jogador/2132;20230808;1;1;0;3;0;0
/link_jogador/2135;20230806;1;1;0;0;0;0
/link_jogador/2137;20230804;1;1;0;6;0;0
/link_jogador/2137;20230806;1;1;0;14;0;0
/link_jogador/2137;20230820;1;1;0;9;0;0
/link_jogador/2139;20230806;1;1;0;0;0;0
/link_jogador/2140;20230806;1;1;0;2;0;0
/link_jogador/2140;20230810;1;1;0;1;0;0
/link_jogador/2142;20230804;1;1;0;9;0;0
/link_jogador/2143;20230804;1;1;0;33;0;0
/link_jogador/2145;20230806;1;1;0;0;0;0
/link_jogador/2149;20230808;1;1;0;34;0;0
/link_jogador/2149;20230814;1;1;0;11;0;0
/link_jogador/2155;20230806;1;1;0;0;0;0
/link_jogador/2158;20230806;1;1;0;0;0;0
/link_jogador/2160;20230808;1;1;0;2;0;0
/link_jogador/2165;20230808;1;1;0;15;0;0
/link_jogador/2188;20230804;1;1;0;4;0;0
/link_jogador/2188;20230808;1;1;0;2;0;0
/link_jogador/2188;20230816;1;1;0;1;0;0
/link_jogador/2189;20230808;1;1;0;21;0;0
/link_jogador/2197;20230815;1;1;0;13;0;0
/link_jogador/2197;20230817;1;1;0;0;0;0
/link_jogador/2198;20230806;1;1;0;1;0;0
/link_jogador/2200;20230813;1;1;0;15;0;0
/link_jogador/2203;20230806;1;1;0;1;0;0
/link_jogador/2204;20230802;1;1;0;183;0;0
/link_jogador/2204;20230808;1;1;0;25;0;0
/link_jogador/2204;20230809;1;1;0;3;0;0
/link_jogador/2204;20230811;1;1;0;10;0;0
/link_jogador/2204;20230818;1;1;0;0;0;0
/link_jogador/2208;20230813;1;1;0;29;0;0
/link_jogador/2208;20230819;1;1;0;3;0;0
/link_jogador/2216;20230806;1;1;0;0;0;0
/link_jogador/222;20230812;1;1;1;0;0;0
/link_jogador/2221;20230806;1;1;0;3;0;0
/link_jogador/2228;20230819;1;1;0;3;0;0
/link_jogador/2232;20230806;1;1;0;1;0;0
/link_jogador/2232;20230811;1;1;0;5;0;0
/link_jogador/2350;20230807;1;1;0;0;0;0
/link_jogador/2350;20230809;1;1;0;2;0;0
/link_jogador/2350;20230812;1;1;0;52;0;0
/link_jogador/2350;20230813;1;1;0;4;0;0
/link_jogador/2350;20230814;1;1;0;7;0;0
/link_jogador/2350;20230820;1;1;0;3;0;0
/link_jogador/2352;20230806;1;1;0;3;0;0
/link_jogador/2353;20230816;1;1;0;1;0;0
/link_jogador/2363;20230802;1;1;0;105;0;0
/link_jogador/2363;20230807;1;1;0;0;0;0
/link_jogador/2363;20230809;1;1;0;2;0;0
/link_jogador/2363;20230811;1;1;0;3;0;0
/link_jogador/2363;20230813;1;1;0;12;0;0
/link_jogador/2363;20230814;1;1;0;2;0;0
/link_jogador/2367;20230808;1;1;0;32;0;0
/link_jogador/2367;20230811;1;1;0;36;0;0
/link_jogador/2367;20230816;1;1;0;19;0;0
/link_jogador/2367;20230820;1;1;0;41;0;0
/link_jogador/2387;20230806;1;1;0;0;0;0
/link_jogador/2387;20230810;1;1;0;8;0;0
/link_jogador/2388;20230808;1;1;0;8;0;0
/link_jogador/2393;20230806;1;1;0;0;0;0
/link_jogador/2404;20230806;1;1;0;11;0;0
/link_jogador/2404;20230807;1;1;0;0;0;0
/link_jogador/2404;20230812;1;1;1;29;0;0
/link_jogador/2404;20230815;1;1;0;0;0;0
/link_jogador/2404;20230819;1;1;1;0;0;0
/link_jogador/2404;20230820;1;1;0;11;0;0
/link_jogador/2405;20230808;1;1;0;24;0;0
/link_jogador/2406;20230808;1;1;0;12;0;0
/link_jogador/2406;20230818;1;1;1;0;0;0
/link_jogador/2407;20230809;1;1;0;1;0;0
/link_jogador/2409;20230808;1;1;0;29;0;0
/link_jogador/2411;20230806;1;1;0;12;0;0
/link_jogador/2411;20230808;1;1;0;43;0;0
/link_jogador/2413;20230806;1;1;0;0;0;0
/link_jogador/2415;20230804;1;1;0;5;0;0
/link_jogador/2415;20230807;1;1;0;73;0;0
/link_jogador/2415;20230809;1;1;0;230;0;0
/link_jogador/2415;20230811;1;1;0;30;0;0
/link_jogador/2415;20230813;1;1;0;2;0;0
/link_jogador/2415;20230819;1;1;0;4;0;0
/link_jogador/2416;20230812;1;1;0;0;0;0
/link_jogador/2418;20230808;1;1;0;18;0;0
/link_jogador/2418;20230811;1;1;0;12;0;0
/link_jogador/2418;20230820;1;1;0;2;0;0
/link_jogador/2421;20230802;1;1;0;12;0;0
/link_jogador/2421;20230804;1;1;0;24;0;0
/link_jogador/2421;20230806;1;1;0;8;0;0
/link_jogador/2421;20230807;1;1;0;35;0;0
/link_jogador/2421;20230808;1;1;0;18;0;0
/link_jogador/2421;20230810;1;1;0;5;0;0
/link_jogador/2421;20230811;1;1;0;32;0;0
/link_jogador/2421;20230816;1;1;0;0;0;0
/link_jogador/2421;20230817;1;1;1;77;0;0
/link_jogador/2421;20230818;1;1;0;26;0;0
/link_jogador/2422;20230806;1;1;0;11;0;0
/link_jogador/2422;20230810;1;1;0;20;0;0
/link_jogador/2422;20230811;1;1;0;11;0;0
/link_jogador/2422;20230814;1;1;0;17;0;0
/link_jogador/2424;20230820;1;1;0;3;0;0
/link_jogador/2465;20230814;1;1;0;10;0;0
/link_jogador/2473;20230807;1;1;0;8;0;0
/link_jogador/2475;20230809;1;1;0;2;0;0
/link_jogador/2475;20230814;1;1;0;10;0;0
/link_jogador/2475;20230820;1;1;0;4;0;0
/link_jogador/2476;20230811;1;1;0;5;0;0
/link_jogador/2476;20230814;1;1;0;4;0;0
/link_jogador/2476;20230819;1;1;0;3;0;0
/link_jogador/2476;20230820;1;1;0;0;0;0
/link_jogador/2477;20230806;1;1;0;8;0;0
/link_jogador/2477;20230807;1;1;0;0;0;0
/link_jogador/2477;20230819;1;1;0;3;0;0
/link_jogador/2478;20230806;1;1;0;6;0;0
/link_jogador/2487;20230806;1;1;0;15;0;0
/link_jogador/2488;20230808;1;1;0;11;0;0
/link_jogador/2492;20230804;1;1;0;5;0;0
/link_jogador/2492;20230805;1;1;0;8;0;0
/link_jogador/2492;20230806;1;1;0;16;0;0
/link_jogador/2493;20230808;1;1;0;59;0;0
/link_jogador/2493;20230820;1;1;0;10;0;0
/link_jogador/283;20230809;1;1;0;1;0;0
/link_jogador/298;20230818;1;1;0;210;0;0
/link_jogador/305;20230820;1;1;0;6;0;0
/link_jogador/321;20230815;1;1;0;7;0;0
/link_jogador/321;20230816;1;1;0;9;0;0
/link_jogador/334;20230815;1;1;0;5;0;0
/link_jogador/335;20230808;1;1;0;3;0;0
/link_jogador/347;20230804;1;1;1;16;0;0
/link_jogador/347;20230809;1;1;1;0;0;0
/link_jogador/354;20230808;1;1;0;2;0;0
/link_jogador/374;20230808;1;1;0;4;0;0
/link_jogador/378;20230808;1;1;0;9;0;0
/link_jogador/379;20230808;1;1;0;8;0;0
/link_jogador/384;20230808;1;1;0;6;0;0
/link_jogador/385;20230819;1;1;0;595;0;0
/link_jogador/386;20230813;1;1;1;0;0;0
/link_jogador/387;20230808;1;1;0;8;0;0
/link_jogador/389;20230811;1;1;0;2;0;0
/link_jogador/390;20230805;1;1;1;118;0;0
/link_jogador/390;20230819;1;1;0;251;0;0
/link_jogador/398;20230815;1;1;0;5;0;0
/link_jogador/414;20230812;1;1;0;12;0;0
/link_jogador/414;20230814;1;1;0;6;0;0
/link_jogador/415;20230816;1;1;0;8;0;0
/link_jogador/417;20230812;1;1;0;0;0;0
/link_jogador/417;20230815;1;1;0;30;0;0
/link_jogador/417;20230820;1;1;0;9;0;0
/link_jogador/424;20230810;1;1;1;29;0;0
/link_jogador/433;20230807;1;1;0;27;0;0
/link_jogador/436;20230810;1;1;0;20;0;0
/link_jogador/436;20230812;1;1;0;26;0;0
/link_jogador/436;20230815;1;1;0;28;0;0
/link_jogador/439;20230803;1;1;1;6;0;0
/link_jogador/442;20230807;1;1;1;26;0;0
/link_jogador/442;20230814;1;1;1;0;0;0
/link_jogador/453;20230811;1;1;0;2;0;0
/link_jogador/459;20230805;1;1;1;83;0;0
/link_jogador/459;20230814;1;1;0;0;0;0
/link_jogador/459;20230818;1;1;1;2;0;0
/link_jogador/460;20230804;1;1;0;12;0;0
/link_jogador/461;20230807;1;1;0;21;0;0
/link_jogador/461;20230810;1;1;0;3;0;0
/link_jogador/461;20230815;1;1;0;2;0;0
/link_jogador/461;20230819;1;1;1;1;0;0
/link_jogador/472;20230806;1;1;0;22;0;0
/link_jogador/472;20230816;1;1;0;79;0;0
/link_jogador/487;20230810;1;1;0;2;0;0
/link_jogador/488;20230810;1;1;0;2;0;0
/link_jogador/488;20230812;1;1;0;10;0;0
/link_jogador/488;20230815;1;1;0;8;0;0
/link_jogador/489;20230810;1;1;0;1;0;0
/link_jogador/490;20230815;1;1;0;2;0;0
/link_jogador/493;20230815;1;1;0;1;0;0
/link_jogador/501;20230810;1;1;0;1;0;0
/link_jogador/501;20230818;1;1;0;1;0;0
/link_jogador/504;20230812;1;1;0;10;0;0
/link_jogador/506;20230806;1;1;0;9;0;0
/link_jogador/506;20230813;1;1;1;14;0;0
/link_jogador/512;20230820;1;1;1;0;0;0
/link_jogador/516;20230816;1;1;0;12;0;0
/link_jogador/517;20230805;1;1;1;131;0;0
/link_jogador/517;20230810;1;1;1;35;0;0
/link_jogador/517;20230814;1;1;0;8;0;0
/link_jogador/517;20230817;1;1;1;21;0;0
/link_jogador/524;20230804;1;1;0;5;0;0
/link_jogador/537;20230812;1;1;0;26;0;0
/link_jogador/537;20230815;1;1;0;4;0;0
/link_jogador/539;20230815;1;1;0;3;0;0
/link_jogador/540;20230815;1;1;0;4;0;0
/link_jogador/542;20230812;1;1;0;20;0;0
/link_jogador/542;20230815;1;1;0;2;0;0
/link_jogador/544;20230815;1;1;0;5;0;0
/link_jogador/550;20230813;1;1;0;97;0;0
/link_jogador/552;20230815;1;1;0;2;0;0
/link_jogador/552;20230817;1;1;0;4;0;0
/link_jogador/554;20230815;1;1;0;12;0;0
/link_jogador/554;20230817;1;1;0;4;0;0
/link_jogador/557;20230812;1;1;0;20;0;0
/link_jogador/557;20230815;1;1;0;76;0;0
/link_jogador/562;20230815;1;1;0;10;0;0
/link_jogador/565;20230803;1;1;0;7;0;0
/link_jogador/573;20230815;1;1;0;5;0;0
/link_jogador/573;20230816;1;1;0;6;0;0
/link_jogador/574;20230815;1;1;0;10;0;0
/link_jogador/575;20230816;1;1;0;2;0;0
/link_jogador/576;20230820;1;1;1;38;0;0
/link_jogador/577;20230816;1;1;0;11;0;0
/link_jogador/580;20230805;1;1;1;89;0;0
/link_jogador/580;20230807;1;1;1;78;0;0
/link_jogador/580;20230813;1;1;1;21;0;0
/link_jogador/580;20230816;1;1;0;5;0;0
/link_jogador/580;20230818;1;0;0;0;0;0
/link_jogador/580;20230820;1;0;0;0;0;0
/link_jogador/583;20230802;1;1;1;160;0;0
/link_jogador/583;20230818;1;1;0;6;0;0
/link_jogador/588;20230816;1;1;0;2;0;0
/link_jogador/589;20230803;1;1;0;8;0;0
/link_jogador/589;20230816;1;1;0;3;0;0
/link_jogador/589;20230817;1;1;0;6;0;0
/link_jogador/589;20230818;1;1;0;20;0;0
/link_jogador/593;20230816;1;1;0;12;0;0
/link_jogador/598;20230802;1;1;0;5;0;0
/link_jogador/598;20230820;1;1;0;2;0;0
/link_jogador/602;20230814;1;1;0;2;0;0
/link_jogador/602;20230816;1;1;0;20;0;0
/link_jogador/602;20230817;1;1;0;3;0;0
/link_jogador/602;20230820;1;1;0;5;0;0
/link_jogador/605;20230817;1;1;0;6;0;0
/link_jogador/606;20230803;1;1;0;8;0;0
/link_jogador/606;20230820;1;1;1;111;0;0
/link_jogador/608;20230803;1;1;0;7;0;0
/link_jogador/608;20230817;1;1;0;25;0;0
/link_jogador/612;20230817;1;1;0;4;0;0
/link_jogador/618;20230807;1;1;0;24;0;0
/link_jogador/618;20230820;1;1;0;4;0;0
/link_jogador/619;20230803;1;1;0;105;0;0
/link_jogador/620;20230803;1;1;0;8;0;0
/link_jogador/620;20230813;1;1;0;7;0;0
/link_jogador/621;20230818;1;1;0;4;0;0
/link_jogador/623;20230818;1;1;0;3;0;0
/link_jogador/624;20230818;1;1;0;5;0;0
/link_jogador/626;20230803;1;1;0;10;0;0
/link_jogador/628;20230803;1;1;0;7;0;0
/link_jogador/628;20230811;1;1;1;20;0;0
/link_jogador/628;20230815;1;0;0;0;0;0
/link_jogador/628;20230818;1;1;0;8;0;0
/link_jogador/631;20230802;1;1;0;8;0;0
/link_jogador/631;20230808;1;1;0;6;0;0
/link_jogador/633;20230802;1;1;0;7;0;0
/link_jogador/633;20230815;1;1;0;5;0;0
/link_jogador/637;20230803;1;1;0;9;0;0
/link_jogador/639;20230816;1;1;0;10;0;0
/link_jogador/639;20230818;1;1;0;11;0;0
/link_jogador/642;20230802;1;1;0;19;0;0
/link_jogador/642;20230803;1;1;0;27;0;0
/link_jogador/645;20230802;1;1;0;22;0;0
/link_jogador/646;20230813;1;1;0;8;0;0
/link_jogador/647;20230802;1;1;0;3;0;0
/link_jogador/647;20230804;1;1;0;4;0;0
/link_jogador/648;20230813;1;1;0;5;0;0
/link_jogador/649;20230808;1;1;0;10;0;0
/link_jogador/65;20230807;1;1;0;19;0;0
/link_jogador/651;20230802;1;1;0;8;0;0
/link_jogador/651;20230804;1;1;0;4;0;0
/link_jogador/653;20230802;1;1;0;8;0;0
/link_jogador/654;20230802;1;1;0;5;0;0
/link_jogador/655;20230804;1;1;0;146;0;0
/link_jogador/66;20230807;1;1;0;14;0;0
/link_jogador/664;20230813;1;1;0;66;0;0
/link_jogador/666;20230805;1;1;0;5;0;0
/link_jogador/666;20230807;1;1;0;5;0;0
/link_jogador/667;20230805;1;1;1;23;0;0
/link_jogador/667;20230806;1;1;1;0;0;0
/link_jogador/667;20230808;1;1;1;41;0;0
/link_jogador/667;20230809;1;1;1;44;0;0
/link_jogador/667;20230810;1;1;1;46;0;0
/link_jogador/667;20230817;1;1;1;41;0;0
/link_jogador/668;20230803;1;1;1;4;0;0
/link_jogador/671;20230805;1;1;0;4;0;0
/link_jogador/672;20230809;1;1;1;101;0;0
/link_jogador/674;20230805;1;1;0;7;0;0
/link_jogador/676;20230816;1;1;0;7;0;0
/link_jogador/680;20230802;1;1;0;6;0;0
/link_jogador/680;20230803;1;1;0;13;0;0
/link_jogador/682;20230813;1;1;0;1;0;0
/link_jogador/682;20230819;1;1;0;1;0;0
/link_jogador/685;20230804;1;1;0;30;0;0
/link_jogador/686;20230813;1;1;0;9;0;0
/link_jogador/690;20230803;1;1;0;16;0;0
/link_jogador/691;20230805;1;1;0;5;0;0
/link_jogador/693;20230815;1;1;0;13;0;0
/link_jogador/693;20230816;1;1;0;0;0;0
/link_jogador/693;20230819;1;1;0;388;0;0
/link_jogador/694;20230805;1;1;0;4;0;0
/link_jogador/696;20230819;1;1;0;44;0;0
/link_jogador/700;20230805;1;1;0;10;0;0
/link_jogador/702;20230807;1;1;0;7;0;0
/link_jogador/704;20230805;1;1;0;5;0;0
/link_jogador/705;20230805;1;1;0;8;0;0
/link_jogador/707;20230805;1;1;0;9;0;0
/link_jogador/707;20230807;1;1;0;7;0;0
/link_jogador/708;20230807;1;1;0;6;0;0
/link_jogador/709;20230807;1;1;0;2;0;0
/link_jogador/710;20230807;1;1;0;19;0;0
/link_jogador/712;20230807;1;1;0;4;0;0
/link_jogador/712;20230819;1;1;0;43;0;0
/link_jogador/713;20230810;1;1;1;39;0;0
/link_jogador/715;20230819;1;1;0;28;0;0
/link_jogador/716;20230807;1;1;0;14;0;0
/link_jogador/717;20230807;1;1;0;10;0;0
/link_jogador/718;20230807;1;1;0;15;0;0
/link_jogador/718;20230820;1;1;1;61;0;0
/link_jogador/719;20230807;1;1;0;8;0;0
/link_jogador/72;20230816;1;1;0;2;0;0
/link_jogador/723;20230807;1;1;0;12;0;0
/link_jogador/723;20230820;1;1;0;5;0;0
/link_jogador/724;20230807;1;1;0;2;0;0
/link_jogador/725;20230807;1;1;0;7;0;0
/link_jogador/727;20230807;1;1;0;10;0;0
/link_jogador/729;20230807;1;1;0;1;0;0
/link_jogador/729;20230810;1;1;0;6;0;0
/link_jogador/73;20230816;1;1;0;11;0;0
/link_jogador/730;20230807;1;1;0;8;0;0
/link_jogador/731;20230807;1;1;0;3;0;0
/link_jogador/734;20230807;1;1;1;21;0;0
/link_jogador/734;20230810;1;1;1;0;0;0
/link_jogador/734;20230819;1;1;1;18;0;0
/link_jogador/735;20230807;1;1;0;5;0;0
/link_jogador/735;20230819;1;1;0;26;0;0
/link_jogador/738;20230807;1;1;0;4;0;0
/link_jogador/739;20230807;1;1;0;11;0;0
/link_jogador/739;20230813;1;1;0;950;0;0
/link_jogador/741;20230807;1;1;0;10;0;0
/link_jogador/742;20230807;1;1;0;127;0;0
/link_jogador/743;20230807;1;1;0;7;0;0
/link_jogador/744;20230805;1;1;1;56;0;0
/link_jogador/744;20230807;1;1;0;5;0;0
/link_jogador/745;20230807;1;1;0;8;0;0
/link_jogador/747;20230807;1;1;0;9;0;0
/link_jogador/748;20230807;1;1;0;8;0;0
/link_jogador/748;20230815;1;1;1;8;0;0
/link_jogador/749;20230818;1;1;1;43;0;0
/link_jogador/751;20230807;1;1;0;8;0;0
/link_jogador/752;20230807;1;1;0;3;0;0
/link_jogador/754;20230807;1;1;0;9;0;0
/link_jogador/756;20230807;1;1;0;5;0;0
/link_jogador/759;20230807;1;1;0;8;0;0
/link_jogador/760;20230817;1;1;0;11;0;0
/link_jogador/768;20230804;1;1;0;5;0;0
/link_jogador/768;20230813;1;1;0;0;0;0
/link_jogador/77;20230807;1;1;0;11;0;0
/link_jogador/776;20230804;1;1;1;0;0;0
/link_jogador/776;20230817;1;1;1;52;0;0
/link_jogador/779;20230810;1;1;1;46;0;0
/link_jogador/779;20230813;1;1;1;24;0;0
/link_jogador/79;20230817;1;1;1;13;0;0
/link_jogador/795;20230807;1;1;0;16;0;0
/link_jogador/796;20230807;1;1;0;10;0;0
/link_jogador/798;20230807;1;1;0;5;0;0
/link_jogador/799;20230807;1;1;0;11;0;0
/link_jogador/799;20230813;1;1;1;9;0;0
/link_jogador/799;20230817;1;1;1;36;0;0
/link_jogador/810;20230808;1;1;1;3;0;0
/link_jogador/820;20230804;1;1;1;18;0;0
/link_jogador/820;20230819;1;1;1;52;0;0
/link_jogador/837;20230808;1;1;0;0;0;0
/link_jogador/841;20230814;1;1;0;0;0;0
/link_jogador/842;20230806;1;1;0;7;0;0
/link_jogador/843;20230817;1;1;0;0;0;0
/link_jogador/844;20230810;1;1;0;0;0;0
/link_jogador/845;20230812;1;1;0;3;0;0
/link_jogador/85;20230809;1;1;0;1;0;0
/link_jogador/85;20230814;1;1;0;0;0;0
/link_jogador/853;20230810;1;1;0;3;0;0
/link_jogador/854;20230808;1;1;1;0;0;0
/link_jogador/863;20230806;1;1;0;1;0;0
/link_jogador/870;20230804;1;1;0;2;0;0
/link_jogador/875;20230808;1;1;0;66;0;0
/link_jogador/875;20230820;1;1;0;4;0;0
/link_jogador/880;20230804;1;1;0;1;0;0
/link_jogador/882;20230820;1;1;0;2;0;0
/link_jogador/89;20230816;1;1;0;11;0;0
/link_jogador/895;20230814;1;1;0;11;0;0
/link_jogador/897;20230805;1;1;0;2;0;0
/link_jogador/898;20230810;1;1;1;54;0;0
/link_jogador/899;20230806;1;1;0;1;0;0
/link_jogador/899;20230817;1;1;0;17;0;0
/link_jogador/899;20230820;1;1;0;16;0;0
/link_jogador/90;20230807;1;1;0;27;0;0
/link_jogador/90;20230814;1;1;0;4;0;0
/link_jogador/902;20230806;1;1;0;1;0;0
/link_jogador/907;20230820;1;1;0;20;0;0
/link_jogador/912;20230806;1;1;0;0;0;0
/link_jogador/912;20230810;1;1;0;2;0;0
/link_jogador/92;20230817;1;1;0;3;0;0
/link_jogador/926;20230807;1;1;0;30;0;0
/link_jogador/926;20230811;1;1;0;8;0;0
/link_jogador/931;20230813;1;1;0;1;0;0
/link_jogador/932;20230811;1;1;0;1;0;0
/link_jogador/941;20230806;1;1;0;0;0;0
/link_jogador/942;20230807;1;1;1;0;0;0
/link_jogador/945;20230807;1;1;0;19;0;0
/link_jogador/948;20230806;1;1;0;2;0;0
/link_jogador/950;20230809;1;1;0;7;0;0
/link_jogador/950;20230811;1;1;0;3;0;0
/link_jogador/950;20230813;1;1;0;6;0;0
/link_jogador/950;20230820;1;1;0;24;0;0
/link_jogador/954;20230812;1;1;0;2;0;0
/link_jogador/959;20230810;1;1;0;6;0;0
/link_jogador/959;20230820;1;1;0;14;0;0
/link_jogador/965;20230806;1;1;0;2;0;0
/link_jogador/965;20230810;1;1;0;4;0;0
/link_jogador/966;20230817;1;1;0;11;0;0
/link_jogador/972;20230816;1;1;0;2;0;0
/link_jogador/974;20230806;1;1;0;0;0;0
/link_jogador/974;20230810;1;1;0;5;0;0
/link_jogador/977;20230808;1;1;0;8;0;0
/link_jogador/979;20230806;1;1;0;0;0;0
/link_jogador/979;20230810;1;1;0;5;0;0
/link_jogador/979;20230817;1;1;0;26;0;0
/link_jogador/98;20230807;1;1;0;61;0;0
/link_jogador/980;20230817;1;1;0;20;0;0
/link_jogador/981;20230810;1;1;0;9;0;0
/link_jogador/984;20230810;1;1;0;11;0;0
/link_jogador/984;20230817;1;1;0;10;0;0
/link_jogador/985;20230806;1;1;0;0;0;0
/link_jogador/985;20230810;1;1;0;6;0;0
/link_jogador/989;20230820;1;1;0;4;0;0
/link_jogador/99;20230807;1;1;0;11;0;0
/link_jogador/99;20230819;1;1;0;10;0;0
/link_jogador/99;20230820;1;1;1;70;0;0
/link_jogador/995;20230807;1;1;0;10;0;0
/link_jogador/997;20230807;1;1;0;3;0;0
/link_jogador/998;20230807;1;1;0;7;0;0
